Season,bets,wins,hit_rate,roi,avg_prob,avg_market_prob,avg_edge,avg_close_edge
2024,21,16,0.7619047619047619,0.19866780019180144,0.6612927045525291,0.6336157159038814,0.02767698864864764,0.06400445841643287
2025,17,5,0.29411764705882354,-0.5538254197277128,0.6530122835580038,0.6260270096150616,0.026985273942942093,0.07077203346941528
