game_id,Season,Week,game_date,home_team_bet,away_team_bet,selected_team,profit,actual_win,model_prob,edge,closing_odds,implied_prob,books_used,selected_team_full,open_prob,mid_prob,close_prob,open_price,mid_price,close_price,mid_diff_seconds,match_rows,mid_diff_hours,mid_valid_24h,mid_valid_36h,mid_valid_48h,model_edge_vs_open,model_edge_vs_mid,model_edge_vs_close,true_moneyline,open_to_mid_prob_move,mid_to_close_prob_move,open_to_close_prob_move,edge_rank,hit,join_key,event_id,home_team,away_team,commence_time,book_key,book_title,market_key,outcome_name,open_snapshot_timestamp,open_point,mid_snapshot_timestamp,mid_point,close_snapshot_timestamp,close_point,price_move_open_to_mid,price_move_mid_to_close,price_move_open_to_close,point_move_open_to_mid,point_move_mid_to_close,point_move_open_to_close,season,week,cal_prob,result,picked_odds,move_size_bucket,move_path,close_edge_bucket,market_confirmation,late_drift_flag,positive_close_edge,roi_per_1,cal_prob_source,open_odds,mid_odds,close_odds,market_odds,market_prob,true_prob_raw,true_prob_cal,true_prob_shrunk_35,true_prob_shrunk_40,true_prob_shrunk_50,true_line_raw,true_line_cal,true_line_shrunk_35,true_line_shrunk_40,true_line_shrunk_50,edge_prob_market,edge_prob_open,edge_prob_mid,edge_prob_close,edge_prob_shrunk_35,edge_prob_shrunk_40,edge_prob_shrunk_50,market_decimal,ev_per_1_cal,ev_per_1_shrunk_35,ev_per_1_shrunk_40,ev_per_1_shrunk_50,value_tier,value_tier_shrunk_35,value_tier_shrunk_40,value_tier_shrunk_50,governor,odds_bucket,hybrid_score,is_favorite,trap_flag_inflated_favorite,trap_flag_extreme_disagreement,trap_flag_late_favorite,trap_flag_weak_close_support,trap_flag_unknown_context,trap_count,favorite_trap_flag,favorite_trap_heavy
2024_1_Broncos_Seahawks,2024,1,2024-09-08,Seahawks,Broncos,Seahawks,0.3584229390681003,1,0.8052995912582402,0.0691518340023035,-279.0,0.7361477572559367,10,Seattle Seahawks,0.708029197080292,0.7142857142857143,0.7361477572559367,-242.5,-250.0,-279.0,14962.0,10,4.156111111111112,True,True,True,0.0946076051498564,0.0872400381986872,0.0663261193938385,-413.6096048603301,0.0073675669511692,0.0209139188048486,0.0282814857560178,7.0,1,2024|1|2024_1_Broncos_Seahawks||,,,,,,,,,,,,,,,,,,,,,2024,1,0.8052995912582402,,-242.5,medium,steam_up,>0.05,confirmed,high_late_drift,1,,model_prob_fallback,-242.5,-250.0,-279.0,-242.5,0.708029197080292,0.8052995912582402,0.8052995912582402,0.742073835042574,0.7469373547514713,0.7566643941692661,-413.6096048603301,-413.6096048603301,-287.70785436408227,-295.15907178553203,-310.9550661877274,0.0972703941779482,0.0972703941779482,0.0910138769725259,0.0691518340023035,0.0340446379622819,0.0389081576711792,0.0486351970889741,1.4123711340206184,0.1373818969317413,0.0480836639261095,0.0549527587726963,0.0686909484658706,Elite,Strong,Strong,Strong,Tight,Medium Favorite,0.2321698520834524,True,0,0,0,0,0,0,0,0
2024_1_Cardinals_Bills,2024,1,2024-09-08,Bills,Cardinals,Bills,0.3278688524590163,1,0.8074368577710695,0.0543504380179831,-305.0,0.7530864197530864,10,Buffalo Bills,0.726775956284153,0.75,0.7530864197530864,-266.0,-300.0,-305.0,3862.0,10,1.0727777777777778,True,True,True,0.079988415231365,0.0560656583482443,0.0550607170439639,-419.310179728549,0.0239227568831206,0.0010049413042804,0.024927698187401,9.0,1,2024|1|2024_1_Cardinals_Bills||,,,,,,,,,,,,,,,,,,,,,2024,1,0.8074368577710695,,-266.0,small,steam_up,>0.05,confirmed,normal_late_drift,1,,model_prob_fallback,-266.0,-300.0,-305.0,-266.0,0.726775956284153,0.8074368577710695,0.8074368577710695,0.7550072718045738,0.7590403168789197,0.7671064070276112,-419.310179728549,-419.310179728549,-308.175380292234,-315.00718586914314,-329.38063998976446,0.0806609014869165,0.0806609014869165,0.0574368577710695,0.0543504380179831,0.0282313155204207,0.0322643605947666,0.0403304507434582,1.3759398496240602,0.1109845486624492,0.0388445920318571,0.0443938194649797,0.0554922743312245,Elite,Playable,Strong,Strong,Tight,Medium Favorite,0.2296144742436293,True,0,0,0,0,0,0,0,0
2024_2_Chargers_Panthers,2024,2,2024-09-15,Panthers,Chargers,Chargers,0.4319654427645788,1,0.7731893170385649,0.0748484422271018,-231.5,0.698340874811463,10,Los Angeles Chargers,0.7241379310344828,0.7402597402597403,0.7222222222222222,-262.5,-285.0,-260.0,47091.5,20,13.080972222222222,True,True,True,0.0743471075685889,0.0327435367043089,0.0530812617670417,-340.896340041457,0.04160357086428,-0.0203377250627327,0.0212658458015472,5.0,1,2024|2|2024_2_Chargers_Panthers||,,,,,,,,,,,,,,,,,,,,,2024,2,0.7731893170385649,,-262.5,small,reversal,>0.05,confirmed,high_late_drift,1,,model_prob_fallback,-262.5,-285.0,-260.0,-262.5,0.7241379310344828,0.7731893170385649,0.7731893170385649,0.7413059161359115,0.7437584854361157,0.7486636240365239,-340.896340041457,-340.896340041457,-286.5569653016786,-290.2568253633574,-297.8731674500307,0.0490513860040821,0.0490513860040821,0.0329295767788245,0.0509670948163426,0.0171679851014286,0.0196205544016329,0.0245256930020411,1.380952380952381,0.0677376282913515,0.0237081699019729,0.0270950513165406,0.0338688141456757,Strong,Playable,Playable,Playable,Loose,Medium Favorite,0.2211933460650658,True,0,0,0,0,0,0,0,0
2024_2_Seahawks_Patriots,2024,2,2024-09-15,Patriots,Seahawks,Seahawks,0.5970149253731343,1,0.7141789732119047,0.0880107489128393,-167.5,0.6261682242990654,10,Seattle Seahawks,0.6460176991150443,0.6466431095406361,0.6363636363636364,-182.5,-183.0,-175.0,47091.5,20,13.080972222222222,True,True,True,0.0769058079108231,0.0677567078670869,0.0797208864068853,-249.8692910166436,0.0091491000437361,-0.0119641785397983,-0.0028150784960622,3.0,1,2024|2|2024_2_Seahawks_Patriots||,,,,,,,,,,,,,,,,,,,,,2024,2,0.7141789732119047,,-182.5,flat,reversal,>0.05,confirmed,normal_late_drift,1,,model_prob_fallback,-182.5,-183.0,-175.0,-182.5,0.6460176991150443,0.7141789732119047,0.7141789732119047,0.6698741450489454,0.6732822087537884,0.6800983361634745,-249.8692910166436,-249.8692910166436,-202.91477780444148,-206.0745471453096,-212.59606092921567,0.0681612740968604,0.0681612740968604,0.0675358636712686,0.0778153368482683,0.0238564459339011,0.0272645096387441,0.0340806370484302,1.547945205479452,0.1055099174376059,0.0369284711031621,0.0422039669750422,0.0527549587188029,Elite,Playable,Playable,Strong,Loose,Medium Favorite,0.2086625755256725,True,0,0,0,0,0,0,0,0
2024_3_Dolphins_Seahawks,2024,3,2024-09-22,Seahawks,Dolphins,Seahawks,0.4938271604938271,1,0.7578463741812829,0.088424886577977,-202.5,0.6694214876033058,10,Seattle Seahawks,0.7142857142857143,0.6855345911949685,0.6694214876033058,-250.0,-218.0,-202.5,20608.8,10,5.724666666666667,True,True,True,0.1301833063173542,0.0730947783271893,0.0859014096133674,-312.9609856631375,0.0570885279901648,-0.012806631286178,0.0442818967039867,6.0,1,2024|3|2024_3_Dolphins_Seahawks||,,,,,,,,,,,,,,,,,,,,,2024,3,0.7578463741812829,,-250.0,medium,reversal,>0.05,confirmed,normal_late_drift,1,,model_prob_fallback,-250.0,-218.0,-202.5,-250.0,0.7142857142857143,0.7578463741812829,0.7578463741812829,0.7295319452491633,0.7317099782439418,0.7360660442334985,-312.9609856631375,-312.9609856631375,-269.7294310491603,-272.7309698119323,-278.8826629358313,0.0435606598955685,0.0435606598955685,0.0723117829863143,0.088424886577977,0.015246230963449,0.0174242639582274,0.0217803299477842,1.4,0.0609849238537958,0.0213447233488286,0.0243939695415185,0.0304924619268978,Strong,Playable,Playable,Playable,Loose,Medium Favorite,0.2405666455250416,True,0,0,0,0,0,0,0,0
2024_3_Texans_Vikings,2024,3,2024-09-22,Vikings,Texans,Texans,-1.0,0,0.6694551615205195,0.109983795881753,-127.0,0.5594713656387665,10,Houston Texans,0.623352165725047,0.5824634655532359,0.5594713656387665,-165.5,-139.5,-127.0,11728.8,10,3.258,True,True,True,0.0498988779710111,0.0861880397674184,0.1086634718066588,-202.5308168779885,-0.0362891617964072,-0.0224754320392404,-0.0587645938356476,5.0,0,2024|3|2024_3_Texans_Vikings||,,,,,,,,,,,,,,,,,,,,,2024,3,0.6694551615205195,,-165.5,large,steam_down,>0.05,faded_late,high_late_drift,1,,model_prob_fallback,-165.5,-139.5,-127.0,-165.5,0.623352165725047,0.6694551615205195,0.6694551615205195,0.6394882142534624,0.6417933640432361,0.6464036636227832,-202.5308168779885,-202.5308168779885,-177.38344196687723,-179.16847417664854,-182.8083600202236,0.0461029957954725,0.0461029957954725,0.0869916959672836,0.109983795881753,0.0161360485284153,0.018441198318189,0.0230514978977361,1.6042296072507551,0.0739597908380538,0.0258859267933186,0.0295839163352213,0.0369798954190268,Strong,Playable,Playable,Playable,Block,Medium Favorite,0.1924675351449666,True,0,0,0,0,0,0,0,0
2024_4_Commanders_Cardinals,2024,4,2024-09-29,Cardinals,Commanders,Cardinals,-1.0,0,0.6959777295906868,0.0544006686587872,-179.0,0.6415770609318996,10,Arizona Cardinals,0.6683250414593698,0.6466431095406361,0.6428571428571429,-201.5,-183.0,-180.0,120477.5,12,33.46597222222222,False,True,True,0.0343995313091596,0.0456465364339646,0.0469827399011703,-228.9232721845257,-0.011247005124805,-0.0013362034672056,-0.0125832085920106,7.0,0,2024|4|2024_4_Commanders_Cardinals||,,,,,,,,,,,,,,,,,,,,,2024,4,0.6959777295906868,,-201.5,small,steam_down,0.02-0.05,faded_late,normal_late_drift,1,,model_prob_fallback,-201.5,-183.0,-180.0,-201.5,0.6683250414593698,0.6959777295906868,0.6959777295906868,0.6780034823053307,0.6793861167118966,0.6821513855250283,-228.9232721845257,-228.9232721845257,-210.5623648229148,-211.9016524625669,-214.615182970616,0.027652688131317,0.027652688131317,0.0493346200500507,0.0531205867335439,0.0096784408459609,0.0110610752525268,0.0138263440656585,1.4962779156327544,0.0413761065587696,0.0144816372955691,0.0165504426235079,0.0206880532793847,Playable,Thin,Thin,Thin,Loose,Medium Favorite,0.1887968541768024,True,0,0,0,0,0,0,0,0
2024_5_Colts_Jaguars,2024,5,2024-10-06,Jaguars,Colts,Jaguars,0.5263157894736842,1,0.6505037486840192,-0.0046686651090842,-190.0,0.6551724137931034,10,Jacksonville Jaguars,0.5918367346938775,0.6031746031746031,0.6491228070175439,-145.0,-152.0,-185.0,123505.6153846154,13,34.307115384615386,False,True,True,0.0614938497013236,0.0492461999680945,0.0133965975475269,-186.12610184934329,0.0122476497332291,0.0358496024205675,0.0480972521537966,12.0,1,2024|5|2024_5_Colts_Jaguars||,,,,,,,,,,,,,,,,,,,,,2024,5,0.6505037486840192,,-145.0,medium,steam_up,0-0.02,confirmed,high_late_drift,1,,model_prob_fallback,-145.0,-152.0,-185.0,-145.0,0.5918367346938775,0.6505037486840192,0.6505037486840192,0.6123701895904271,0.6153035402899342,0.6211702416889484,-186.12610184934329,-186.12610184934329,-157.97809485895618,-159.945204786566,-163.97081487429364,0.0586670139901416,0.0586670139901416,0.047329145509416,0.0013809416664752,0.0205334548965495,0.0234668055960566,0.0293335069950708,1.6896551724137931,0.0991270236385151,0.0346944582734802,0.039650809455406,0.0495635118192576,Elite,Playable,Playable,Playable,Normal,Light Favorite,0.177796793099854,True,0,0,0,0,0,0,0,0
2024_6_Falcons_Panthers,2024,6,2024-10-13,Panthers,Falcons,Falcons,0.3846153846153846,1,0.758156727235225,0.0359345050130027,-260.0,0.7222222222222222,10,Atlanta Falcons,0.696969696969697,0.7222222222222222,0.7222222222222222,-230.0,-260.0,-260.0,135806.38461538462,13,37.72399572649573,False,False,True,0.085858242949132,0.0579462946126435,0.0592828721842643,-313.4909309520608,0.0279119483364884,-0.0013365775716207,0.0265753707648677,10.0,1,2024|6|2024_6_Falcons_Panthers||,,,,,,,,,,,,,,,,,,,,,2024,6,0.758156727235225,,-230.0,medium,reversal,>0.05,confirmed,normal_late_drift,1,,model_prob_fallback,-230.0,-260.0,-260.0,-230.0,0.696969696969697,0.758156727235225,0.758156727235225,0.7183851575626318,0.7214445090759083,0.727563212102461,-313.4909309520608,-313.4909309520608,-255.0949201913611,-258.9948978146357,-267.057623794952,0.0611870302655279,0.0611870302655279,0.0359345050130027,0.0359345050130027,0.0214154605929347,0.0244748121062112,0.0305935151327639,1.434782608695652,0.0877900869027139,0.0307265304159498,0.0351160347610857,0.0438950434513569,Elite,Playable,Playable,Strong,Normal,Medium Favorite,0.221234761940842,True,0,0,0,0,0,0,0,0
2024_6_Jaguars_Bears,2024,6,2024-10-13,Bears,Jaguars,Bears,0.8547008547008547,1,0.6070912012680634,0.0679206943556209,-117.0,0.5391705069124424,10,Chicago Bears,0.5652173913043478,0.5652173913043478,0.5370370370370371,-130.0,-130.0,-116.0,137715.4,15,38.25427777777777,False,False,True,0.0061235891349706,-0.0045571514955679,0.0143608236318161,-154.51198935411304,0.0106807406305385,-0.018917975127384,-0.0082372344968454,9.0,1,2024|6|2024_6_Jaguars_Bears||,,,,,,,,,,,,,,,,,,,,,2024,6,0.6070912012680634,,-130.0,flat,reversal,0-0.02,confirmed,high_late_drift,1,,model_prob_fallback,-130.0,-130.0,-116.0,-130.0,0.5652173913043478,0.6070912012680634,0.6070912012680634,0.5798732247916483,0.581966915289834,0.5861542962862056,-154.51198935411304,-154.51198935411304,-138.02339174980554,-139.2155158468684,-141.6359505550348,0.0418738099637155,0.0418738099637155,0.0418738099637155,0.0700541642310262,0.0146558334873004,0.0167495239854862,0.0209369049818578,1.7692307692307692,0.0740844330127274,0.0259295515544546,0.0296337732050908,0.0370422165063637,Strong,Thin,Playable,Playable,Loose,Light Favorite,0.152420972179977,True,0,0,0,0,0,0,0,0
