Season,bets,wins,hit_rate,roi,avg_edge_shr40,avg_close_edge
2024,32,24,0.75,0.10199030601518476,0.028367464479911203,0.06439340015936502
2025,26,10,0.38461538461538464,-0.44941938668646747,0.027295602882243412,0.07375894374345568
