Season,bets,wins,hit_rate,roi,avg_edge_shr40,avg_close_edge
2024,229,162,0.7074235807860262,0.06339877458048951,0.009646932661273262,0.02229169773870975
2025,206,95,0.46116504854368934,-0.3158698449050274,0.007688992042007411,0.01899733546530766
