segment,bets,hit_rate,roi,avg_edge_market,avg_edge_close,avg_ev,max_drawdown,longest_losing_streak
all,257,0.6381322957198443,0.039032702659637396,0.0819125709131974,0.06555789507407053,0.23288090607097311,-38.21203045194641,33
2024,146,0.7808219178082192,0.28806904177273324,0.08533956289919506,0.06445683308386323,0.31083772015572103,-3.220485784221424,2
2025,111,0.45045045045045046,-0.2885286082458762,0.07740499586855182,0.0670061387729018,0.13034311457211561,-38.21203045194642,33
oos_2025,111,0.45045045045045046,-0.2885286082458762,0.07740499586855182,0.0670061387729018,0.13034311457211561,-38.21203045194642,33
