edge_threshold,bets,profit_units,roi,win_rate,avg_edge,avg_model_prob,avg_implied_prob,avg_odds
0.05,45,7.6595600278636065,0.1702124450636357,0.6444444444444445,0.1015642481825438,0.6546713417383836,0.5531070935558399,-94.08888888888889
0.08,27,4.209069122110833,0.15589144896706789,0.6296296296296297,0.12624305954089018,0.6683564679627968,0.5421134084219065,-68.0925925925926
0.09,23,2.6766557427797992,0.11637633664259997,0.6086956521739131,0.13370046699576757,0.6767645916483999,0.5430641246526323,-59.76086956521739
0.1,19,-0.5218859831341893,-0.02746768332285207,0.5263157894736842,0.141719407493126,0.6817354277393687,0.5400160202462425,-45.55263157894737
0.12,15,-0.5568859831341898,-0.03712573220894599,0.5333333333333333,0.1494106423166714,0.6958931360292137,0.5464824937125422,-55.8
