subset,bets,wins,win_rate,profit_units,roi,avg_edge,avg_edge_raw,avg_model_prob_raw,avg_model_prob_adj,avg_implied_prob,avg_odds,avg_books_used
all_shortlist,114,85.0,0.7456140350877193,19.25024838890996,0.16886182797289437,0.07470769741205985,0.12451282902009977,0.7617988534251829,0.7119937218171432,0.6372860244050833,-181.64912280701753,10.394736842105264
season_2024,66,61.0,0.9242424242424242,28.95970967882872,0.4387834799822533,0.07199559160195389,0.11999265266992318,0.7622580801063438,0.7142610190383745,0.6422654274364206,-185.1060606060606,9.954545454545455
season_2025,48,24.0,0.5,-9.709461289918766,-0.2022804435399743,0.07843684290095553,0.1307280715015926,0.7611674167385868,0.7088761881379497,0.6304393452369942,-176.89583333333334,11.0
