game_id,Season,Week,game_date,away_team,home_team,book,market,side,odds,pred_home_margin,pred_total,model_prob,implied_prob,edge
2017_2017-09-24_giants_at_eagles,2017,Week 3,2017-09-24,Giants,Eagles,testbook,moneyline,home,-110,7.271831804769491,54.28687311199016,0.9406102756707808,0.5238095238095238,0.416800751861257
2018_2018-12-30_jaguars_at_texans,2018,Week 17,2018-12-30,Jaguars,Texans,testbook,moneyline,home,-110,13.497213774093623,24.79956419076828,0.9389612588554884,0.5238095238095238,0.4151517350459646
2018_2018-12-23_chiefs_at_seahawks,2018,Week 16,2018-12-23,Chiefs,Seahawks,testbook,moneyline,home,-110,6.967825325821439,68.05552505331352,0.93875400554437,0.5238095238095238,0.4149444817348462
2021_2021-10-17_texans_at_colts,2021,Week 6,2021-10-17,Texans,Colts,testbook,moneyline,home,-110,14.854507204506822,34.80810703461563,0.9381820902181616,0.5238095238095238,0.41437256640863773
2021_2021-09-27_eagles_at_cowboys,2021,Week 3,2021-09-27,Eagles,Cowboys,testbook,moneyline,home,-110,8.15553001685215,57.06328572125541,0.938076048471026,0.5238095238095238,0.41426652466150216
2018_2018-09-09_seahawks_at_broncos,2018,Week 1,2018-09-09,Seahawks,Broncos,testbook,moneyline,home,-110,8.54053888762781,52.62734142390055,0.9375727458565772,0.5238095238095238,0.4137632220470534
2019_2019-11-10_panthers_at_packers,2019,Week 10,2019-11-10,Panthers,Packers,testbook,moneyline,home,-110,10.33406834460112,40.13652902503878,0.9373796525402882,0.5238095238095238,0.4135701287307644
2020_2020-10-11_eagles_at_steelers,2020,Week 5,2020-10-11,Eagles,Steelers,testbook,moneyline,home,-110,9.32815209001332,67.18160853413877,0.9373542140970283,0.5238095238095238,0.4135446902875045
2017_2017-11-26_jaguars_at_cardinals,2017,Week 12,2017-11-26,Jaguars,Cardinals,testbook,moneyline,home,-110,9.052687897904606,48.142056730852985,0.9371689416044412,0.5238095238095238,0.41335941779491736
2020_2021-01-03_steelers_at_browns,2020,Week 17,2021-01-03,Steelers,Browns,testbook,moneyline,home,-110,5.017236343440439,45.56702181805795,0.9369146154572704,0.5238095238095238,0.41310509164774656
2017_2017-09-24_browns_at_colts,2017,Week 3,2017-09-24,Browns,Colts,testbook,moneyline,home,-110,6.027450219212726,60.73851497930168,0.93642744552046,0.5238095238095238,0.41261792171093614
2017_2017-11-19_bills_at_chargers,2017,Week 11,2017-11-19,Bills,Chargers,testbook,moneyline,home,-110,18.41564536444058,77.74344815045849,0.9363252167077882,0.5238095238095238,0.4125156928982644
2017_2017-09-11_chargers_at_broncos,2017,Week 1,2017-09-11,Chargers,Broncos,testbook,moneyline,home,-110,8.075882314948236,46.0622268595437,0.9356635851313616,0.5238095238095238,0.41185406132183777
2018_2018-10-08_redskins_at_saints,2018,Week 5,2018-10-08,,Saints,testbook,moneyline,home,-110,16.479524577557253,55.94664352771152,0.9339410265301166,0.5238095238095238,0.41013150272059273
2020_2020-10-13_bills_at_titans,2020,Week 5,2020-10-13,Bills,Titans,testbook,moneyline,home,-110,21.98814313283671,59.54376233136489,0.9336414896948544,0.5238095238095238,0.40983196588533055
2017_2017-09-17_packers_at_falcons,2017,Week 2,2017-09-17,Packers,Falcons,testbook,moneyline,home,-110,10.60538008831032,56.16291142027909,0.932856571489357,0.5238095238095238,0.40904704767983313
2019_2019-10-10_giants_at_patriots,2019,Week 6,2019-10-10,Giants,Patriots,testbook,moneyline,home,-110,18.58527008013166,45.03300429504547,0.932836920614333,0.5238095238095238,0.40902739680480915
2020_2020-09-13_cowboys_at_rams,2020,Week 1,2020-09-13,Cowboys,Rams,testbook,moneyline,home,-110,7.227214055699387,39.43125180285661,0.9324444408730532,0.5238095238095238,0.4086349170635294
2018_2018-11-25_steelers_at_broncos,2018,Week 12,2018-11-25,Steelers,Broncos,testbook,moneyline,home,-110,10.022120779503268,40.49561364222699,0.9324436609907196,0.5238095238095238,0.4086341371811958
2018_2018-12-24_broncos_at_raiders,2018,Week 16,2018-12-24,Broncos,Raiders,testbook,moneyline,home,-110,12.997819912306026,40.40508334996716,0.931872359328428,0.5238095238095238,0.4080628355189042
2018_2018-12-02_panthers_at_buccaneers,2018,Week 13,2018-12-02,Panthers,Buccaneers,testbook,moneyline,home,-110,9.363906937827876,42.75056771737737,0.9314691858504164,0.5238095238095238,0.40765966204089255
2017_2017-09-17_vikings_at_steelers,2017,Week 2,2017-09-17,Vikings,Steelers,testbook,moneyline,home,-110,12.118337732308024,34.96952950956501,0.9313953839790688,0.5238095238095238,0.407585860169545
2020_2020-12-20_lions_at_titans,2020,Week 15,2020-12-20,Lions,Titans,testbook,moneyline,home,-110,15.385441010726408,68.33778889098735,0.9301572880305052,0.5238095238095238,0.4063477642209814
2019_2019-10-20_chargers_at_titans,2019,Week 7,2019-10-20,Chargers,Titans,testbook,moneyline,home,-110,7.682995895015227,44.3206309699973,0.9294081446265444,0.5238095238095238,0.4055986208170206
2018_2018-12-16_buccaneers_at_ravens,2018,Week 15,2018-12-16,Buccaneers,Ravens,testbook,moneyline,home,-110,10.592407997554249,33.08370973240175,0.9289375426002824,0.5238095238095238,0.40512801879075855
