Season,Week,game_date,home_team,away_team,has_odds
2019,5,2019-10-06,Giants,Vikings,
2019,5,2019-10-07,49ers,Browns,
2019,6,2019-10-10,Patriots,Giants,
2019,6,2019-10-13,Rams,49ers,
2019,6,2019-10-13,Ravens,Bengals,
2019,6,2019-10-13,Jets,Cowboys,
2019,6,2019-10-13,Vikings,Eagles,
2019,6,2019-10-13,Cardinals,Falcons,
2019,6,2019-10-13,Buccaneers,Panthers,
2019,6,2019-10-13,Dolphins,Redskins,
2019,6,2019-10-13,Jaguars,Saints,
2019,6,2019-10-13,Browns,Seahawks,
2019,6,2019-10-13,Chargers,Steelers,
2019,6,2019-10-13,Chiefs,Texans,
2019,6,2019-10-13,Broncos,Titans,
2019,6,2019-10-14,Packers,Lions,
2019,7,2019-10-17,Broncos,Chiefs,
2019,7,2019-10-20,Redskins,49ers,
2019,7,2019-10-20,Giants,Cardinals,
2019,7,2019-10-20,Titans,Chargers,
2019,7,2019-10-20,Bills,Dolphins,
2019,7,2019-10-20,Cowboys,Eagles,
2019,7,2019-10-20,Bengals,Jaguars,
2019,7,2019-10-20,Packers,Raiders,
2019,7,2019-10-20,Falcons,Rams,
2019,7,2019-10-20,Seahawks,Ravens,
2019,7,2019-10-20,Bears,Saints,
2019,7,2019-10-20,Colts,Texans,
2019,7,2019-10-20,Lions,Vikings,
2019,7,2019-10-21,Jets,Patriots,
2019,8,2019-10-24,Vikings,Redskins,
2019,8,2019-10-27,Rams,Bengals,
2019,8,2019-10-27,Colts,Broncos,
2019,8,2019-10-27,Patriots,Browns,
2019,8,2019-10-27,Titans,Buccaneers,
2019,8,2019-10-27,Saints,Cardinals,
2019,8,2019-10-27,Bears,Chargers,
2019,8,2019-10-27,Bills,Eagles,
2019,8,2019-10-27,Lions,Giants,
2019,8,2019-10-27,Jaguars,Jets,
2019,8,2019-10-27,Chiefs,Packers,
2019,8,2019-10-27,49ers,Panthers,
2019,8,2019-10-27,Texans,Raiders,
2019,8,2019-10-27,Falcons,Seahawks,
2019,8,2019-10-28,Steelers,Dolphins,
2019,9,2019-10-31,Cardinals,49ers,
2019,9,2019-11-03,Eagles,Bears,
2019,9,2019-11-03,Broncos,Browns,
2019,9,2019-11-03,Seahawks,Buccaneers,
2019,9,2019-11-03,Steelers,Colts,
2019,9,2019-11-03,Dolphins,Jets,
2019,9,2019-11-03,Raiders,Lions,
2019,9,2019-11-03,Chargers,Packers,
2019,9,2019-11-03,Ravens,Patriots,
2019,9,2019-11-03,Bills,Redskins,
2019,9,2019-11-03,Jaguars,Texans,
2019,9,2019-11-03,Panthers,Titans,
2019,9,2019-11-03,Chiefs,Vikings,
2019,9,2019-11-04,Giants,Cowboys,
2019,10,2019-11-07,Raiders,Chargers,
2019,10,2019-11-10,Browns,Bills,
2019,10,2019-11-10,Buccaneers,Cardinals,
2019,10,2019-11-10,Titans,Chiefs,
2019,10,2019-11-10,Colts,Dolphins,
2019,10,2019-11-10,Saints,Falcons,
2019,10,2019-11-10,Jets,Giants,
2019,10,2019-11-10,Bears,Lions,
2019,10,2019-11-10,Packers,Panthers,
2019,10,2019-11-10,Steelers,Rams,
2019,10,2019-11-10,Bengals,Ravens,
2019,10,2019-11-10,Cowboys,Vikings,
2019,10,2019-11-11,49ers,Seahawks,
2019,11,2019-11-14,Browns,Steelers,
2019,11,2019-11-17,Rams,Bears,
2019,11,2019-11-17,Raiders,Bengals,
2019,11,2019-11-17,Dolphins,Bills,
2019,11,2019-11-17,Vikings,Broncos,
2019,11,2019-11-17,49ers,Cardinals,
2019,11,2019-11-17,Lions,Cowboys,
2019,11,2019-11-17,Panthers,Falcons,
2019,11,2019-11-17,Colts,Jaguars,
2019,11,2019-11-17,Redskins,Jets,
2019,11,2019-11-17,Eagles,Patriots,
2019,11,2019-11-17,Buccaneers,Saints,
2019,11,2019-11-17,Ravens,Texans,
2019,11,2019-11-18,Chargers,Chiefs,
2019,12,2019-11-21,Texans,Colts,
2019,12,2019-11-24,Bills,Broncos,
2019,12,2019-11-24,Falcons,Buccaneers,
2019,12,2019-11-24,Patriots,Cowboys,
2019,12,2019-11-24,Browns,Dolphins,
2019,12,2019-11-24,Bears,Giants,
2019,12,2019-11-24,Titans,Jaguars,
2019,12,2019-11-24,Redskins,Lions,
2019,12,2019-11-24,49ers,Packers,
2019,12,2019-11-24,Saints,Panthers,
2019,12,2019-11-24,Jets,Raiders,
2019,12,2019-11-24,Eagles,Seahawks,
2019,12,2019-11-24,Bengals,Steelers,
2019,12,2019-11-25,Rams,Ravens,
2019,13,2019-11-28,Lions,Bears,
2019,13,2019-11-28,Cowboys,Bills,
2019,13,2019-11-28,Falcons,Saints,
2019,13,2019-12-01,Ravens,49ers,
2019,13,2019-12-01,Steelers,Browns,
2019,13,2019-12-01,Jaguars,Buccaneers,
2019,13,2019-12-01,Broncos,Chargers,
2019,13,2019-12-01,Dolphins,Eagles,
2019,13,2019-12-01,Bengals,Jets,
2019,13,2019-12-01,Giants,Packers,
2019,13,2019-12-01,Texans,Patriots,
2019,13,2019-12-01,Chiefs,Raiders,
2019,13,2019-12-01,Cardinals,Rams,
2019,13,2019-12-01,Panthers,Redskins,
2019,13,2019-12-01,Colts,Titans,
2019,13,2019-12-02,Seahawks,Vikings,
2019,14,2019-12-05,Bears,Cowboys,
2019,14,2019-12-08,Saints,49ers,
2019,14,2019-12-08,Browns,Bengals,
2019,14,2019-12-08,Texans,Broncos,
2019,14,2019-12-08,Jaguars,Chargers,
2019,14,2019-12-08,Patriots,Chiefs,
2019,14,2019-12-08,Buccaneers,Colts,
2019,14,2019-12-08,Jets,Dolphins,
2019,14,2019-12-08,Vikings,Lions,
2019,14,2019-12-08,Falcons,Panthers,
2019,14,2019-12-08,Bills,Ravens,
2019,14,2019-12-08,Packers,Redskins,
2019,14,2019-12-08,Rams,Seahawks,
2019,14,2019-12-08,Cardinals,Steelers,
2019,14,2019-12-08,Raiders,Titans,
2019,14,2019-12-09,Eagles,Giants,
2019,15,2019-12-12,Ravens,Jets,
2019,15,2019-12-15,Packers,Bears,
2019,15,2019-12-15,Steelers,Bills,
2019,15,2019-12-15,Chiefs,Broncos,
2019,15,2019-12-15,Cardinals,Browns,
2019,15,2019-12-15,Lions,Buccaneers,
2019,15,2019-12-15,Giants,Dolphins,
2019,15,2019-12-15,Redskins,Eagles,
2019,15,2019-12-15,49ers,Falcons,
2019,15,2019-12-15,Raiders,Jaguars,
2019,15,2019-12-15,Bengals,Patriots,
2019,15,2019-12-15,Cowboys,Rams,
2019,15,2019-12-15,Panthers,Seahawks,
2019,15,2019-12-15,Titans,Texans,
2019,15,2019-12-15,Chargers,Vikings,
2019,15,2019-12-16,Saints,Colts,
2019,16,2019-12-21,Patriots,Bills,
2019,16,2019-12-21,49ers,Rams,
2019,16,2019-12-21,Buccaneers,Texans,
2019,16,2019-12-22,Dolphins,Bengals,
2019,16,2019-12-22,Seahawks,Cardinals,
2019,16,2019-12-22,Bears,Chiefs,
2019,16,2019-12-22,Eagles,Cowboys,
2019,16,2019-12-22,Redskins,Giants,
2019,16,2019-12-22,Falcons,Jaguars,
2019,16,2019-12-22,Broncos,Lions,
2019,16,2019-12-22,Colts,Panthers,
2019,16,2019-12-22,Chargers,Raiders,
2019,16,2019-12-22,Browns,Ravens,
2019,16,2019-12-22,Titans,Saints,
2019,16,2019-12-22,Jets,Steelers,
2019,16,2019-12-23,Vikings,Packers,
2019,17,2019-12-29,Seahawks,49ers,
2019,17,2019-12-29,Vikings,Bears,
2019,17,2019-12-29,Bengals,Browns,
2019,17,2019-12-29,Rams,Cardinals,
2019,17,2019-12-29,Chiefs,Chargers,
2019,17,2019-12-29,Jaguars,Colts,
2019,17,2019-12-29,Patriots,Dolphins,
2019,17,2019-12-29,Giants,Eagles,
2019,17,2019-12-29,Buccaneers,Falcons,
2019,17,2019-12-29,Bills,Jets,
2019,17,2019-12-29,Lions,Packers,
2019,17,2019-12-29,Broncos,Raiders,
2019,17,2019-12-29,Cowboys,Redskins,
2019,17,2019-12-29,Panthers,Saints,
2019,17,2019-12-29,Ravens,Steelers,
2019,17,2019-12-29,Texans,Titans,
2019,19,2020-01-04,Texans,Bills,
2019,19,2020-01-04,Patriots,Titans,
2019,19,2020-01-05,Eagles,Seahawks,
2019,19,2020-01-05,Saints,Vikings,
2019,20,2020-01-11,Ravens,Titans,
2019,20,2020-01-11,49ers,Vikings,
2019,20,2020-01-12,Packers,Seahawks,
2019,20,2020-01-12,Chiefs,Texans,
2019,21,2020-01-19,49ers,Packers,
2019,21,2020-01-19,Chiefs,Titans,
2019,22,2020-02-02,Chiefs,49ers,
2020,1,2020-09-10,Chiefs,Texans,
2020,1,2020-09-13,Lions,Bears,
2020,1,2020-09-13,Ravens,Browns,
2020,1,2020-09-13,Saints,Buccaneers,
2020,1,2020-09-13,49ers,Cardinals,
2020,1,2020-09-13,Bengals,Chargers,
2020,1,2020-09-13,Jaguars,Colts,
2020,1,2020-09-13,Rams,Cowboys,
2020,1,2020-09-13,Patriots,Dolphins,
2020,1,2020-09-13,Washington Commanders,Eagles,
2020,1,2020-09-13,Bills,Jets,
2020,1,2020-09-13,Vikings,Packers,
2020,1,2020-09-13,Panthers,Raiders,
2020,1,2020-09-13,Falcons,Seahawks,
2020,1,2020-09-14,Giants,Steelers,
2020,1,2020-09-14,Broncos,Titans,
2020,2,2020-09-17,Browns,Bengals,
2020,2,2020-09-20,Jets,49ers,
2020,2,2020-09-20,Dolphins,Bills,
2020,2,2020-09-20,Steelers,Broncos,
2020,2,2020-09-20,Chargers,Chiefs,
2020,2,2020-09-20,Cowboys,Falcons,
2020,2,2020-09-20,Cardinals,Washington Commanders,
2020,2,2020-09-20,Bears,Giants,
2020,2,2020-09-20,Titans,Jaguars,
2020,2,2020-09-20,Packers,Lions,
2020,2,2020-09-20,Buccaneers,Panthers,
2020,2,2020-09-20,Seahawks,Patriots,
2020,2,2020-09-20,Eagles,Rams,
2020,2,2020-09-20,Texans,Ravens,
2020,2,2020-09-20,Colts,Vikings,
2020,2,2020-09-21,Raiders,Saints,
2020,3,2020-09-24,Jaguars,Dolphins,
2020,3,2020-09-27,Giants,49ers,
2020,3,2020-09-27,Falcons,Bears,
2020,3,2020-09-27,Eagles,Bengals,
2020,3,2020-09-27,Broncos,Buccaneers,
2020,3,2020-09-27,Seahawks,Cowboys,
2020,3,2020-09-27,Browns,Washington Commanders,
2020,3,2020-09-27,Colts,Jets,
2020,3,2020-09-27,Cardinals,Lions,
2020,3,2020-09-27,Saints,Packers,
2020,3,2020-09-27,Chargers,Panthers,
2020,3,2020-09-27,Patriots,Raiders,
2020,3,2020-09-27,Bills,Rams,
2020,3,2020-09-27,Steelers,Texans,
2020,3,2020-09-27,Vikings,Titans,
2020,3,2020-09-28,Ravens,Chiefs,
2020,4,2020-10-01,Jets,Broncos,
2020,4,2020-10-04,Raiders,Bills,
2020,4,2020-10-04,Cowboys,Browns,
2020,4,2020-10-04,Panthers,Cardinals,
2020,4,2020-10-04,Buccaneers,Chargers,
2020,4,2020-10-04,Bears,Colts,
2020,4,2020-10-04,49ers,Eagles,
2020,4,2020-10-04,Rams,Giants,
2020,4,2020-10-04,Bengals,Jaguars,
2020,4,2020-10-04,Washington Commanders,Ravens,
2020,4,2020-10-04,Lions,Saints,
2020,4,2020-10-04,Dolphins,Seahawks,
2020,4,2020-10-04,Texans,Vikings,
2020,4,2020-10-05,Packers,Falcons,
2020,4,2020-10-05,Chiefs,Patriots,
2020,5,2020-10-08,Bears,Buccaneers,
2020,5,2020-10-11,Ravens,Bengals,
2020,5,2020-10-11,Jets,Cardinals,
2020,5,2020-10-11,Browns,Colts,
2020,5,2020-10-11,49ers,Dolphins,
2020,5,2020-10-11,Steelers,Eagles,
2020,5,2020-10-11,Cowboys,Giants,
2020,5,2020-10-11,Texans,Jaguars,
2020,5,2020-10-11,Falcons,Panthers,
2020,5,2020-10-11,Chiefs,Raiders,
2020,5,2020-10-11,Washington Commanders,Rams,
2020,5,2020-10-11,Seahawks,Vikings,
2020,5,2020-10-12,Saints,Chargers,
2020,5,2020-10-13,Titans,Bills,
2020,6,2020-10-18,Panthers,Bears,
2020,6,2020-10-18,Colts,Bengals,
2020,6,2020-10-18,Patriots,Broncos,
2020,6,2020-10-18,Steelers,Browns,
2020,6,2020-10-18,Vikings,Falcons,
2020,6,2020-10-18,Giants,Washington Commanders,
2020,6,2020-10-18,Dolphins,Jets,
2020,6,2020-10-18,Jaguars,Lions,
2020,6,2020-10-18,Buccaneers,Packers,
2020,6,2020-10-18,49ers,Rams,
2020,6,2020-10-18,Eagles,Ravens,
2020,6,2020-10-18,Titans,Texans,
2020,6,2020-10-19,Cowboys,Cardinals,
2020,6,2020-10-19,Bills,Chiefs,
2020,7,2020-10-22,Eagles,Giants,
2020,7,2020-10-25,Patriots,49ers,
2020,7,2020-10-25,Jets,Bills,
2020,7,2020-10-25,Bengals,Browns,
2020,7,2020-10-25,Raiders,Buccaneers,
2020,7,2020-10-25,Broncos,Chiefs,
2020,7,2020-10-25,Washington Commanders,Cowboys,
2020,7,2020-10-25,Chargers,Jaguars,
2020,7,2020-10-25,Falcons,Lions,
2020,7,2020-10-25,Texans,Packers,
2020,7,2020-10-25,Saints,Panthers,
2020,7,2020-10-25,Cardinals,Seahawks,
2020,7,2020-10-25,Titans,Steelers,
2020,7,2020-10-26,Rams,Bears,
2020,8,2020-10-29,Panthers,Falcons,
2020,8,2020-11-01,Seahawks,49ers,
2020,8,2020-11-01,Broncos,Chargers,
2020,8,2020-11-01,Lions,Colts,
2020,8,2020-11-01,Eagles,Cowboys,
2020,8,2020-11-01,Chiefs,Jets,
2020,8,2020-11-01,Bills,Patriots,
2020,8,2020-11-01,Browns,Raiders,
2020,8,2020-11-01,Dolphins,Rams,
2020,8,2020-11-01,Bears,Saints,
2020,8,2020-11-01,Ravens,Steelers,
2020,8,2020-11-01,Bengals,Titans,
2020,8,2020-11-01,Packers,Vikings,
2020,8,2020-11-02,Giants,Buccaneers,
2020,9,2020-11-05,49ers,Packers,
2020,9,2020-11-08,Titans,Bears,
2020,9,2020-11-08,Falcons,Broncos,
2020,9,2020-11-08,Cardinals,Dolphins,
2020,9,2020-11-08,Washington Commanders,Giants,
2020,9,2020-11-08,Vikings,Lions,
2020,9,2020-11-08,Chiefs,Panthers,
2020,9,2020-11-08,Chargers,Raiders,
2020,9,2020-11-08,Colts,Ravens,
2020,9,2020-11-08,Buccaneers,Saints,
2020,9,2020-11-08,Bills,Seahawks,
2020,9,2020-11-08,Cowboys,Steelers,
2020,9,2020-11-08,Jaguars,Texans,
2020,9,2020-11-09,Jets,Patriots,
2020,10,2020-11-12,Titans,Colts,
2020,10,2020-11-15,Saints,49ers,
2020,10,2020-11-15,Steelers,Bengals,
2020,10,2020-11-15,Cardinals,Bills,
2020,10,2020-11-15,Raiders,Broncos,
2020,10,2020-11-15,Panthers,Buccaneers,
2020,10,2020-11-15,Dolphins,Chargers,
2020,10,2020-11-15,Giants,Eagles,
2020,10,2020-11-15,Lions,Washington Commanders,
2020,10,2020-11-15,Packers,Jaguars,
2020,10,2020-11-15,Patriots,Ravens,
2020,10,2020-11-15,Rams,Seahawks,
2020,10,2020-11-15,Browns,Texans,
2020,10,2020-11-16,Bears,Vikings,
2020,11,2020-11-19,Seahawks,Cardinals,
2020,11,2020-11-22,Washington Commanders,Bengals,
2020,11,2020-11-22,Raiders,Chiefs,
2020,11,2020-11-22,Vikings,Cowboys,
2020,11,2020-11-22,Broncos,Dolphins,
2020,11,2020-11-22,Browns,Eagles,
2020,11,2020-11-22,Saints,Falcons,
2020,11,2020-11-22,Chargers,Jets,
2020,11,2020-11-22,Panthers,Lions,
2020,11,2020-11-22,Colts,Packers,
2020,11,2020-11-22,Texans,Patriots,
2020,11,2020-11-22,Jaguars,Steelers,
2020,11,2020-11-22,Ravens,Titans,
2020,11,2020-11-23,Buccaneers,Rams,
2020,12,2020-11-26,Cowboys,Washington Commanders,
2020,12,2020-11-26,Lions,Texans,
2020,12,2020-11-29,Rams,49ers,
2020,12,2020-11-29,Packers,Bears,
2020,12,2020-11-29,Jaguars,Browns,
2020,12,2020-11-29,Patriots,Cardinals,
2020,12,2020-11-29,Bills,Chargers,
2020,12,2020-11-29,Buccaneers,Chiefs,
2020,12,2020-11-29,Jets,Dolphins,
2020,12,2020-11-29,Bengals,Giants,
2020,12,2020-11-29,Vikings,Panthers,
2020,12,2020-11-29,Falcons,Raiders,
2020,12,2020-11-29,Broncos,Saints,
2020,12,2020-11-29,Colts,Titans,
2020,12,2020-11-30,Eagles,Seahawks,
2020,12,2020-12-02,Steelers,Ravens,
2020,13,2020-12-06,Dolphins,Bengals,
2020,13,2020-12-06,Chiefs,Broncos,
2020,13,2020-12-06,Titans,Browns,
2020,13,2020-12-06,Texans,Colts,
2020,13,2020-12-06,Packers,Eagles,
2020,13,2020-12-06,Seahawks,Giants,
2020,13,2020-12-06,Vikings,Jaguars,
2020,13,2020-12-06,Bears,Lions,
2020,13,2020-12-06,Chargers,Patriots,
2020,13,2020-12-06,Jets,Raiders,
2020,13,2020-12-06,Cardinals,Rams,
2020,13,2020-12-06,Falcons,Saints,
2020,13,2020-12-07,49ers,Bills,
2020,13,2020-12-07,Steelers,Washington Commanders,
2020,13,2020-12-08,Ravens,Cowboys,
2020,14,2020-12-10,Rams,Patriots,
2020,14,2020-12-13,Panthers,Broncos,
2020,14,2020-12-13,Giants,Cardinals,
2020,14,2020-12-13,Dolphins,Chiefs,
2020,14,2020-12-13,Raiders,Colts,
2020,14,2020-12-13,Bengals,Cowboys,
2020,14,2020-12-13,Chargers,Falcons,
2020,14,2020-12-13,49ers,Washington Commanders,
2020,14,2020-12-13,Seahawks,Jets,
2020,14,2020-12-13,Lions,Packers,
2020,14,2020-12-13,Eagles,Saints,
2020,14,2020-12-13,Bills,Steelers,
2020,14,2020-12-13,Bears,Texans,
2020,14,2020-12-13,Jaguars,Titans,
2020,14,2020-12-13,Buccaneers,Vikings,
2020,14,2020-12-14,Browns,Ravens,
2020,15,2020-12-17,Raiders,Chargers,
2020,15,2020-12-19,Broncos,Bills,
2020,15,2020-12-19,Packers,Panthers,
2020,15,2020-12-20,Cowboys,49ers,
2020,15,2020-12-20,Vikings,Bears,
2020,15,2020-12-20,Giants,Browns,
2020,15,2020-12-20,Falcons,Buccaneers,
2020,15,2020-12-20,Saints,Chiefs,
2020,15,2020-12-20,Cardinals,Eagles,
2020,15,2020-12-20,Ravens,Jaguars,
2020,15,2020-12-20,Rams,Jets,
2020,15,2020-12-20,Titans,Lions,
2020,15,2020-12-20,Dolphins,Patriots,
2020,15,2020-12-20,Washington Commanders,Seahawks,
2020,15,2020-12-20,Colts,Texans,
2020,15,2020-12-21,Bengals,Steelers,
2020,16,2020-12-25,Saints,Vikings,
2020,16,2020-12-26,Cardinals,49ers,
2020,16,2020-12-26,Lions,Buccaneers,
2020,16,2020-12-26,Raiders,Dolphins,
2020,16,2020-12-27,Jaguars,Bears,
2020,16,2020-12-27,Texans,Bengals,
2020,16,2020-12-27,Chargers,Broncos,
2020,16,2020-12-27,Jets,Browns,
2020,16,2020-12-27,Steelers,Colts,
2020,16,2020-12-27,Cowboys,Eagles,
2020,16,2020-12-27,Chiefs,Falcons,
2020,16,2020-12-27,Ravens,Giants,
2020,16,2020-12-27,Washington Commanders,Panthers,
2020,16,2020-12-27,Seahawks,Rams,
2020,16,2020-12-27,Packers,Titans,
2020,16,2020-12-28,Patriots,Bills,
2020,17,2021-01-03,Rams,Cardinals,
2020,17,2021-01-03,Chiefs,Chargers,
2020,17,2021-01-03,Giants,Cowboys,
2020,17,2021-01-03,Bills,Dolphins,
2020,17,2021-01-03,Buccaneers,Falcons,
2020,17,2021-01-03,Eagles,Washington Commanders,
2020,17,2021-01-03,Colts,Jaguars,
2020,17,2021-01-03,Patriots,Jets,
2020,17,2021-01-03,Bears,Packers,
2020,17,2021-01-03,Broncos,Raiders,
2020,17,2021-01-03,Bengals,Ravens,
2020,17,2021-01-03,Panthers,Saints,
2020,17,2021-01-03,49ers,Seahawks,
2020,17,2021-01-03,Browns,Steelers,
2020,17,2021-01-03,Texans,Titans,
2020,17,2021-01-03,Lions,Vikings,
2020,19,2021-01-09,Washington Commanders,Buccaneers,
2020,19,2021-01-09,Bills,Colts,
2020,19,2021-01-09,Seahawks,Rams,
2020,19,2021-01-10,Saints,Bears,
2020,19,2021-01-10,Steelers,Browns,
2020,19,2021-01-10,Titans,Ravens,
2020,20,2021-01-16,Packers,Rams,
2020,20,2021-01-16,Bills,Ravens,
2020,20,2021-01-17,Chiefs,Browns,
2020,20,2021-01-17,Saints,Buccaneers,
2020,21,2021-01-24,Chiefs,Bills,
2020,21,2021-01-24,Packers,Buccaneers,
2020,22,2021-02-07,Buccaneers,Chiefs,
2021,1,2021-09-09,Buccaneers,Cowboys,
2021,1,2021-09-12,Lions,49ers,
2021,1,2021-09-12,Rams,Bears,
2021,1,2021-09-12,Giants,Broncos,
2021,1,2021-09-12,Chiefs,Browns,
2021,1,2021-09-12,Titans,Cardinals,
2021,1,2021-09-12,Washington Commanders,Chargers,
2021,1,2021-09-12,Patriots,Dolphins,
2021,1,2021-09-12,Falcons,Eagles,
2021,1,2021-09-12,Texans,Jaguars,
2021,1,2021-09-12,Panthers,Jets,
2021,1,2021-09-12,Saints,Packers,
2021,1,2021-09-12,Colts,Seahawks,
2021,1,2021-09-12,Bills,Steelers,
2021,1,2021-09-12,Bengals,Vikings,
2021,1,2021-09-13,Raiders,Ravens,
2021,2,2021-09-16,Washington Commanders,Giants,
2021,2,2021-09-19,Eagles,49ers,
2021,2,2021-09-19,Bears,Bengals,
2021,2,2021-09-19,Dolphins,Bills,
2021,2,2021-09-19,Jaguars,Broncos,
2021,2,2021-09-19,Ravens,Chiefs,
2021,2,2021-09-19,Chargers,Cowboys,
2021,2,2021-09-19,Buccaneers,Falcons,
2021,2,2021-09-19,Jets,Patriots,
2021,2,2021-09-19,Steelers,Raiders,
2021,2,2021-09-19,Colts,Rams,
2021,2,2021-09-19,Panthers,Saints,
2021,2,2021-09-19,Browns,Texans,
2021,2,2021-09-19,Seahawks,Titans,
2021,2,2021-09-19,Cardinals,Vikings,
2021,2,2021-09-20,Packers,Lions,
2021,3,2021-09-23,Texans,Panthers,
2021,3,2021-09-26,Browns,Bears,
2021,3,2021-09-26,Steelers,Bengals,
2021,3,2021-09-26,Rams,Buccaneers,
2021,3,2021-09-26,Jaguars,Cardinals,
2021,3,2021-09-26,Chiefs,Chargers,
2021,3,2021-09-26,Titans,Colts,
2021,3,2021-09-26,Raiders,Dolphins,
2021,3,2021-09-26,Giants,Falcons,
2021,3,2021-09-26,Bills,Washington Commanders,
2021,3,2021-09-26,Broncos,Jets,
2021,3,2021-09-26,49ers,Packers,
2021,3,2021-09-26,Lions,Ravens,
2021,3,2021-09-26,Patriots,Saints,
2021,3,2021-09-26,Vikings,Seahawks,
2021,3,2021-09-27,Cowboys,Eagles,
2021,4,2021-09-30,Bengals,Jaguars,
2021,4,2021-10-03,Vikings,Browns,
2021,4,2021-10-03,Patriots,Buccaneers,
2021,4,2021-10-03,Rams,Cardinals,
2021,4,2021-10-03,Eagles,Chiefs,
2021,4,2021-10-03,Dolphins,Colts,
2021,4,2021-10-03,Falcons,Washington Commanders,
2021,4,2021-10-03,Saints,Giants,
2021,4,2021-10-03,Bears,Lions,
2021,4,2021-10-03,Cowboys,Panthers,
2021,4,2021-10-03,Broncos,Ravens,
2021,4,2021-10-03,49ers,Seahawks,
2021,4,2021-10-03,Packers,Steelers,
2021,4,2021-10-03,Bills,Texans,
2021,4,2021-10-03,Jets,Titans,
2021,4,2021-10-04,Chargers,Raiders,
2021,5,2021-10-07,Seahawks,Rams,
2021,5,2021-10-10,Cardinals,49ers,
2021,5,2021-10-10,Raiders,Bears,
2021,5,2021-10-10,Chiefs,Bills,
2021,5,2021-10-10,Steelers,Broncos,
2021,5,2021-10-10,Chargers,Browns,
2021,5,2021-10-10,Buccaneers,Dolphins,
2021,5,2021-10-10,Panthers,Eagles,
2021,5,2021-10-10,Cowboys,Giants,
2021,5,2021-10-10,Falcons,Jets,
2021,5,2021-10-10,Vikings,Lions,
2021,5,2021-10-10,Bengals,Packers,
2021,5,2021-10-10,Texans,Patriots,
2021,5,2021-10-10,Washington Commanders,Saints,
2021,5,2021-10-10,Jaguars,Titans,
2021,5,2021-10-11,Ravens,Colts,
2021,6,2021-10-14,Eagles,Buccaneers,
2021,6,2021-10-17,Lions,Bengals,
2021,6,2021-10-17,Browns,Cardinals,
2021,6,2021-10-17,Ravens,Chargers,
2021,6,2021-10-17,Washington Commanders,Chiefs,
2021,6,2021-10-17,Patriots,Cowboys,
2021,6,2021-10-17,Jaguars,Dolphins,
2021,6,2021-10-17,Bears,Packers,
2021,6,2021-10-17,Broncos,Raiders,
2021,6,2021-10-17,Giants,Rams,
2021,6,2021-10-17,Steelers,Seahawks,
2021,6,2021-10-17,Colts,Texans,
2021,6,2021-10-17,Panthers,Vikings,
2021,6,2021-10-18,Titans,Bills,
2021,7,2021-10-21,Browns,Broncos,
2021,7,2021-10-24,Buccaneers,Bears,
2021,7,2021-10-24,Ravens,Bengals,
2021,7,2021-10-24,Titans,Chiefs,
2021,7,2021-10-24,49ers,Colts,
2021,7,2021-10-24,Raiders,Eagles,
2021,7,2021-10-24,Dolphins,Falcons,
2021,7,2021-10-24,Packers,Washington Commanders,
2021,7,2021-10-24,Patriots,Jets,
2021,7,2021-10-24,Rams,Lions,
2021,7,2021-10-24,Giants,Panthers,
2021,7,2021-10-24,Cardinals,Texans,
2021,7,2021-10-25,Seahawks,Saints,
2021,8,2021-10-28,Cardinals,Packers,
2021,8,2021-10-31,Bears,49ers,
2021,8,2021-10-31,Jets,Bengals,
2021,8,2021-10-31,Saints,Buccaneers,
2021,8,2021-10-31,Vikings,Cowboys,
2021,8,2021-10-31,Bills,Dolphins,
2021,8,2021-10-31,Lions,Eagles,
2021,8,2021-10-31,Broncos,Washington Commanders,
2021,8,2021-10-31,Seahawks,Jaguars,
2021,8,2021-10-31,Falcons,Panthers,
2021,8,2021-10-31,Chargers,Patriots,
2021,8,2021-10-31,Texans,Rams,
2021,8,2021-10-31,Browns,Steelers,
2021,8,2021-10-31,Colts,Titans,
2021,8,2021-11-01,Chiefs,Giants,
2021,9,2021-11-04,Colts,Jets,
2021,9,2021-11-07,Jaguars,Bills,
2021,9,2021-11-07,Cowboys,Broncos,
2021,9,2021-11-07,Bengals,Browns,
2021,9,2021-11-07,49ers,Cardinals,
2021,9,2021-11-07,Eagles,Chargers,
2021,9,2021-11-07,Saints,Falcons,
2021,9,2021-11-07,Chiefs,Packers,
2021,9,2021-11-07,Panthers,Patriots,
2021,9,2021-11-07,Giants,Raiders,
2021,9,2021-11-07,Dolphins,Texans,
2021,9,2021-11-07,Rams,Titans,
2021,9,2021-11-07,Ravens,Vikings,
2021,9,2021-11-08,Steelers,Bears,
2021,10,2021-11-11,Dolphins,Ravens,
2021,10,2021-11-14,Jets,Bills,
2021,10,2021-11-14,Patriots,Browns,
2021,10,2021-11-14,Washington Commanders,Buccaneers,
2021,10,2021-11-14,Raiders,Chiefs,
2021,10,2021-11-14,Broncos,Eagles,
2021,10,2021-11-14,Cowboys,Falcons,
2021,10,2021-11-14,Colts,Jaguars,
2021,10,2021-11-14,Steelers,Lions,
2021,10,2021-11-14,Cardinals,Panthers,
2021,10,2021-11-14,Titans,Saints,
2021,10,2021-11-14,Packers,Seahawks,
2021,10,2021-11-14,Chargers,Vikings,
2021,10,2021-11-15,49ers,Rams,
2021,11,2021-11-18,Falcons,Patriots,
2021,11,2021-11-21,Jaguars,49ers,
