game_id,Season,Week,game_date,game_date_str,season_type,week_sort,AwayTeam,HomeTeam,home_team,home_total_plays,home_offensive_plays,home_pass_plays,home_rush_plays,home_sacks,home_punts,home_field_goal_plays,home_turnovers,home_penalties,home_first_downs,home_touchdowns,home_scoring_plays,home_scoring_drives,home_red_zone_plays,home_explosive_passes,home_explosive_runs,home_drive_count,home_pass_rate,home_rush_rate,home_explosive_play_rate,home_scoring_drive_rate,home_home_or_away,away_team,away_total_plays,away_offensive_plays,away_pass_plays,away_rush_plays,away_sacks,away_punts,away_field_goal_plays,away_turnovers,away_penalties,away_first_downs,away_touchdowns,away_scoring_plays,away_scoring_drives,away_red_zone_plays,away_explosive_passes,away_explosive_runs,away_drive_count,away_pass_rate,away_rush_rate,away_explosive_play_rate,away_scoring_drive_rate,away_home_or_away,combined_offensive_plays,combined_total_plays,combined_drive_count,combined_turnovers,combined_penalties,combined_touchdowns,combined_scoring_plays,combined_red_zone_plays,combined_explosive_passes,combined_explosive_runs,combined_explosive_play_rate,combined_scoring_drive_rate,play_volume_diff,pass_rate_diff,rush_rate_diff,turnover_diff
2017_2017-10-08_jets_at_browns,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Jets,Browns,Browns,90.0,75.0,41.0,34.0,1.0,2.0,2.0,3.0,11.0,0.0,2.0,4.0,1.0,0.0,2.0,5.0,6.0,0.5466666666666666,0.4533333333333333,0.09333333333333334,0.16666666666666666,home,Jets,71.0,53.0,34.0,19.0,3.0,6.0,1.0,1.0,4.0,0.0,2.0,5.0,1.0,0.0,1.0,1.0,7.0,0.6415094339622641,0.3584905660377358,0.03773584905660377,0.14285714285714285,away,128.0,161.0,13.0,4.0,15.0,4.0,9.0,0.0,3.0,6.0,0.0703125,0.15384615384615385,22.0,-0.09484276729559749,0.09484276729559749,2.0
2017_2017-10-08_packers_at_cowboys,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Packers,Cowboys,Cowboys,90.0,74.0,39.0,35.0,1.0,1.0,1.0,2.0,9.0,1.0,5.0,10.0,1.0,0.0,1.0,3.0,6.0,0.527027027027027,0.47297297297297297,0.05405405405405406,0.16666666666666666,home,Packers,78.0,59.0,34.0,25.0,4.0,2.0,1.0,0.0,5.0,0.0,4.0,7.0,1.0,0.0,3.0,6.0,5.0,0.576271186440678,0.423728813559322,0.15254237288135594,0.2,away,133.0,168.0,11.0,2.0,14.0,9.0,17.0,0.0,4.0,9.0,0.09774436090225563,0.18181818181818182,15.0,-0.04924415941365101,0.049244159413650956,2.0
2017_2017-10-08_panthers_at_lions,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Panthers,Lions,Lions,76.0,56.0,44.0,12.0,6.0,5.0,1.0,1.0,8.0,0.0,3.0,7.0,1.0,0.0,4.0,4.0,7.0,0.7857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,home,Panthers,95.0,68.0,38.0,30.0,3.0,5.0,3.0,0.0,8.0,0.0,3.0,8.0,1.0,0.0,4.0,1.0,7.0,0.5588235294117647,0.4411764705882353,0.07352941176470588,0.14285714285714285,away,124.0,171.0,14.0,1.0,16.0,6.0,15.0,0.0,8.0,5.0,0.10483870967741936,0.14285714285714285,-12.0,0.22689075630252098,-0.226890756302521,1.0
2017_2017-10-08_ravens_at_raiders,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Ravens,Raiders,Raiders,71.0,55.0,30.0,25.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,6.0,1.0,0.0,1.0,3.0,6.0,0.5454545454545454,0.45454545454545453,0.07272727272727272,0.16666666666666666,home,Ravens,86.0,65.0,27.0,38.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,3.0,2.0,5.0,0.4153846153846154,0.5846153846153846,0.07692307692307693,0.2,away,120.0,157.0,11.0,0.0,4.0,5.0,13.0,0.0,4.0,5.0,0.075,0.18181818181818182,-10.0,0.13006993006993,-0.13006993006993012,0.0
2017_2017-10-08_seahawks_at_rams,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Seahawks,Rams,Rams,91.0,72.0,51.0,21.0,2.0,3.0,2.0,4.0,6.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0,6.0,0.7083333333333334,0.2916666666666667,0.06944444444444445,0.16666666666666666,home,Seahawks,87.0,68.0,43.0,25.0,3.0,5.0,3.0,3.0,8.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,6.0,0.6323529411764706,0.36764705882352944,0.014705882352941176,0.16666666666666666,away,140.0,178.0,12.0,7.0,14.0,3.0,8.0,0.0,5.0,1.0,0.04285714285714286,0.16666666666666666,4.0,0.07598039215686281,-0.07598039215686275,1.0
2017_2017-10-08_titans_at_dolphins,2017,Week 5,2017-10-08,2017-10-08,regular,5.0,Titans,Dolphins,Dolphins,81.0,59.0,28.0,31.0,1.0,9.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,0.4745762711864407,0.5254237288135594,0.01694915254237288,0.125,home,Titans,84.0,59.0,39.0,20.0,6.0,10.0,1.0,2.0,15.0,0.0,3.0,4.0,1.0,0.0,0.0,4.0,8.0,0.6610169491525424,0.3389830508474576,0.06779661016949153,0.125,away,118.0,165.0,16.0,4.0,18.0,4.0,6.0,0.0,0.0,5.0,0.0423728813559322,0.125,0.0,-0.1864406779661017,0.18644067796610175,0.0
2017_2017-10-09_vikings_at_bears,2017,Week 5,2017-10-09,2017-10-09,regular,5.0,Vikings,Bears,Bears,80.0,58.0,29.0,29.0,1.0,7.0,0.0,2.0,13.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,0.5,0.5,0.06896551724137931,0.2,home,Vikings,92.0,68.0,38.0,30.0,5.0,6.0,2.0,0.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,6.0,0.5588235294117647,0.4411764705882353,0.029411764705882353,0.16666666666666666,away,126.0,172.0,11.0,2.0,18.0,4.0,8.0,0.0,0.0,6.0,0.047619047619047616,0.18181818181818182,-10.0,-0.05882352941176472,0.05882352941176472,2.0
2017_2017-10-12_eagles_at_panthers,2017,Week 6,2017-10-12,2017-10-12,regular,6.0,Eagles,Panthers,Panthers,100.0,82.0,57.0,25.0,2.0,3.0,3.0,4.0,7.0,0.0,2.0,7.0,1.0,0.0,3.0,2.0,7.0,0.6951219512195121,0.3048780487804878,0.06097560975609756,0.14285714285714285,home,Eagles,83.0,62.0,33.0,29.0,3.0,6.0,2.0,1.0,5.0,0.0,3.0,7.0,1.0,0.0,3.0,4.0,7.0,0.532258064516129,0.46774193548387094,0.11290322580645161,0.14285714285714285,away,144.0,183.0,14.0,5.0,12.0,5.0,14.0,0.0,6.0,6.0,0.08333333333333333,0.14285714285714285,20.0,0.16286388670338314,-0.16286388670338314,3.0
2017_2017-10-15_49ers_at_redskins,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,49ers,Redskins,,,,,,,,,,,,,,,,,,,,,,,,49ers,99.0,71.0,52.0,19.0,4.0,6.0,2.0,2.0,6.0,0.0,4.0,7.0,1.0,0.0,3.0,4.0,6.0,0.7323943661971831,0.2676056338028169,0.09859154929577464,0.16666666666666666,away,71.0,99.0,6.0,2.0,6.0,4.0,7.0,0.0,3.0,4.0,0.09859154929577464,0.16666666666666666,-71.0,-0.7323943661971831,-0.2676056338028169,-2.0
2017_2017-10-15_bears_at_ravens,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Bears,Ravens,Ravens,95.0,72.0,47.0,26.0,3.0,7.0,3.0,3.0,6.0,0.0,3.0,6.0,1.0,0.0,0.0,4.0,8.0,0.6527777777777778,0.3611111111111111,0.05555555555555555,0.125,home,Bears,104.0,80.0,24.0,56.0,4.0,8.0,2.0,2.0,7.0,0.0,3.0,7.0,1.0,0.0,0.0,5.0,8.0,0.3,0.7,0.0625,0.125,away,152.0,199.0,16.0,5.0,13.0,6.0,13.0,0.0,0.0,9.0,0.05921052631578947,0.125,-8.0,0.3527777777777778,-0.33888888888888885,1.0
2017_2017-10-15_browns_at_texans,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Browns,Texans,Texans,86.0,65.0,32.0,33.0,1.0,7.0,1.0,1.0,8.0,0.0,4.0,7.0,1.0,0.0,3.0,2.0,9.0,0.49230769230769234,0.5076923076923077,0.07692307692307693,0.1111111111111111,home,Browns,86.0,66.0,44.0,22.0,4.0,7.0,1.0,3.0,9.0,0.0,2.0,4.0,1.0,0.0,2.0,6.0,8.0,0.6666666666666666,0.3333333333333333,0.12121212121212122,0.125,away,131.0,172.0,17.0,4.0,17.0,6.0,11.0,0.0,5.0,8.0,0.09923664122137404,0.11764705882352941,-1.0,-0.1743589743589743,0.17435897435897435,-2.0
2017_2017-10-15_buccaneers_at_cardinals,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Buccaneers,Cardinals,Cardinals,82.0,64.0,28.0,36.0,2.0,2.0,1.0,2.0,11.0,0.0,6.0,12.0,1.0,0.0,5.0,5.0,8.0,0.4375,0.5625,0.15625,0.125,home,Buccaneers,89.0,69.0,47.0,22.0,2.0,4.0,0.0,2.0,7.0,0.0,4.0,5.0,1.0,0.0,5.0,2.0,7.0,0.6811594202898551,0.3188405797101449,0.10144927536231885,0.14285714285714285,away,133.0,171.0,15.0,4.0,18.0,10.0,17.0,0.0,10.0,7.0,0.12781954887218044,0.13333333333333333,-5.0,-0.2436594202898551,0.2436594202898551,0.0
2017_2017-10-15_chargers_at_raiders,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Chargers,Raiders,Raiders,73.0,57.0,35.0,22.0,1.0,4.0,1.0,2.0,8.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,5.0,0.6140350877192983,0.38596491228070173,0.03508771929824561,0.2,home,Chargers,83.0,65.0,37.0,28.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,5.0,1.0,0.0,3.0,2.0,6.0,0.5692307692307692,0.4307692307692308,0.07692307692307693,0.16666666666666666,away,122.0,156.0,11.0,3.0,10.0,4.0,9.0,0.0,3.0,4.0,0.05737704918032787,0.18181818181818182,-8.0,0.04480431848852906,-0.04480431848852906,1.0
2017_2017-10-15_dolphins_at_falcons,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Dolphins,Falcons,Falcons,72.0,57.0,39.0,18.0,3.0,3.0,2.0,1.0,4.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,6.0,0.6842105263157895,0.3157894736842105,0.07017543859649122,0.16666666666666666,home,Dolphins,82.0,67.0,36.0,31.0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,6.0,0.5373134328358209,0.4626865671641791,0.07462686567164178,0.16666666666666666,away,124.0,154.0,12.0,3.0,11.0,4.0,11.0,0.0,2.0,7.0,0.07258064516129033,0.16666666666666666,-10.0,0.1468970934799686,-0.1468970934799686,-1.0
2017_2017-10-15_giants_at_broncos,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Giants,Broncos,Broncos,98.0,80.0,62.0,18.0,4.0,3.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,0.0,8.0,0.0,7.0,0.775,0.225,0.1,0.14285714285714285,home,Giants,74.0,54.0,22.0,32.0,3.0,6.0,4.0,1.0,5.0,0.0,1.0,5.0,1.0,0.0,2.0,4.0,6.0,0.4074074074074074,0.5925925925925926,0.1111111111111111,0.16666666666666666,away,134.0,172.0,13.0,5.0,12.0,3.0,9.0,0.0,10.0,4.0,0.1044776119402985,0.15384615384615385,26.0,0.36759259259259264,-0.3675925925925926,3.0
2017_2017-10-15_lions_at_saints,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Lions,Saints,Saints,100.0,70.0,32.0,38.0,0.0,6.0,1.0,3.0,11.0,0.0,6.0,11.0,1.0,0.0,3.0,5.0,8.0,0.45714285714285713,0.5428571428571428,0.11428571428571428,0.125,home,Lions,102.0,81.0,62.0,19.0,5.0,5.0,2.0,5.0,10.0,0.0,6.0,10.0,1.0,0.0,3.0,1.0,9.0,0.7654320987654321,0.2345679012345679,0.04938271604938271,0.1111111111111111,away,151.0,202.0,17.0,8.0,21.0,12.0,21.0,0.0,6.0,6.0,0.07947019867549669,0.11764705882352941,-11.0,-0.3082892416225749,0.3082892416225749,-2.0
2017_2017-10-15_packers_at_vikings,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Packers,Vikings,Vikings,96.0,76.0,44.0,32.0,0.0,4.0,3.0,2.0,12.0,0.0,2.0,7.0,1.0,0.0,4.0,5.0,7.0,0.5789473684210527,0.42105263157894735,0.11842105263157894,0.14285714285714285,home,Packers,83.0,66.0,42.0,24.0,4.0,6.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,7.0,0.6363636363636364,0.36363636363636365,0.015151515151515152,0.14285714285714285,away,142.0,179.0,14.0,5.0,15.0,4.0,10.0,0.0,5.0,5.0,0.07042253521126761,0.14285714285714285,10.0,-0.0574162679425837,0.0574162679425837,-1.0
2017_2017-10-15_patriots_at_jets,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Patriots,Jets,Jets,95.0,76.0,52.0,24.0,4.0,4.0,1.0,3.0,3.0,0.0,3.0,5.0,1.0,0.0,4.0,2.0,9.0,0.6842105263157895,0.3157894736842105,0.07894736842105263,0.1111111111111111,home,Patriots,83.0,68.0,42.0,26.0,0.0,4.0,2.0,2.0,9.0,0.0,3.0,7.0,1.0,0.0,4.0,2.0,9.0,0.6176470588235294,0.38235294117647056,0.08823529411764706,0.1111111111111111,away,144.0,178.0,18.0,5.0,12.0,6.0,12.0,0.0,8.0,4.0,0.08333333333333333,0.1111111111111111,8.0,0.06656346749226005,-0.06656346749226005,1.0
2017_2017-10-15_rams_at_jaguars,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Rams,Jaguars,Jaguars,91.0,67.0,41.0,26.0,5.0,8.0,3.0,1.0,7.0,0.0,3.0,6.0,1.0,0.0,4.0,4.0,8.0,0.6119402985074627,0.3880597014925373,0.11940298507462686,0.125,home,Rams,79.0,57.0,24.0,33.0,3.0,7.0,2.0,1.0,3.0,0.0,2.0,6.0,1.0,0.0,2.0,2.0,8.0,0.42105263157894735,0.5789473684210527,0.07017543859649122,0.125,away,124.0,170.0,16.0,2.0,10.0,5.0,12.0,0.0,6.0,6.0,0.0967741935483871,0.125,10.0,0.19088766692851533,-0.19088766692851533,0.0
2017_2017-10-15_steelers_at_chiefs,2017,Week 6,2017-10-15,2017-10-15,regular,6.0,Steelers,Chiefs,Chiefs,71.0,54.0,39.0,15.0,3.0,4.0,2.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,7.0,0.7222222222222222,0.2777777777777778,0.05555555555555555,0.14285714285714285,home,Steelers,78.0,63.0,27.0,36.0,1.0,5.0,1.0,1.0,5.0,0.0,2.0,5.0,1.0,0.0,4.0,8.0,7.0,0.42857142857142855,0.5714285714285714,0.19047619047619047,0.14285714285714285,away,117.0,149.0,14.0,1.0,11.0,3.0,9.0,0.0,7.0,8.0,0.1282051282051282,0.14285714285714285,-9.0,0.29365079365079366,-0.2936507936507936,-1.0
2017_2017-10-16_colts_at_titans,2017,Week 6,2017-10-16,2017-10-16,regular,6.0,Colts,Titans,Titans,89.0,69.0,36.0,33.0,2.0,1.0,5.0,1.0,5.0,0.0,4.0,12.0,1.0,0.0,4.0,0.0,6.0,0.5217391304347826,0.4782608695652174,0.057971014492753624,0.16666666666666666,home,Colts,76.0,58.0,39.0,19.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,5.0,1.0,0.0,1.0,3.0,6.0,0.6724137931034483,0.3275862068965517,0.06896551724137931,0.16666666666666666,away,127.0,165.0,12.0,2.0,10.0,5.0,17.0,0.0,5.0,3.0,0.06299212598425197,0.16666666666666666,11.0,-0.1506746626686657,0.1506746626686657,0.0
2017_2017-10-19_chiefs_at_raiders,2017,Week 7,2017-10-19,2017-10-19,regular,7.0,Chiefs,Raiders,Raiders,110.0,86.0,63.0,23.0,2.0,3.0,3.0,0.0,12.0,0.0,6.0,9.0,1.0,0.0,5.0,4.0,6.0,0.7325581395348837,0.26744186046511625,0.10465116279069768,0.16666666666666666,home,Chiefs,73.0,58.0,35.0,23.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,9.0,1.0,0.0,2.0,1.0,5.0,0.603448275862069,0.39655172413793105,0.05172413793103448,0.2,away,144.0,183.0,11.0,0.0,16.0,9.0,18.0,0.0,7.0,5.0,0.08333333333333333,0.18181818181818182,28.0,0.12910986367281474,-0.1291098636728148,0.0
2017_2017-10-22_bengals_at_steelers,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Bengals,Steelers,Steelers,89.0,67.0,25.0,42.0,0.0,2.0,5.0,0.0,5.0,1.0,2.0,9.0,1.0,0.0,5.0,4.0,6.0,0.373134328358209,0.6268656716417911,0.13432835820895522,0.16666666666666666,home,Bengals,68.0,51.0,34.0,17.0,4.0,5.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,7.0,0.6666666666666666,0.3333333333333333,0.058823529411764705,0.14285714285714285,away,118.0,157.0,13.0,2.0,6.0,4.0,13.0,0.0,6.0,6.0,0.1016949152542373,0.15384615384615385,16.0,-0.29353233830845765,0.29353233830845776,-2.0
2017_2017-10-22_broncos_at_chargers,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Broncos,Chargers,Chargers,80.0,57.0,31.0,26.0,3.0,8.0,0.0,0.0,13.0,0.0,2.0,4.0,1.0,0.0,1.0,4.0,8.0,0.543859649122807,0.45614035087719296,0.08771929824561403,0.125,home,Broncos,80.0,64.0,44.0,20.0,6.0,7.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.6875,0.3125,0.015625,0.0,away,121.0,160.0,15.0,3.0,19.0,3.0,5.0,0.0,1.0,5.0,0.049586776859504134,0.06666666666666667,-7.0,-0.14364035087719296,0.14364035087719296,-3.0
2017_2017-10-22_buccaneers_at_bills,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Buccaneers,Bills,Bills,92.0,68.0,35.0,33.0,1.0,2.0,4.0,1.0,5.0,0.0,3.0,9.0,1.0,0.0,5.0,6.0,5.0,0.5147058823529411,0.4852941176470588,0.16176470588235295,0.2,home,Buccaneers,90.0,72.0,46.0,26.0,1.0,2.0,2.0,4.0,5.0,0.0,3.0,8.0,1.0,0.0,4.0,2.0,6.0,0.6388888888888888,0.3611111111111111,0.08333333333333333,0.16666666666666666,away,140.0,182.0,11.0,5.0,10.0,6.0,17.0,0.0,9.0,8.0,0.12142857142857143,0.18181818181818182,-4.0,-0.12418300653594772,0.12418300653594772,-3.0
2017_2017-10-22_cardinals_at_rams,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Cardinals,Rams,Rams,99.0,78.0,39.0,39.0,1.0,2.0,4.0,1.0,11.0,0.0,3.0,10.0,1.0,0.0,1.0,7.0,7.0,0.5,0.5,0.10256410256410256,0.14285714285714285,home,Cardinals,67.0,50.0,37.0,13.0,3.0,6.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.74,0.26,0.06,0.0,away,128.0,166.0,13.0,3.0,19.0,3.0,10.0,0.0,4.0,7.0,0.0859375,0.07692307692307693,28.0,-0.24,0.24,-1.0
2017_2017-10-22_cowboys_at_49ers,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Cowboys,49ers,49ers,81.0,66.0,44.0,22.0,5.0,4.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,6.0,0.6666666666666666,0.3333333333333333,0.09090909090909091,0.16666666666666666,home,Cowboys,91.0,75.0,32.0,43.0,0.0,2.0,0.0,1.0,7.0,0.0,6.0,10.0,1.0,0.0,2.0,8.0,6.0,0.4266666666666667,0.5733333333333334,0.13333333333333333,0.16666666666666666,away,141.0,172.0,12.0,4.0,10.0,7.0,13.0,0.0,3.0,13.0,0.11347517730496454,0.16666666666666666,-9.0,0.23999999999999994,-0.24000000000000005,2.0
2017_2017-10-22_falcons_at_patriots,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Falcons,Patriots,Patriots,94.0,73.0,34.0,39.0,2.0,2.0,3.0,1.0,12.0,0.0,2.0,7.0,1.0,0.0,4.0,3.0,5.0,0.4657534246575342,0.5342465753424658,0.0958904109589041,0.2,home,Falcons,71.0,56.0,34.0,22.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,5.0,0.6071428571428571,0.39285714285714285,0.10714285714285714,0.2,away,129.0,165.0,10.0,1.0,15.0,3.0,9.0,0.0,5.0,8.0,0.10077519379844961,0.2,17.0,-0.14138943248532287,0.14138943248532293,1.0
2017_2017-10-22_jaguars_at_colts,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Jaguars,Colts,Colts,84.0,67.0,47.0,20.0,10.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.7014925373134329,0.29850746268656714,0.07462686567164178,0.0,home,Jaguars,79.0,66.0,29.0,37.0,1.0,2.0,2.0,3.0,7.0,0.0,4.0,8.0,1.0,0.0,6.0,5.0,7.0,0.4393939393939394,0.5606060606060606,0.16666666666666666,0.14285714285714285,away,133.0,163.0,14.0,3.0,11.0,4.0,8.0,0.0,8.0,8.0,0.12030075187969924,0.07142857142857142,1.0,0.26209859791949347,-0.2620985979194934,-3.0
2017_2017-10-22_jets_at_dolphins,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Jets,Dolphins,Dolphins,99.0,72.0,46.0,26.0,4.0,6.0,1.0,2.0,12.0,0.0,5.0,9.0,1.0,0.0,7.0,2.0,7.0,0.6388888888888888,0.3611111111111111,0.125,0.14285714285714285,home,Jets,76.0,56.0,31.0,25.0,3.0,7.0,0.0,3.0,11.0,0.0,4.0,8.0,1.0,0.0,3.0,3.0,8.0,0.5535714285714286,0.44642857142857145,0.10714285714285714,0.125,away,128.0,175.0,15.0,5.0,23.0,9.0,17.0,0.0,10.0,5.0,0.1171875,0.13333333333333333,16.0,0.08531746031746024,-0.08531746031746035,-1.0
2017_2017-10-22_panthers_at_bears,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Panthers,Bears,Bears,54.0,38.0,12.0,26.0,4.0,6.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,6.0,0.3157894736842105,0.6842105263157895,0.07894736842105263,0.16666666666666666,home,Panthers,85.0,71.0,42.0,29.0,6.0,5.0,1.0,2.0,5.0,0.0,2.0,3.0,1.0,0.0,4.0,4.0,6.0,0.5915492957746479,0.4084507042253521,0.11267605633802817,0.16666666666666666,away,109.0,139.0,12.0,2.0,10.0,3.0,4.0,0.0,6.0,5.0,0.10091743119266056,0.16666666666666666,-33.0,-0.27575982209043737,0.27575982209043737,-2.0
2017_2017-10-22_ravens_at_vikings,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Ravens,Vikings,Vikings,84.0,66.0,33.0,33.0,0.0,2.0,6.0,1.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,5.0,0.5,0.5,0.030303030303030304,0.2,home,Ravens,90.0,65.0,45.0,20.0,5.0,6.0,3.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,3.0,1.0,6.0,0.6923076923076923,0.3076923076923077,0.06153846153846154,0.16666666666666666,away,131.0,174.0,11.0,1.0,8.0,2.0,12.0,0.0,4.0,2.0,0.04580152671755725,0.18181818181818182,1.0,-0.1923076923076923,0.1923076923076923,1.0
2017_2017-10-22_saints_at_packers,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Saints,Packers,Packers,74.0,54.0,31.0,23.0,1.0,5.0,2.0,2.0,12.0,0.0,2.0,5.0,1.0,0.0,2.0,3.0,6.0,0.5740740740740741,0.42592592592592593,0.09259259259259259,0.16666666666666666,home,Saints,94.0,75.0,39.0,36.0,1.0,2.0,2.0,2.0,5.0,0.0,3.0,7.0,1.0,0.0,5.0,3.0,7.0,0.52,0.48,0.10666666666666667,0.14285714285714285,away,129.0,168.0,13.0,4.0,17.0,5.0,12.0,0.0,7.0,6.0,0.10077519379844961,0.15384615384615385,-21.0,0.05407407407407405,-0.05407407407407405,0.0
2017_2017-10-22_seahawks_at_giants,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Seahawks,Giants,Giants,78.0,59.0,42.0,17.0,1.0,7.0,1.0,1.0,10.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,8.0,0.711864406779661,0.288135593220339,0.06779661016949153,0.125,home,Seahawks,95.0,74.0,44.0,30.0,1.0,5.0,1.0,1.0,11.0,0.0,4.0,7.0,1.0,0.0,4.0,2.0,8.0,0.5945945945945946,0.40540540540540543,0.08108108108108109,0.125,away,133.0,173.0,16.0,2.0,21.0,5.0,9.0,0.0,5.0,5.0,0.07518796992481203,0.125,-15.0,0.11726981218506638,-0.11726981218506644,0.0
2017_2017-10-22_titans_at_browns,2017,Week 7,2017-10-22,2017-10-22,regular,7.0,Titans,Browns,Browns,89.0,72.0,45.0,27.0,2.0,4.0,3.0,3.0,9.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,7.0,0.625,0.375,0.041666666666666664,0.14285714285714285,home,Titans,90.0,72.0,37.0,35.0,2.0,4.0,5.0,1.0,9.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,7.0,0.5138888888888888,0.4861111111111111,0.027777777777777776,0.14285714285714285,away,144.0,179.0,14.0,4.0,18.0,0.0,7.0,0.0,3.0,2.0,0.034722222222222224,0.14285714285714285,0.0,0.11111111111111116,-0.1111111111111111,2.0
2017_2017-10-23_redskins_at_eagles,2017,Week 7,2017-10-23,2017-10-23,regular,7.0,Redskins,Eagles,Eagles,88.0,64.0,31.0,33.0,3.0,3.0,3.0,2.0,11.0,0.0,4.0,10.0,1.0,0.0,3.0,6.0,6.0,0.484375,0.515625,0.140625,0.16666666666666666,home,,,,,,,,,,,,,,,,,,,,,,,,64.0,88.0,6.0,2.0,11.0,4.0,10.0,0.0,3.0,6.0,0.140625,0.16666666666666666,64.0,0.484375,0.515625,2.0
2017_2017-10-26_dolphins_at_ravens,2017,Week 8,2017-10-26,2017-10-26,regular,8.0,Dolphins,Ravens,Ravens,82.0,62.0,23.0,39.0,0.0,5.0,3.0,0.0,7.0,0.0,3.0,8.0,1.0,0.0,1.0,7.0,7.0,0.3709677419354839,0.6290322580645161,0.12903225806451613,0.14285714285714285,home,Dolphins,87.0,66.0,47.0,19.0,3.0,8.0,1.0,2.0,6.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,8.0,0.7121212121212122,0.2878787878787879,0.07575757575757576,0.125,away,128.0,169.0,15.0,2.0,13.0,5.0,10.0,0.0,3.0,10.0,0.1015625,0.13333333333333333,-4.0,-0.3411534701857283,0.3411534701857282,-2.0
2017_2017-10-29_49ers_at_eagles,2017,Week 8,2017-10-29,2017-10-29,regular,8.0,49ers,Eagles,Eagles,85.0,67.0,37.0,30.0,4.0,6.0,2.0,1.0,9.0,0.0,3.0,6.0,1.0,0.0,2.0,4.0,7.0,0.5522388059701493,0.44776119402985076,0.08955223880597014,0.14285714285714285,home,49ers,91.0,66.0,42.0,24.0,5.0,8.0,2.0,2.0,3.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,8.0,0.6363636363636364,0.36363636363636365,0.06060606060606061,0.125,away,133.0,176.0,15.0,3.0,12.0,5.0,10.0,0.0,4.0,6.0,0.07518796992481203,0.13333333333333333,1.0,-0.08412483039348706,0.08412483039348712,-1.0
