edge_threshold,bets,profit_units,roi,win_rate,avg_edge,avg_model_prob_raw,avg_model_prob_adj,avg_implied_prob,avg_odds
0.0,443,15.869210118401737,0.035822144736798504,0.5349887133182845,0.044671025204800645,0.5848312450531056,0.5550505615832385,0.5103795363784379,3.874717832957111
0.02,327,1.0426617432544774,0.003188568022184946,0.5290519877675841,0.057362154757661134,0.6065763743593047,0.5683349378541972,0.5109727830965362,9.025993883792049
0.03,281,2.028655944098869,0.007219416171170352,0.5409252669039146,0.06261314271229665,0.6175325687812712,0.5757904736397401,0.5131773309274433,10.097864768683275
0.05,169,14.010248388909957,0.08290087804088732,0.5976331360946746,0.07734489916080577,0.6500907436900768,0.5985274775828731,0.5211825784220673,11.662721893491124
0.08,65,-7.518486057448862,-0.11566901626844403,0.5230769230769231,0.09911032780823052,0.6810136141321985,0.6149400622600447,0.5158297344518142,26.623076923076923
0.1,22,1.171391663419849,0.053245075609993135,0.5909090909090909,0.12098601105423197,0.7048259040134948,0.6241685633106733,0.5031825522564414,18.954545454545453
