bets,wins,profit_units,avg_model_prob,avg_implied_prob,avg_odds,win_rate,roi,calibration_gap
55,27,-9.920777079392453,0.7307805629275197,0.5918059077657415,-110.5,0.4909090909090909,-0.18037776507986278,-0.2398714720184288
