season,shrink_factor,edge_threshold,bets,profit_units,roi,win_rate,avg_raw_model_prob,avg_model_prob,avg_implied_prob,avg_edge,avg_odds,max_possible_profit_if_all_won
2024,0.92,0.03,25,14.628734833627396,0.5851493933450959,0.88,0.655258592662201,0.6428379052492249,0.554718650167437,0.08811925508178789,-101.7,17.628734833627394
2024,0.92,0.04,22,12.32104252593509,0.560047387542504,0.8636363636363636,0.6617944107855257,0.6488508579226838,0.5532870036487674,0.09556385427391642,-97.8409090909091,15.32104252593509
2024,0.92,0.05,22,12.32104252593509,0.560047387542504,0.8636363636363636,0.6617944107855257,0.6488508579226838,0.5532870036487674,0.09556385427391642,-97.8409090909091,15.32104252593509
2024,0.92,0.06,15,6.7463191831562535,0.4497546122104169,0.8,0.6790415391487803,0.6647182160168781,0.5513406256217194,0.11337759039515859,-84.46666666666667,9.746319183156253
2024,0.92,0.07,13,5.275178243558938,0.40578294181222596,0.7692307692307693,0.6823950916762163,0.667803484342119,0.5473969426517727,0.12040654169034609,-76.38461538461539,8.275178243558937
2024,0.92,0.08,11,3.6602954840472774,0.33275413491338884,0.7272727272727273,0.6896011907105849,0.6744330954537383,0.5461440682562005,0.12828902719753774,-67.54545454545455,6.6602954840472774
2025,0.92,0.03,25,-4.8614824980714815,-0.19445929992285926,0.44,0.644754549914059,0.6331741859209344,0.554044790281017,0.07912939563991722,-93.74,9.138517501928519
2025,0.92,0.04,23,-4.661482498071481,-0.2026731520900644,0.43478260869565216,0.6478579713454651,0.636029333637828,0.5529350056408658,0.08309432799696209,-90.5,8.338517501928518
2025,0.92,0.05,15,-0.24273249807148156,-0.01618216653809877,0.5333333333333333,0.6530009229217529,0.6407608490880126,0.5381659383003822,0.10259491078763044,-64.7,6.757267501928519
2025,0.92,0.06,15,-0.24273249807148156,-0.01618216653809877,0.5333333333333333,0.6530009229217529,0.6407608490880126,0.5381659383003822,0.10259491078763044,-64.7,6.757267501928519
2025,0.92,0.07,13,-1.8661091214481047,-0.14354685549600804,0.46153846153846156,0.6567935614318472,0.6442500765172994,0.5357958628740673,0.10845421364323211,-55.42307692307692,5.133890878551895
2025,0.92,0.08,11,-1.7135667485667487,-0.15577879532424987,0.45454545454545453,0.6645465898666754,0.6513828626773415,0.5368028222238528,0.11458004045348856,-44.95454545454545,4.286433251433252
all,0.95,0.03,51,10.45218384240523,0.20494478122363197,0.6666666666666666,0.6496167093530157,0.642135873885365,0.5551486656111903,0.08698720827417476,-98.66666666666667,27.452183842405226
all,0.95,0.04,47,9.228790797094376,0.19635725100200802,0.6595744680851063,0.6526336990973086,0.6450020141424433,0.5534168544015469,0.09158515974089652,-95.51063829787235,25.228790797094376
all,0.95,0.05,42,7.078310027863607,0.16853119113960968,0.6428571428571429,0.6568082510078044,0.6489678384574141,0.5518896240649038,0.09707821439251031,-91.30952380952381,22.078310027863605
all,0.95,0.06,36,11.22360917316275,0.31176692147674306,0.7222222222222222,0.6598065427880576,0.6518162156486548,0.5473786846629493,0.10443753098570557,-83.5,21.223609173162753
all,0.95,0.07,29,5.789300970799058,0.1996310679585882,0.6551724137931034,0.6663633105570369,0.658045145029185,0.5434229353620066,0.1146222096671785,-72.32758620689656,15.789300970799056
all,0.95,0.08,24,1.6766557427797988,0.06986065594915829,0.5833333333333334,0.6738579614429274,0.6651650633707811,0.5420710681767215,0.12309399519405963,-61.770833333333336,11.6766557427798
2024,0.95,0.03,25,14.628734833627396,0.5851493933450959,0.88,0.655258592662201,0.6474956630290909,0.554718650167437,0.09277701286165387,-101.7,17.628734833627394
2024,0.95,0.04,23,13.090273295165858,0.5691423171811243,0.8695652173913043,0.6596694196369163,0.6516859486550705,0.5538057161555316,0.0978802324995388,-99.23913043478261,16.090273295165858
2024,0.95,0.05,22,12.32104252593509,0.560047387542504,0.8636363636363636,0.6617944107855257,0.6537046902462494,0.5532870036487674,0.1004176865974822,-97.8409090909091,15.32104252593509
2024,0.95,0.06,21,11.466341671234234,0.5460162700587731,0.8571428571428571,0.6646676998354182,0.6564343148436472,0.5539592177790684,0.10247509706457884,-96.92857142857143,14.466341671234234
2024,0.95,0.07,15,6.7463191831562535,0.4497546122104169,0.8,0.6790415391487803,0.6700894621913414,0.5513406256217194,0.118748836569622,-84.46666666666667,9.746319183156253
2024,0.95,0.08,12,4.390222491346548,0.365851874278879,0.75,0.6879644266149807,0.6785662052842317,0.5488036518790136,0.12976255340521808,-73.33333333333333,7.390222491346548
2025,0.95,0.03,26,-4.176550991222166,-0.16063657658546793,0.46153846153846156,0.6441918215557224,0.6369822304779362,0.5555621419994146,0.08142008847852175,-95.75,9.823449008777835
2025,0.95,0.04,24,-3.861482498071481,-0.16089510408631172,0.4583333333333333,0.6458911335801848,0.6385965769011755,0.5530441952206445,0.08555238168053103,-91.9375,9.138517501928519
2025,0.95,0.05,20,-5.242732498071481,-0.26213662490357403,0.4,0.6513234752523107,0.6437573014896951,0.550352506522654,0.09340479496704124,-84.125,6.757267501928519
