game_id,Season,Week,game_date,home_team_bet,away_team_bet,selected_team,profit,actual_win,model_prob,edge,closing_odds,implied_prob,books_used,selected_team_full,open_prob,mid_prob,close_prob,open_price,mid_price,close_price,mid_diff_seconds,match_rows,mid_diff_hours,mid_valid_24h,mid_valid_36h,mid_valid_48h,model_edge_vs_open,model_edge_vs_mid,model_edge_vs_close,true_moneyline,open_to_mid_prob_move,mid_to_close_prob_move,open_to_close_prob_move,edge_rank,hit
2025_10_Browns_Jets,2025,10,2025-11-09,Jets,Browns,Jets,1.1,1,0.5881864456783036,0.1119959694878274,110.0,0.4761904761904761,11,New York Jets,0.5712893276876928,0.453644020935201,0.4748157511206553,-130.0,120.0,110.0,7463.0,11,2.0730555555555554,True,True,True,0.016897117990610777,0.13454242474310257,0.11337069455764825,-142.82833566445217,-0.1176453067524918,0.02117173018545432,-0.09647357656703748,1.0,1
2025_10_Jaguars_Texans,2025,10,2025-11-09,Texans,Jaguars,Texans,0.9090909090909092,1,0.6005966203083496,0.0767870964988257,-110.0,0.5238095238095238,11,Houston Texans,0.5945181521869843,0.5510905593444538,0.525222974136759,-142.0,-122.0,-110.0,7463.0,11,2.0730555555555554,True,True,True,0.006078468121365255,0.04950606096389576,0.07537364617159059,-150.3734447044553,-0.043427592842530505,-0.025867585207694832,-0.06929517805022534,3.0,1
2025_10_Steelers_Chargers,2025,10,2025-11-09,Chargers,Steelers,Chargers,0.6666666666666666,1,0.6956723275675689,0.0956723275675689,-150.0,0.6,11,Los Angeles Chargers,,,,,,,,0,,False,False,False,,,,-228.59318773320783,,,,2.0,1
2025_11_Buccaneers_Bills,2025,11,2025-11-16,Bills,Buccaneers,Bills,0.3508771929824561,1,0.8405148025735274,0.1002550623137871,-285.0,0.7402597402597403,11,Buffalo Bills,0.7207377503726602,0.725173126412431,0.7402521427514867,-260.0,-260.0,-285.0,7463.0,11,2.0730555555555554,True,True,True,0.1197770522008672,0.11534167616109636,0.10026265982204075,-527.0174386942898,0.004435376039770844,0.015079016339055618,0.01951439237882646,2.0,1
2025_11_Chiefs_Broncos,2025,11,2025-11-16,Broncos,Chiefs,Chiefs,-1.0,0,0.7716950343916684,0.0793873420839761,-225.0,0.6923076923076923,11,Kansas City Chiefs,0.6413474125333688,0.6700805969915385,0.6947070638920064,-200.0,-200.0,-225.0,19763.0,11,5.489722222222222,True,True,True,0.13034762185829962,0.10161443740012988,0.076987970499662,-338.0106220359435,0.028733184458169747,0.02462646690046788,0.05335965135863763,3.0,0
2025_11_Cowboys_Raiders,2025,11,2025-11-17,Raiders,Cowboys,Cowboys,0.5263157894736842,1,0.7658684990803917,0.1106960852872882,-190.0,0.6551724137931034,11,Dallas Cowboys,,,,,,,,0,,False,False,False,,,,-327.1104042267944,,,,1.0,1
2025_12_Bills_Texans,2025,12,2025-11-20,Texans,Bills,Bills,-1.0,0,0.7884967751795724,0.0587670454498426,-270.0,0.7297297297297297,11,Buffalo Bills,,,,,,,,0,,False,False,False,,,,-372.80602971847316,,,,3.0,0
2025_12_Colts_Chiefs,2025,12,2025-11-23,Chiefs,Colts,Chiefs,-1.0,0,0.7710395283335872,0.1158671145404838,-190.0,0.6551724137931034,11,Kansas City Chiefs,0.6854310425105089,0.6416751267542418,0.6568019911471678,-180.0,-179.0,-190.0,7462.0,11,2.0727777777777776,True,True,True,0.08560848582307834,0.12936440157934548,0.11423753718641949,-336.75661249377765,-0.04375591575626714,0.015126864392925987,-0.02862905136334115,2.0,0
2025_12_Eagles_Cowboys,2025,12,2025-11-23,Cowboys,Eagles,Eagles,-1.0,0,0.7804389909225207,0.1621183802354977,-162.0,0.6183206106870229,11,Philadelphia Eagles,0.6699543903671298,0.6391207503427505,0.6203255686701545,-215.0,-175.0,-162.0,19762.0,11,5.489444444444445,True,True,True,0.11048460055539089,0.14131824057977016,0.16011342225236613,-355.4542740542411,-0.030833640024379272,-0.018795181672595973,-0.049628821696975245,1.0,0
2025_13_Bills_Steelers,2025,13,2025-11-30,Steelers,Bills,Bills,-1.0,0,0.761052074373078,0.1314224447434483,-170.0,0.6296296296296297,11,Buffalo Bills,0.6801968672728779,0.6664991165165637,0.630301227721387,-210.0,-200.0,-170.0,19763.0,11,5.489722222222222,True,True,True,0.08085520710020011,0.0945529578565143,0.130750846651691,-318.50122673227804,-0.013697750756314186,-0.036197888795176714,-0.0498956395514909,1.0,0
2025_13_Chiefs_Cowboys,2025,13,2025-11-27,Cowboys,Chiefs,Chiefs,-1.0,0,0.7617819691407877,0.1126591621232437,-185.0,0.6491228070175439,11,Kansas City Chiefs,0.6638058910786184,0.6534334515008239,0.6485008216619715,-186.0,-186.0,-185.0,41096.09090909091,11,11.41558080808081,True,True,True,0.09797607806216924,0.10834851763996378,0.11328114747881612,-319.7835052171191,-0.010372439577794546,-0.004932629838852343,-0.015305069416646888,2.0,0
2025_13_Texans_Colts,2025,13,2025-11-30,Colts,Texans,Colts,-1.0,0,0.7288121499410146,0.1104915392539916,-162.0,0.6183206106870229,11,Indianapolis Colts,0.6317517660237234,0.6885807112453276,0.6204112616358464,-190.0,-225.0,-162.0,7463.0,11,2.0730555555555554,True,True,True,0.09706038391729122,0.040231438695687016,0.10840088830516825,-268.74808358209725,0.0568289452216042,-0.06816944960948124,-0.011340504387877037,3.0,0
2025_14_Dolphins_Jets,2025,14,2025-12-07,Jets,Dolphins,Dolphins,-1.0,0,0.7368515545174992,0.1450148198236216,-145.0,0.5918367346938775,11,Miami Dolphins,0.5933939231328146,0.6024687666984756,0.5924890812027788,-148.0,-150.0,-145.0,7463.0,11,2.0730555555555554,True,True,True,0.1434576313846846,0.13438278781902357,0.1443624733147204,-280.0136452132298,0.009074843565661017,-0.009979685495696833,-0.0009048419300358157,2.0,0
2025_14_Eagles_Chargers,2025,14,2025-12-08,Chargers,Eagles,Eagles,-1.0,0,0.7539176599401425,0.1776464734994645,-136.0,0.576271186440678,11,Philadelphia Eagles,,,,,,,,0,,False,False,False,,,,-306.3680472791173,,,,1.0,0
2025_14_Texans_Chiefs,2025,14,2025-12-07,Chiefs,Texans,Chiefs,-1.0,0,0.8179610773508919,0.1405417225121822,-210.0,0.6774193548387096,11,Kansas City Chiefs,,,,,,,,0,,False,False,False,,,,-449.33306869079036,,,,3.0,0
2025_15_Bills_Patriots,2025,15,2025-12-14,Patriots,Bills,Patriots,-1.0,0,0.579737589252126,0.1146213101823586,115.0,0.4651162790697674,11,New England Patriots,0.49565610584228387,0.511164505656637,0.46747820241363347,-110.0,-105.0,115.0,57017.27272727273,11,15.838131313131314,True,True,True,0.08408148340984217,0.06857308359548908,0.11225938683849257,-137.9465720525563,0.015508399814353091,-0.04368630324300349,-0.028177903428650397,2.0,0
2025_15_Dolphins_Steelers,2025,15,2025-12-15,Steelers,Dolphins,Steelers,-1.0,0,0.7242222096838158,0.0865410502635259,-176.0,0.6376811594202898,11,Pittsburgh Steelers,,,,,,,,0,,False,False,False,,,,-262.6107812574327,,,,3.0,0
2025_15_Falcons_Buccaneers,2025,15,2025-12-11,Buccaneers,Falcons,Buccaneers,-1.0,0,0.8491881035794087,0.1349023892936943,-250.0,0.7142857142857143,11,Tampa Bay Buccaneers,,,,,,,,0,,False,False,False,,,,-563.0776641195154,,,,1.0,0
2025_16_Bengals_Dolphins,2025,16,2025-12-21,Dolphins,Bengals,Dolphins,-1.0,0,0.5551756938202952,0.1820413654620862,168.0,0.373134328358209,11,Miami Dolphins,0.4962293223635559,0.3663793706824455,0.36967720839218043,100.0,180.0,168.0,13959.727272727272,11,3.87770202020202,True,True,True,0.05894637145673931,0.18879632313784966,0.18549848542811476,-124.80785921711964,-0.12984995168111035,0.0032978377097349076,-0.12655211397137545,1.0,0
2025_16_Chiefs_Titans,2025,16,2025-12-21,Titans,Chiefs,Chiefs,-1.0,0,0.7669388661241013,0.1373092364944717,-170.0,0.6296296296296297,11,Kansas City Chiefs,0.7336075462538169,0.6525434369478545,0.6320194565659805,-195.0,-190.0,-170.0,7462.0,11,2.0727777777777776,True,True,True,0.03333131987028448,0.11439542917624679,0.13491940955812087,-329.07197067550703,-0.0810641093059623,-0.020523980381874085,-0.10158808968783639,3.0,0
2025_16_Falcons_Cardinals,2025,16,2025-12-21,Cardinals,Falcons,Cardinals,-1.0,0,0.5778669123775161,0.1430843036818639,130.0,0.4347826086956521,11,Arizona Cardinals,0.5255204461286674,0.44424868678092666,0.4338330081520194,110.0,125.0,130.0,18562.0,11,5.1561111111111115,True,True,True,0.052346466248848644,0.13361822559658942,0.14403390422549667,-136.89211514599535,-0.08127175934774078,-0.010415678628907243,-0.09168743797664802,2.0,0
2025_17_Buccaneers_Dolphins,2025,17,2025-12-28,Dolphins,Buccaneers,Buccaneers,-1.0,0,0.7731778585726043,0.0672955056314278,-240.0,0.7058823529411765,11,Tampa Bay Buccaneers,0.6701611989419658,0.7161720728671165,0.7075645892535228,-240.0,-255.0,-240.0,7463.0,11,2.0730555555555554,True,True,True,0.10301665963063855,0.057005785705487866,0.06561326931908151,-340.8740671025248,0.046010873925150686,-0.008607483613593647,0.03740339031155704,2.0,0
2025_17_Saints_Titans,2025,17,2025-12-28,Titans,Saints,Saints,-1.0,0,0.6911298315028623,0.1355742759473067,-125.0,0.5555555555555556,11,New Orleans Saints,0.5594529186123547,0.6013421314340984,0.5516859277991064,-145.0,-150.0,-125.0,7463.0,11,2.0730555555555554,True,True,True,0.13167691289050765,0.08978770006876391,0.13944390370375592,-223.7606288964961,0.04188921282174374,-0.04965620363499201,-0.007766990813248276,1.0,0
2025_17_Steelers_Browns,2025,17,2025-12-28,Browns,Steelers,Steelers,-1.0,0,0.7267297093399102,0.0411951181449417,-218.0,0.6855345911949685,11,Pittsburgh Steelers,0.663855909009237,0.6368572010741527,0.6864352078961651,-210.0,-175.0,-218.0,7463.0,11,2.0730555555555554,True,True,True,0.06287380033067325,0.08987250826575754,0.040294501443745134,-265.93805992758314,-0.0269987079350843,0.04957800682201241,0.022579298886928112,3.0,0
2025_1_Chiefs_Chargers,2025,1,2025-09-05,Chargers,Chiefs,Chiefs,-1.0,0,0.75003777906089,0.1245696142668825,-167.0,0.6254681647940075,11,Kansas City Chiefs,,,,,,,,0,,False,False,False,,,,-300.06045563325216,,,,1.0,0
2025_1_Ravens_Bills,2025,1,2025-09-07,Bills,Ravens,Bills,1.0,1,0.6098480111648793,0.1098480111648793,100.0,0.5,11,Buffalo Bills,,,,,,,,0,,False,False,False,,,,-156.3103684248045,,,,3.0,1
2025_1_Steelers_Jets,2025,1,2025-09-07,Jets,Steelers,Steelers,0.6097560975609756,1,0.7421773498948766,0.1209652286827553,-164.0,0.6212121212121212,11,Pittsburgh Steelers,0.5988842853857302,0.5993457578576943,0.6099899907012576,-150.0,-150.0,-155.0,90292.5,22,25.08125,False,True,True,0.14329306450914636,0.14283159203718232,0.13218735919361901,-287.8635176514805,0.00046147247196404173,0.010644232843563306,0.011105705315527348,2.0,1
2025_2_Broncos_Colts,2025,2,2025-09-14,Colts,Broncos,Broncos,-1.0,0,0.7026161686291715,0.1571616231746261,-120.0,0.5454545454545454,11,Denver Broncos,0.5930682062285485,0.5881982145797501,0.584876844108457,-137.0,-136.0,-136.0,153081.25806451612,31,42.52257168458781,False,False,True,0.10954796240062303,0.11441795404942146,0.11773932452071456,-236.2657597726054,-0.004869991648798422,-0.003321370471293106,-0.008191362120091528,2.0,0
2025_2_Eagles_Chiefs,2025,2,2025-09-14,Chiefs,Eagles,Chiefs,-1.0,0,0.653756613317485,0.153756613317485,100.0,0.5,11,Kansas City Chiefs,0.5411390054532662,0.5204167960994083,0.5166387183817538,-121.0,-105.0,-103.5,210588.6,20,58.496833333333335,False,False,False,0.11261760786421882,0.13333981721807675,0.13711789493573123,-188.81418056280214,-0.020722209353857934,-0.003778077717654482,-0.024500287071512417,3.0,0
2025_2_Falcons_Vikings,2025,2,2025-09-14,Vikings,Falcons,Vikings,-1.0,0,0.8273624993430936,0.2047209899091313,-165.0,0.6226415094339622,11,Minnesota Vikings,0.68399620254487,0.68399620254487,0.68399620254487,-215.0,-215.0,-215.0,199521.0,10,55.4225,False,False,False,0.14336629679822355,0.14336629679822355,0.14336629679822355,-479.24842296423424,0.0,0.0,0.0,1.0,0
2025_3_Cowboys_Bears,2025,3,2025-09-21,Bears,Cowboys,Bears,1.035,1,0.6070737949152131,0.1156733035147216,103.5,0.4914004914004914,10,Chicago Bears,0.5689201738243514,0.5398720000319078,0.527662692944505,-126.5,-110.0,-1.5,187987.94444444444,18,52.21887345679012,False,False,False,0.03815362109086162,0.06720179488330524,0.07941110197070811,-154.50071465307758,-0.02904817379244362,-0.012209307087402865,-0.041257480879846486,3.0,1
2025_3_Raiders_Commanders,2025,3,2025-09-21,Commanders,Raiders,Commanders,0.6493506493506493,1,0.7295573627075667,0.1232581501091414,-154.0,0.6062992125984252,11,Washington Commanders,0.738976849201201,0.6806014156987412,0.6540373680737579,-290.0,-192.0,-155.0,201458.64705882352,17,55.96073529411765,False,False,False,-0.009419486493634333,0.04895594700882544,0.07551999463380876,-269.76417994278256,-0.05837543350245977,-0.026564047624983322,-0.0849394811274431,2.0,1
2025_3_Rams_Eagles,2025,3,2025-09-21,Eagles,Rams,Eagles,0.5050505050505051,1,0.8181683199543682,0.1537387897530259,-198.0,0.6644295302013423,11,Philadelphia Eagles,0.669934243319976,0.6663666929649023,0.6722110556266351,-200.0,-194.5,-200.0,199714.72222222222,18,55.47631172839506,False,False,False,0.14823407663439225,0.15180162698946598,0.14595726432773315,-449.95917089312707,-0.003567550355073723,0.005844362661732827,0.002276812306659104,1.0,1
2025_4_Colts_Rams,2025,4,2025-09-28,Rams,Colts,Rams,0.5263157894736842,1,0.8308895873549909,0.1757171735618874,-190.0,0.6551724137931034,11,Los Angeles Rams,0.6865545819104011,0.6644926953969552,0.6685662983592814,-220.0,-180.0,-190.0,247627.23076923078,13,68.78534188034189,False,False,False,0.14433500544458977,0.16639689195803564,0.16232328899570947,-491.3296433727982,-0.022061886513445872,0.004073602962326173,-0.0179882835511197,2.0,1
2025_4_Commanders_Falcons,2025,4,2025-09-28,Falcons,Commanders,Commanders,-1.0,0,0.6558258227741827,0.2113813783297382,125.0,0.4444444444444444,11,Washington Commanders,0.5855874657575432,0.5723547986031388,0.4773137191120299,-145.0,-125.0,120.0,236527.23076923078,13,65.70200854700855,False,False,False,0.0702383570166395,0.0834710241710439,0.17851210366215275,-190.55056020193126,-0.01323266715440441,-0.09504107949110885,-0.10827374664551326,1.0,0
2025_4_Panthers_Patriots,2025,4,2025-09-28,Patriots,Panthers,Patriots,0.4081632653061224,1,0.8625309753151983,0.1523860477789663,-245.0,0.7101449275362319,11,New England Patriots,0.70742038480012,0.7032031253373595,0.7053268845434914,-250.0,-240.0,-242.5,126316.08333333333,12,35.087800925925926,False,True,True,0.15511059051507825,0.15932784997783878,0.15720409077170694,-627.4366005671952,-0.004217259462760525,0.0021237592061318367,-0.0020935002566286887,3.0,1
2025_5_Broncos_Eagles,2025,5,2025-10-05,Eagles,Broncos,Eagles,-1.0,0,0.8353958307068257,0.1430881383991333,-225.0,0.6923076923076923,11,Philadelphia Eagles,0.7041641481008453,0.6839899297818663,0.695908302075208,-239.0,-211.0,-225.0,334114.72222222225,18,92.8096450617284,False,False,False,0.1312316826059804,0.1514059009249593,0.13948752863161762,-507.5180259978185,-0.02017421831897892,0.011918372293341695,-0.008255846025637226,2.0,0
2025_5_Chiefs_Jaguars,2025,5,2025-10-06,Jaguars,Chiefs,Chiefs,-1.0,0,0.786497047980173,0.1198303813135063,-200.0,0.6666666666666666,11,Kansas City Chiefs,0.6282384753975985,0.6282384753975985,0.6282384753975985,-175.0,-175.0,-175.0,372022.0,5,103.33944444444444,False,False,False,0.15825857258257447,0.15825857258257447,0.15825857258257447,-368.3775987823974,0.0,0.0,0.0,3.0,0
2025_5_Texans_Ravens,2025,5,2025-10-05,Ravens,Texans,Ravens,-1.0,0,0.7595494324466163,0.2944331533768489,115.0,0.4651162790697674,11,Baltimore Ravens,0.7777887897681518,0.6198995589760962,0.6002696043195932,-440.0,-0.5,113.0,310114.6666666667,18,86.14296296296297,False,False,False,-0.018239357321535477,0.13964987347052016,0.15927982812702313,-315.8858971201991,-0.15788923079205563,-0.019629954656502968,-0.1775191854485586,1.0,0
2025_6_Chargers_Dolphins,2025,6,2025-10-12,Dolphins,Chargers,Chargers,0.5,1,0.7666984334727732,0.1000317668061065,-200.0,0.6666666666666666,11,Los Angeles Chargers,0.6793329465522893,0.6646958545455881,0.6511024881810505,-220.0,-210.0,-200.0,442558.6153846154,13,122.93294871794872,False,False,False,0.08736548692048396,0.10200257892718512,0.11559594529172268,-328.6297837109885,-0.014637092006701158,-0.013593366364537562,-0.02823045837123872,3.0,1
2025_6_Cowboys_Panthers,2025,6,2025-10-12,Panthers,Cowboys,Cowboys,-1.0,0,0.7654815233511681,0.1500969079665527,-160.0,0.6153846153846154,11,Dallas Cowboys,0.6454814139724473,0.625433801116996,0.6154529127048942,-188.0,-170.0,-160.0,248717.0,12,69.08805555555556,False,False,False,0.12000010937872085,0.14004772223417217,0.15002861064627393,-326.40563519325633,-0.020047612855451313,-0.009980888412101763,-0.030028501267553076,1.0,0
2025_6_Seahawks_Jaguars,2025,6,2025-10-12,Jaguars,Seahawks,Jaguars,-1.0,0,0.6281991190091893,0.1160039970579698,-105.0,0.5121951219512195,11,Jacksonville Jaguars,0.540810871422314,0.5329978572305497,0.5155637707927666,-120.0,-115.0,-105.0,81192.15789473684,19,22.553377192982456,True,True,True,0.08738824758687536,0.09520126177863963,0.11263534821642274,-168.96117011210518,-0.007813014191764278,-0.017434086437783103,-0.02524710062954738,2.0,0
2025_7_Commanders_Cowboys,2025,7,2025-10-19,Cowboys,Commanders,Commanders,-1.0,0,0.633674550881302,0.1458696728325215,105.0,0.4878048780487805,11,Washington Commanders,0.5819652764404334,0.5750674422567774,0.5363725511224451,-138.0,-135.0,-17.5,106517.86363636363,22,29.588295454545452,False,True,True,0.05170927444086859,0.05860710862452456,0.0973019997588569,-172.9813073063282,-0.006897834183655971,-0.03869489113433233,-0.0455927253179883,3.0,0
2025_7_Eagles_Vikings,2025,7,2025-10-19,Vikings,Eagles,Eagles,0.7407407407407407,1,0.7619689845618051,0.187500899455422,-135.0,0.574468085106383,11,Philadelphia Eagles,0.5920544768330928,0.5650694084231824,0.5725977885126027,-149.0,-130.0,-134.5,47091.0,22,13.080833333333333,True,True,True,0.1699145077287123,0.19689957613862263,0.18937119604920238,-320.11331933323254,-0.02698506840991033,0.00752838008942025,-0.01945668832049008,2.0,1
2025_7_Falcons_49ers,2025,7,2025-10-19,49ers,Falcons,49ers,0.8333333333333334,1,0.7508515006187405,0.2053969551641951,-120.0,0.5454545454545454,11,San Francisco 49ers,,,,,,,,0,,False,False,False,,,,-301.3670571901579,,,,1.0,1
2025_8_Bears_Ravens,2025,8,2025-10-26,Ravens,Bears,Ravens,0.6756756756756757,1,0.7300722080990937,0.1332980145507065,-148.0,0.5967741935483871,11,Baltimore Ravens,0.7640696642982285,0.7495624101774581,0.5964213118075057,-325.0,-290.0,-148.0,3861.0,11,1.0725,True,True,True,-0.03399745619913486,-0.019490202078364383,0.133650896291588,-270.4694477577588,-0.014507254120770474,-0.15314109836995238,-0.16764835249072285,2.0,1
2025_8_Buccaneers_Saints,2025,8,2025-10-26,Saints,Buccaneers,Buccaneers,0.4761904761904761,1,0.7587192228789011,0.0812998680401915,-210.0,0.6774193548387096,11,Tampa Bay Buccaneers,0.7184992159076777,0.6948323334869622,0.678954078042788,-250.0,-225.0,-210.0,14961.0,11,4.155833333333334,True,True,True,0.04022000697122341,0.06388688939193898,0.07976514483611319,-314.4548985342914,-0.023666882420715574,-0.015878255444174205,-0.03954513786488978,3.0,1
2025_8_Packers_Steelers,2025,8,2025-10-26,Steelers,Packers,Packers,0.6451612903225806,1,0.7480250685916436,0.1401819313367417,-155.0,0.6078431372549019,11,Green Bay Packers,,,,,,,,0,,False,False,False,,,,-296.86487636318753,,,,1.0,1
2025_9_49ers_Giants,2025,9,2025-11-02,Giants,49ers,49ers,0.6896551724137931,1,0.7697164627581827,0.1778797280643052,-145.0,0.5918367346938775,11,San Francisco 49ers,0.6132486661115399,0.6004787412753355,0.5926803880011109,-150.0,-150.0,-145.0,7461.0,11,2.0725,True,True,True,0.1564677966466428,0.16923772148284721,0.17703607475707184,-334.24728140679684,-0.012769924836204427,-0.007798353274224623,-0.02056827811042905,2.0,1
2025_9_Jaguars_Raiders,2025,9,2025-11-02,Raiders,Jaguars,Jaguars,0.7142857142857143,1,0.766230191500313,0.1828968581669796,-140.0,0.5833333333333334,11,Jacksonville Jaguars,0.6062366744171187,0.6395207170483433,0.5873009929739412,-170.0,-175.0,-140.0,18561.0,11,5.155833333333334,True,True,True,0.15999351708319431,0.12670947445196967,0.1789291985263718,-327.7712363362521,0.03328404263122464,-0.05221972407440212,-0.018935681443177477,1.0,1
2025_9_Seahawks_Commanders,2025,9,2025-11-02,Commanders,Seahawks,Seahawks,0.6329113924050633,1,0.7374872176360179,0.1250841168608241,-158.0,0.6124031007751938,11,Seattle Seahawks,,,,,,,,0,,False,False,False,,,,-280.9338314861442,,,,3.0,1
