edge_threshold,bets,profit_units,roi,win_rate,avg_edge,avg_model_prob,avg_implied_prob,avg_odds
0.05,23,-4.661482498071481,-0.2026731520900644,0.43478260869565216,0.09492296570459934,0.6478579713454651,0.5529350056408658,-90.5
0.08,13,-1.8661091214481047,-0.14354685549600804,0.46153846153846156,0.12099769855777988,0.6567935614318472,0.5357958628740672,-55.42307692307692
0.09,11,-1.7135667485667487,-0.15577879532424987,0.45454545454545453,0.1277437676428226,0.6645465898666754,0.5368028222238528,-44.95454545454545
0.1,9,-3.2893243243243244,-0.3654804804804805,0.3333333333333333,0.13468892570931543,0.6659135391151884,0.531224613405873,-26.055555555555557
0.12,6,-4.324324324324325,-0.7207207207207208,0.16666666666666666,0.14511250327437794,0.6913501544912356,0.5462376512168577,-55.5
