game_id,Season,Week,game_date,away_team,home_team,side,closing_odds,model_prob_raw,model_prob_adj,implied_prob,edge_raw,edge,actual_win,profit,books_used
2025_13_Jaguars_Titans,2025,13,2025-11-30,Jaguars,Titans,away,-275.0,0.702056283203998,0.7145671032557321,0.7333333333333333,-0.03127705012933524,-0.018766230077601143,0,-1.0,11
2025_3_Jets_Buccaneers,2025,3,2025-09-21,Jets,Buccaneers,away,263.0,0.2437398974470767,0.25643677593381076,0.27548209366391185,-0.03174219621683516,-0.019045317730101097,0,-1.0,11
2024_10_Vikings_Jaguars,2024,10,2024-11-10,Vikings,Jaguars,away,-327.5,0.7341741360457079,0.7469372301654364,0.7660818713450293,-0.03190773529932134,-0.019144641179592803,1,0.3053435114503817,10
2025_12_Buccaneers_Rams,2025,12,2025-11-23,Buccaneers,Rams,home,-360.0,0.7504660636555486,0.7633231164541987,0.782608695652174,-0.03214263199662537,-0.019285579197975244,0,-1.0,11
2025_9_Cardinals_Cowboys,2025,9,2025-11-03,Cardinals,Cowboys,away,145.0,0.3758121585175154,0.38875260123295824,0.40816326530612246,-0.03235110678860703,-0.01941066407316422,1,1.45,11
2025_7_Packers_Cardinals,2025,7,2025-10-19,Packers,Cardinals,away,-375.0,0.7570907520939167,0.7700439249405606,0.7894736842105263,-0.032382932116609586,-0.019429759269965707,1,0.26666666666666666,11
2025_3_Colts_Titans,2025,3,2025-09-21,Colts,Titans,away,-240.0,0.6734699732641359,0.6864349251349522,0.7058823529411765,-0.03241237967704058,-0.019447427806224327,1,0.4166666666666667,11
2024_5_Cowboys_Steelers,2024,5,2024-10-06,Cowboys,Steelers,home,-145.0,0.5591721190691818,0.5722379653190601,0.5918367346938775,-0.03266461562469569,-0.019598769374817415,0,-1.0,10
2024_4_Vikings_Packers,2024,4,2024-09-29,Vikings,Packers,home,-144.0,0.5574015550978576,0.5705065068292063,0.5901639344262295,-0.03276237932837189,-0.019657427597023158,0,-1.0,10
2025_13_Packers_Lions,2025,13,2025-11-27,Packers,Lions,away,136.0,0.390304264516571,0.4036740841336714,0.423728813559322,-0.033424549042750995,-0.02005472942565062,0,-1.0,11
2024_6_Browns_Eagles,2024,6,2024-10-13,Browns,Eagles,home,-427.5,0.7758752289989,0.7896957535130841,0.8104265402843602,-0.034551311285460184,-0.020730786771276155,1,0.23391812865497075,10
2025_15_Ravens_Bengals,2025,15,2025-12-14,Ravens,Bengals,home,135.0,0.3909770802421642,0.4047990141027453,0.425531914893617,-0.034554834651452815,-0.0207329007908717,0,-1.0,11
2025_10_Patriots_Buccaneers,2025,10,2025-11-09,Patriots,Buccaneers,away,130.0,0.4001414029739337,0.41399788526262105,0.43478260869565216,-0.03464120572171847,-0.020784723433031116,1,1.3,11
2024_15_Cowboys_Panthers,2024,15,2024-12-15,Cowboys,Panthers,home,-146.5,0.5596042452404039,0.5734907418704087,0.5943204868154158,-0.034716241575011964,-0.02082974494500711,0,-1.0,10
2025_3_Bengals_Vikings,2025,3,2025-09-21,Bengals,Vikings,home,-164.0,0.5864150334617156,0.6003338685618779,0.6212121212121212,-0.034797087750405575,-0.020878252650243345,1,0.6097560975609756,11
2025_2_Buccaneers_Texans,2025,2,2025-09-15,Buccaneers,Texans,away,120.0,0.4193915794436448,0.4334531294843687,0.45454545454545453,-0.03515387510180973,-0.021092325061085826,1,1.2,11
2025_7_Patriots_Titans,2025,7,2025-10-19,Patriots,Titans,home,240.0,0.2588102122237637,0.27293318615778767,0.29411764705882354,-0.035307434835059825,-0.021184460901035873,0,-1.0,11
2024_20_Rams_Eagles,2024,20,2025-01-19,Rams,Eagles,away,260.0,0.2423518736874413,0.2565222353235759,0.2777777777777778,-0.035425904090336496,-0.021255542454201914,0,-1.0,10
2025_12_Steelers_Bears,2025,12,2025-11-23,Steelers,Bears,away,135.0,0.3900901604970347,0.40426686225566766,0.425531914893617,-0.035441754396582315,-0.021265052637949367,0,-1.0,11
2025_1_Cardinals_Saints,2025,1,2025-09-07,Cardinals,Saints,away,-270.0,0.6939183288494188,0.7082428892015432,0.7297297297297297,-0.03581140088031087,-0.0214868405281865,1,0.37037037037037035,11
2024_13_49ers_Bills,2024,13,2024-12-01,49ers,Bills,away,226.5,0.2703431210159668,0.2847173580613412,0.30627871362940273,-0.03593559261343593,-0.021561355568061547,0,-1.0,10
2024_15_Bears_Vikings,2024,15,2024-12-16,Bears,Vikings,away,271.0,0.23340196233851,0.24785788899340247,0.2695417789757412,-0.03613981663723123,-0.02168388998233875,0,-1.0,10
2025_15_Vikings_Cowboys,2025,15,2025-12-14,Vikings,Cowboys,away,215.0,0.2809233327349874,0.29553812662511936,0.31746031746031744,-0.03653698472533007,-0.021922190835198085,0,-1.0,11
