Season,Week,game_date,away_team,home_team,side,odds,model_prob,implied_prob,edge,pred_home_margin,pred_total
2020,Week 14,2020-12-10,Patriots,Rams,home,-110,0.8676361441334666,0.5238095238095238,0.3438266203239427,16.000188939947137,26.969023525769742
2020,Week 13,2020-12-08,Cowboys,Ravens,home,-110,0.8675277098036277,0.5238095238095238,0.3437181859941038,11.827317777057566,51.68061172804824
2017,Week 1,2017-09-10,Colts,Rams,home,-110,0.8671058556972472,0.5238095238095238,0.3432963318877233,22.75498275443615,50.27671969718449
2018,Week 12,2018-11-25,Packers,Vikings,home,-110,0.8663801361114407,0.5238095238095238,0.3425706123019169,5.541403871204724,43.42026138960052
2019,Week 2,2019-09-15,Chargers,Lions,home,-110,0.866287081006806,0.5238095238095238,0.3424775571972821,3.854870919666072,24.487817049168147
2020,Week 1,2020-09-13,Dolphins,Patriots,home,-110,0.8662722081980573,0.5238095238095238,0.3424626843885334,12.78647745932587,29.99202495759525
2020,Week 17,2021-01-03,Cardinals,Rams,home,-110,0.8653592203056831,0.5238095238095238,0.3415496964961593,8.647045318641393,24.467973700107844
2017,Week 17,2017-12-31,Texans,Colts,home,-110,0.8649479764946223,0.5238095238095238,0.3411384526850984,9.29183878162375,35.19071323524815
2018,Week 8,2018-10-28,Browns,Steelers,home,-110,0.8642769839278762,0.5238095238095238,0.3404674601183524,10.440732504540522,48.76996200402584
2021,Week 5,2021-10-10,Eagles,Panthers,home,-110,0.8636197277504785,0.5238095238095238,0.3398102039409546,5.623801516672662,34.303720906777365
2019,Divisional Playoffs,2020-01-11,Vikings,49ers,home,-110,0.8629565542386751,0.5238095238095238,0.3391470304291513,15.44074547347704,38.695354384051896
2017,Wild Card,2018-01-07,Bills,Jaguars,home,-110,0.861926983070665,0.5238095238095238,0.3381174592611411,11.527694578100157,14.446506730676964
2018,Divisional Playoffs,2019-01-12,Colts,Chiefs,home,-110,0.8609820814454493,0.5238095238095238,0.3371725576359254,11.506208578144848,42.55829751618159
2019,Week 10,2019-11-10,Chiefs,Titans,home,-110,0.8596021823280666,0.5238095238095238,0.3357926585185428,4.267787253519366,65.48481255267565
2017,Week 13,2017-12-03,Lions,Ravens,home,-110,0.857339844788673,0.5238095238095238,0.3335303209791491,16.12263604379946,61.8796931257596
2019,Week 15,2019-12-15,Bears,Packers,home,-110,0.8569019300508275,0.5238095238095238,0.3330924062413036,7.4693306040243534,35.0616499023628
2019,Week 17,2019-12-29,Chargers,Chiefs,home,-110,0.8557659442504831,0.5238095238095238,0.3319564204409593,11.31537151601862,54.44568803850113
2018,Week 17,2018-12-30,Raiders,Chiefs,home,-110,0.8541361839520784,0.5238095238095238,0.3303266601425545,23.97735539032047,39.27578368208523
2021,Week 1,2021-09-12,Bears,Rams,home,-110,0.8539294388434565,0.5238095238095238,0.3301199150339327,17.55360953410411,51.59704453743712
2018,Week 2,2018-09-13,Ravens,Bengals,home,-110,0.8537858264080694,0.5238095238095238,0.3299763025985456,10.479992226034463,57.729879508177184
2020,Week 3,2020-09-27,Jets,Colts,home,-110,0.8520396502028414,0.5238095238095238,0.3282301263933176,24.38631420875079,40.163082665071954
2017,Week 1,2017-09-10,Cardinals,Lions,home,-110,0.8499395603202815,0.5238095238095238,0.3261300365107576,13.145672796373288,47.72225589672132
2018,Week 11,2018-11-18,Panthers,Lions,home,-110,0.8492719405346244,0.5238095238095238,0.3254624167251005,5.4450616497140185,38.27640470413633
2018,Week 11,2018-11-18,Titans,Colts,home,-110,0.8471451122186862,0.5238095238095238,0.3233355884091623,20.896486183490364,49.94955450966303
2017,Week 16,2017-12-24,Lions,Bengals,home,-110,0.8466710268955832,0.5238095238095238,0.3228615030860593,6.198333910985912,44.45758788289882
2018,Week 8,2018-10-28,Packers,Rams,home,-110,0.8463096684401158,0.5238095238095238,0.3225001446305919,3.4348097246040767,53.76365419218921
2020,Week 14,2020-12-13,Falcons,Chargers,home,-110,0.8450175835349942,0.5238095238095238,0.3212080597254704,8.133816604508713,38.70255857234572
2017,Week 16,2017-12-23,Colts,Ravens,home,-110,0.8448487417195741,0.5238095238095238,0.3210392179100503,4.0920561435328935,39.939543553575525
2018,Week 8,2018-10-28,Buccaneers,Bengals,home,-110,0.8407423733250713,0.5238095238095238,0.3169328495155474,5.388471579646594,65.71316839391257
2018,Week 14,2018-12-09,Falcons,Packers,home,-110,0.8405390106919826,0.5238095238095238,0.3167294868824587,11.470598855080334,52.42589587519596
2017,Week 8,2017-10-29,Chargers,Patriots,home,-110,0.8400489368693033,0.5238095238095238,0.3162394130597794,6.95566599870414,34.16164481506128
2017,Week 14,2017-12-07,Saints,Falcons,home,-110,0.8382421911915915,0.5238095238095238,0.3144326673820676,7.233496355919814,39.20035994814429
2020,Week 7,2020-10-25,Panthers,Saints,home,-110,0.8381308136365697,0.5238095238095238,0.3143212898270459,5.296947873100099,52.90012314973677
2017,Week 2,2017-09-17,49ers,Seahawks,home,-110,0.8374370031880592,0.5238095238095238,0.3136274793785354,3.912004164157586,20.35755331139736
2017,Week 2,2017-09-17,Eagles,Chiefs,home,-110,0.8367558564697039,0.5238095238095238,0.31294633266018,6.663077581479165,47.71480049599274
2021,Week 3,2021-09-26,Colts,Titans,home,-110,0.8364492560135942,0.5238095238095238,0.3126397322040704,12.578970394743706,39.77954962890785
2017,Week 17,2017-12-31,Raiders,Chargers,home,-110,0.8360597378130761,0.5238095238095238,0.3122502140035522,19.323946959741253,40.74577975046503
2019,Week 13,2019-12-01,Patriots,Texans,home,-110,0.8358497190461449,0.5238095238095238,0.3120401952366211,6.87088671552983,50.49903483858122
2017,Week 5,2017-10-08,49ers,Colts,home,-110,0.8353536953989095,0.5238095238095238,0.3115441715893856,3.3862947637213785,49.90507284994415
2019,Week 17,2019-12-29,Raiders,Broncos,home,-110,0.8345585901585731,0.5238095238095238,0.3107490663490493,3.709778641315159,30.9731484947025
2018,Week 1,2018-09-09,Titans,Dolphins,home,-110,0.834542850041053,0.5238095238095238,0.3107333262315291,6.6612558657699,48.320835424317686
2019,Week 9,2019-11-03,Browns,Broncos,home,-110,0.8321196164440623,0.5238095238095238,0.3083100926345384,3.2299047003200023,44.03827375348773
2021,Week 5,2021-10-10,Giants,Cowboys,home,-110,0.8319093430809404,0.5238095238095238,0.3080998192714166,6.624438160212085,65.88396535901968
2020,Week 1,2020-09-13,Jets,Bills,home,-110,0.8308991452933578,0.5238095238095238,0.307089621483834,9.30053326081538,45.67656466493595
2021,Week 3,2021-09-26,Ravens,Lions,home,-110,0.8305420357046901,0.5238095238095238,0.3067325118951662,2.70216167472233,40.18695268190103
2018,Week 4,2018-09-27,Vikings,Rams,home,-110,0.8282279300086768,0.5238095238095238,0.3044184061991529,8.744747059950914,67.85649164985125
2020,Week 17,2021-01-03,Dolphins,Bills,home,-110,0.8274975443836295,0.5238095238095238,0.3036880205741057,16.318139467651932,81.67591466720408
2017,Week 3,2017-09-24,Raiders,,home,-110,0.8267172410478829,0.5238095238095238,0.3029077172383591,10.555198032007455,34.49390282665178
2019,Week 8,2019-10-27,Cardinals,Saints,home,-110,0.82471110787306,0.5238095238095238,0.3009015840635362,15.23437575919711,42.77925395702839
2017,Week 8,2017-10-29,Colts,Bengals,home,-110,0.8245585763694142,0.5238095238095238,0.3007490525598904,5.295060621004153,46.34724711311005
2020,Week 13,2020-12-06,Jaguars,Vikings,home,-110,0.8226848393590629,0.5238095238095238,0.298875315549539,3.2605608652101337,43.63699228005823
2018,Week 6,2018-10-14,Buccaneers,Falcons,home,-110,0.8222697823027554,0.5238095238095238,0.2984602584932315,7.301509374238699,62.31063108135839
2019,Week 14,2019-12-08,,Packers,home,-110,0.8213167976296059,0.5238095238095238,0.297507273820082,5.943530642859412,38.67606495477131
2018,Week 16,2018-12-22,,Titans,home,-110,0.8207082015652754,0.5238095238095238,0.2968986777557515,5.726710991387389,37.834676108731735
2019,Week 16,2019-12-21,Bills,Patriots,home,-110,0.8200481661177167,0.5238095238095238,0.2962386423081928,7.522480119842872,41.596460025219
2021,Week 3,2021-09-26,Falcons,Giants,home,-110,0.8198876494223561,0.5238095238095238,0.2960781256128323,4.55948664031312,27.254438124463444
2020,Week 2,2020-09-21,Saints,Raiders,home,-110,0.8197474059996844,0.5238095238095238,0.2959378821901606,5.159480619333927,58.40156239027787
2019,Week 16,2019-12-22,Bengals,Dolphins,home,-110,0.8186410130368138,0.5238095238095238,0.2948314892272899,6.654125187975405,71.1153111929458
2018,Week 14,2018-12-09,Panthers,Browns,home,-110,0.8178476349619982,0.5238095238095238,0.2940381111524743,3.5066740551748063,46.55533669454868
2017,Divisional Playoffs,2018-01-13,Titans,Patriots,home,-110,0.8168340200263005,0.5238095238095238,0.2930244962167766,13.99535405010767,53.79314108154406
2020,Week 1,2020-09-13,Eagles,,home,-110,0.8142038209747772,0.5238095238095238,0.2903942971652533,8.439173849531532,41.727223734018814
2019,Week 15,2019-12-15,Broncos,Chiefs,home,-110,0.8135691337346409,0.5238095238095238,0.289759609925117,12.614086333371088,24.24850131967968
2017,Week 10,2017-11-12,Texans,Rams,home,-110,0.8099788596281967,0.5238095238095238,0.2861693358186729,15.744746639874716,42.13253485333682
2018,Week 16,2018-12-23,Steelers,Saints,home,-110,0.8090012004775095,0.5238095238095238,0.2851916766679856,3.652220330961221,57.6150214906465
2019,Divisional Playoffs,2020-01-12,Texans,Chiefs,home,-110,0.8074120470179517,0.5238095238095238,0.2836025232084278,11.408763896032442,82.11076240565845
2020,Week 12,2020-11-29,Chargers,Bills,home,-110,0.8073413031435309,0.5238095238095238,0.2835317793340071,8.55029063902011,42.01160318121693
2019,Week 15,2019-12-15,Dolphins,Giants,home,-110,0.8066126423349556,0.5238095238095238,0.2828031185254317,11.417223479444544,55.14431211351255
2021,Week 7,2021-10-24,Falcons,Dolphins,home,-110,0.8062318334444326,0.5238095238095238,0.2824223096349088,2.864299890041746,58.68212645157129
2019,Week 2,2019-09-15,Vikings,Packers,home,-110,0.8055671560873771,0.5238095238095238,0.2817576322778532,5.56153163808089,41.086217526778384
2018,Week 11,2018-11-18,Buccaneers,Giants,home,-110,0.805501013057811,0.5238095238095238,0.2816914892482871,7.274127101248893,71.25257806908739
2019,Week 3,2019-09-22,Jets,Patriots,home,-110,0.8053359705006286,0.5238095238095238,0.2815264466911047,12.34727971599841,41.91198006064973
2021,Week 3,2021-09-26,Buccaneers,Rams,home,-110,0.8046468711027538,0.5238095238095238,0.2808373472932299,10.10727313297192,58.89482091029885
2018,Week 11,2018-11-18,Steelers,Jaguars,home,-110,0.8029711875867328,0.5238095238095238,0.2791616637772089,4.967084198547431,36.43723691972505
2017,Week 8,2017-10-30,Broncos,Chiefs,home,-110,0.8018398492076154,0.5238095238095238,0.2780303253980916,6.2933170635131725,46.44058325527243
2018,Week 13,2018-12-02,Bears,Giants,home,-110,0.8013452457363024,0.5238095238095238,0.2775357219267785,3.511642018054553,56.32774315776075
2018,Week 3,2018-09-23,Colts,Eagles,home,-110,0.8000868452500549,0.5238095238095238,0.2762773214405311,4.598881227155229,36.65289005399308
2020,Week 10,2020-11-15,Chargers,Dolphins,home,-110,0.7999624934007936,0.5238095238095238,0.2761529695912698,9.465861713414476,51.14351385652748
2021,Week 5,2021-10-10,Dolphins,Buccaneers,home,-110,0.799066466553599,0.5238095238095238,0.2752569427440752,11.299372821618736,66.13800734447878
2020,Week 7,2020-10-25,Seahawks,Cardinals,home,-110,0.7988613306753487,0.5238095238095238,0.2750518068658248,4.364635763452798,77.05254093832507
2020,Week 11,2020-11-22,Bengals,,home,-110,0.7968633924863141,0.5238095238095238,0.2730538686767902,9.9937370475751,31.801835726472547
2020,Divisional Playoffs,2021-01-17,Browns,Chiefs,home,-110,0.7954800161081975,0.5238095238095238,0.2716704922986737,3.420159481677364,39.38923211521297
2017,Week 7,2017-10-23,,Eagles,home,-110,0.7948211401574702,0.5238095238095238,0.2710116163479463,10.071849722325492,55.06649187649084
2018,Week 15,2018-12-16,Lions,Bills,home,-110,0.7927265980152305,0.5238095238095238,0.2689170742057066,3.63661072523638,27.128067873496462
2019,Week 4,2019-09-29,,Giants,home,-110,0.7916741540257984,0.5238095238095238,0.2678646302162746,12.014248249355106,34.3312524836471
2018,Week 9,2018-11-04,Lions,Vikings,home,-110,0.7914743335659383,0.5238095238095238,0.2676648097564145,10.641415969006884,32.14264326643117
2020,Week 6,2020-10-18,,Giants,home,-110,0.7909064081240783,0.5238095238095238,0.2670968843145545,6.063491466044336,34.11289749229959
2017,Week 4,2017-10-01,Colts,Seahawks,home,-110,0.7892659995699673,0.5238095238095238,0.2654564757604435,15.030995741191388,57.10219364210999
2017,Week 12,2017-11-26,Buccaneers,Falcons,home,-110,0.7888446586474198,0.5238095238095238,0.265035134837896,10.612293392254475,55.68448522529073
2019,Week 9,2019-11-03,Jets,Dolphins,home,-110,0.787641162333964,0.5238095238095238,0.2638316385244401,6.004092981843554,42.86459162367809
2019,Week 13,2019-12-01,Raiders,Chiefs,home,-110,0.7861553722280721,0.5238095238095238,0.2623458484185482,20.3335348972814,46.81564313247954
2017,Divisional Playoffs,2018-01-14,Saints,Vikings,home,-110,0.7845512736172527,0.5238095238095238,0.2607417498077289,4.5313922086771,55.71107184918865
2020,Wild Card,2021-01-10,Bears,Saints,home,-110,0.7835070721815593,0.5238095238095238,0.2596975483720355,7.533394917286345,31.8498182198241
2019,Week 6,2019-10-13,Falcons,Cardinals,home,-110,0.7831357774698747,0.5238095238095238,0.2593262536603509,2.1627774362200487,66.5895231366823
2019,Week 6,2019-10-14,Lions,Packers,home,-110,0.7831090557813818,0.5238095238095238,0.2592995319718579,2.2217612735773464,47.36740927654648
2020,Week 15,2020-12-19,Panthers,Packers,home,-110,0.7828701702222248,0.5238095238095238,0.259060646412701,7.298150757420664,41.60229934529431
2017,Week 17,2017-12-31,Packers,Lions,home,-110,0.7822283828360008,0.5238095238095238,0.258418859026477,14.530809288404392,42.682052970371785
2017,Week 15,2017-12-17,Jets,Saints,home,-110,0.7821445700769284,0.5238095238095238,0.2583350462674045,6.079930367048439,52.9805276159599
2020,Week 2,2020-09-20,Panthers,Buccaneers,home,-110,0.7818583434700405,0.5238095238095238,0.2580488196605166,10.134199839528952,48.39936374956787
2021,Week 6,2021-10-18,Bills,Titans,home,-110,0.7805928283680756,0.5238095238095238,0.2567833045585518,7.851725072325967,67.68262298644768
2017,Week 5,2017-10-08,Bills,Bengals,home,-110,0.7797640172530619,0.5238095238095238,0.255954493443538,4.511608523259596,36.33249452819676
2019,Week 13,2019-12-01,49ers,Ravens,home,-110,0.7796601922812862,0.5238095238095238,0.2558506684717624,5.25099702483647,37.72137588249399
2017,Week 15,2017-12-16,Bears,Lions,home,-110,0.7792457220496294,0.5238095238095238,0.2554361982401055,9.986128045406032,31.464941902526625
2018,Week 3,2018-09-23,Packers,,home,-110,0.7775865580500294,0.5238095238095238,0.2537770342405056,6.672773393939965,42.57629454413194
2019,Week 10,2019-11-10,Lions,Bears,home,-110,0.776068402437413,0.5238095238095238,0.2522588786278892,4.516269863787258,33.18913384069902
2018,Week 5,2018-10-07,Ravens,Browns,home,-110,0.7743463866200015,0.5238095238095238,0.2505368628104777,3.223719036921654,21.09402339648082
2018,Week 14,2018-12-09,Eagles,Cowboys,home,-110,0.7739775068529626,0.5238095238095238,0.2501679830434388,5.248000857131492,52.91415186238124
2017,Week 15,2017-12-17,Patriots,Steelers,home,-110,0.7702887094413389,0.5238095238095238,0.246479185631815,5.045200559620471,49.46803393003818
2019,Week 10,2019-11-10,Rams,Steelers,home,-110,0.7675423889791619,0.5238095238095238,0.2437328651696381,3.669268612500976,26.08520742309161
2019,Week 7,2019-10-20,Dolphins,Bills,home,-110,0.7663237246901123,0.5238095238095238,0.2425142008805885,8.958250268636467,50.609865215024456
2018,Week 14,2018-12-09,Broncos,49ers,home,-110,0.7653930775108931,0.5238095238095238,0.2415835537013693,3.862495498225685,35.00299842448706
2017,Week 13,2017-12-03,Browns,Chargers,home,-110,0.7646781204958865,0.5238095238095238,0.2408685966863626,8.57346184247946,31.272954655238188
2017,Week 12,2017-11-26,Saints,Rams,home,-110,0.7640945697547161,0.5238095238095238,0.2402850459451923,4.15386967631604,47.36089151045082
2019,Week 14,2019-12-09,Giants,Eagles,home,-110,0.7636587117243812,0.5238095238095238,0.2398491879148573,5.320282416090055,41.38150289058815
2019,Week 5,2019-10-06,Jaguars,Panthers,home,-110,0.7621281131419441,0.5238095238095238,0.2383185893324202,4.688632186423979,60.69216077360891
2020,Week 14,2020-12-13,Vikings,Buccaneers,home,-110,0.7616181549334092,0.5238095238095238,0.2378086311238854,8.620574661218324,38.473440607424486
2017,Week 4,2017-10-02,,Chiefs,home,-110,0.7593518465281412,0.5238095238095238,0.2355423227186174,8.739150589032961,45.99380862560648
2020,Week 2,2020-09-20,Patriots,Seahawks,home,-110,0.758826106752559,0.5238095238095238,0.2350165829430351,0.9420658707960918,64.32972667893681
2018,Week 14,2018-12-09,Steelers,Raiders,home,-110,0.7585453768293796,0.5238095238095238,0.2347358530198557,2.04015008097817,46.84456619568511
2019,Week 10,2019-11-10,Cardinals,Buccaneers,home,-110,0.7577131251091447,0.5238095238095238,0.2339036012996208,2.310365931521758,57.57194655795699
2017,Week 17,2017-12-31,Browns,Steelers,home,-110,0.7564223427373652,0.5238095238095238,0.2326128189278413,6.624987416869995,54.15897611771427
2020,Week 16,2020-12-27,Broncos,Chargers,home,-110,0.7547649689627863,0.5238095238095238,0.2309554451532625,6.094951506998854,36.17693013591082
2020,Week 7,2020-10-22,Giants,Eagles,home,-110,0.7544858431900613,0.5238095238095238,0.2306763193805374,4.581204365638541,43.717677268102285
2018,Wild Card,2019-01-05,Seahawks,Cowboys,home,-110,0.752107709294564,0.5238095238095238,0.2282981854850402,1.6227120596741114,42.89433323527457
2017,Week 6,2017-10-15,49ers,,home,-110,0.7462392533893693,0.5238095238095238,0.2224297295798454,0.4699581463350942,45.85487702943559
2020,Week 9,2020-11-08,Seahawks,Bills,home,-110,0.745316475792869,0.5238095238095238,0.2215069519833451,6.850239091362121,78.4952304723033
2019,Week 16,2019-12-22,Jaguars,Falcons,home,-110,0.7449607630637409,0.5238095238095238,0.2211512392542171,5.83915569698509,34.78506953003094
2020,Week 13,2020-12-06,Eagles,Packers,home,-110,0.7439783199585951,0.5238095238095238,0.2201687961490712,9.830370760933604,44.39824404952707
2021,Week 3,2021-09-26,,Bills,home,-110,0.7432938092655736,0.5238095238095238,0.2194842854560498,10.621548121842658,46.178954612558776
2019,Week 3,2019-09-19,Titans,Jaguars,home,-110,0.742779426141292,0.5238095238095238,0.2189699023317681,7.0203363909236405,27.7698289290189
2021,Week 6,2021-10-17,Cowboys,Patriots,home,-110,0.7424531564281951,0.5238095238095238,0.2186436326186712,5.880325372068064,63.40459109289195
2019,Week 8,2019-10-27,Broncos,Colts,home,-110,0.7412868788433787,0.5238095238095238,0.2174773550338549,2.471893568339905,27.585717198695853
2017,Week 2,2017-09-17,Jets,Raiders,home,-110,0.7352271560165736,0.5238095238095238,0.2114176322070498,13.217697547256227,66.78390968725543
2020,Week 16,2020-12-27,Rams,Seahawks,home,-110,0.7352071158456,0.5238095238095238,0.2113975920360761,4.868834734386461,30.982591899225746
2020,Week 15,2020-12-20,Eagles,Cardinals,home,-110,0.735204188813478,0.5238095238095238,0.2113946650039542,4.935083789368947,57.72888376488086
2017,Week 13,2017-12-03,Panthers,Saints,home,-110,0.734421613878802,0.5238095238095238,0.2106120900692781,4.135674448062291,54.00846507948557
2020,Week 2,2020-09-20,Broncos,Steelers,home,-110,0.7312484218755749,0.5238095238095238,0.2074388980660511,4.754779104645019,46.34729160471862
2020,Week 5,2020-10-11,Bengals,Ravens,home,-110,0.7301510946664793,0.5238095238095238,0.2063415708569554,14.182235028027828,28.26411555937399
2021,Week 5,2021-10-10,Jets,Falcons,home,-110,0.7294798350187522,0.5238095238095238,0.2056703112092284,4.485225159230524,43.9436593637697
2017,Week 13,2017-12-03,Buccaneers,Packers,home,-110,0.7282756684991767,0.5238095238095238,0.2044661446896528,6.784430537287246,44.16705181031185
2021,Week 3,2021-09-26,Dolphins,Raiders,home,-110,0.7280738269294099,0.5238095238095238,0.204264303119886,4.827075281159409,49.304400143361775
2018,Week 4,2018-09-30,Eagles,Titans,home,-110,0.7258313339662341,0.5238095238095238,0.2020218101567102,4.7377553407920745,48.11561969376346
2018,Week 16,2018-12-23,Texans,Eagles,home,-110,0.7241318762964538,0.5238095238095238,0.2003223524869299,1.683222173983174,62.12326459185377
2018,Week 5,2018-10-04,Colts,Patriots,home,-110,0.7239297718810228,0.5238095238095238,0.2001202480714989,6.929016025378747,67.19170511974278
2017,Week 4,2017-09-28,Bears,Packers,home,-110,0.7238100510039807,0.5238095238095238,0.2000005271944568,13.881596796155158,51.68267743887526
2017,Week 2,2017-09-17,Bills,Panthers,home,-110,0.7225674724423129,0.5238095238095238,0.198757948632789,6.436955109508897,14.696877997625856
2018,Week 3,2018-09-20,Jets,Browns,home,-110,0.7222336225865637,0.5238095238095238,0.1984240987770398,6.923237114519273,39.27078522316565
2020,Week 14,2020-12-13,Texans,Bears,home,-110,0.7210689863631831,0.5238095238095238,0.1972594625536592,13.777113358053116,43.30355558720921
2017,Wild Card,2018-01-07,Panthers,Saints,home,-110,0.720966644465402,0.5238095238095238,0.1971571206558782,2.7061798949801674,57.757817071924464
2020,Week 8,2020-11-01,Patriots,Bills,home,-110,0.7209125843519223,0.5238095238095238,0.1971030605423984,8.075895054164512,43.02516585873883
2021,Week 7,2021-10-24,Bears,Buccaneers,home,-110,0.7193512185309306,0.5238095238095238,0.1955416947214068,10.600252253655492,42.459482187838496
2019,Week 8,2019-10-27,Chargers,Bears,home,-110,0.7152384245308632,0.5238095238095238,0.1914289007213393,6.268058190845923,33.945448590920456
2019,Week 9,2019-11-03,Colts,Steelers,home,-110,0.7151434439659284,0.5238095238095238,0.1913339201564046,4.39008590817846,45.36150254687192
2018,Week 15,2018-12-16,Patriots,Steelers,home,-110,0.7134269385670704,0.5238095238095238,0.1896174147575465,3.454867852415812,27.19448291857995
2019,Week 7,2019-10-20,Texans,Colts,home,-110,0.7122878756531409,0.5238095238095238,0.188478351843617,4.298278104957787,52.07183838976636
2018,Week 6,2018-10-14,Panthers,,home,-110,0.7120110081366753,0.5238095238095238,0.1882014843271514,2.7724591665118465,35.241807848433794
2019,Week 8,2019-10-27,Raiders,Texans,home,-110,0.7118328074377815,0.5238095238095238,0.1880232836282577,2.642163505457677,50.8829780552538
2020,Week 4,2020-10-04,Chargers,Buccaneers,home,-110,0.7079987616166145,0.5238095238095238,0.1841892378070906,5.533386512087316,68.32109368464134
2019,Super Bowl,2020-02-02,49ers,Chiefs,home,-110,0.705142310494471,0.5238095238095238,0.1813327866849471,6.877691298283345,51.83627472684261
2020,Week 3,2020-09-27,Cowboys,Seahawks,home,-110,0.7032822278342601,0.5238095238095238,0.1794727040247362,3.514325604041978,64.43697943243978
2019,Week 8,2019-10-27,Giants,Lions,home,-110,0.7025740423063737,0.5238095238095238,0.1787645184968498,2.0363917605991846,56.09606799937034
2018,Week 11,2018-11-19,Chiefs,Rams,home,-110,0.7012125300198229,0.5238095238095238,0.177403006210299,2.9752674355990534,88.83222134500349
2019,Week 9,2019-11-03,Bears,Eagles,home,-110,0.7010471872082168,0.5238095238095238,0.1772376633986929,4.760226289667258,37.95313717493077
2020,Week 2,2020-09-20,,Cardinals,home,-110,0.7009167935511611,0.5238095238095238,0.1771072697416372,8.160567054351962,43.34403518990399
2017,Week 12,2017-11-23,Giants,,home,-110,0.700721560483265,0.5238095238095238,0.1769120366737411,9.333085754308476,30.3716384235712
2018,Week 12,2018-11-25,Jaguars,Bills,home,-110,0.7006693200777028,0.5238095238095238,0.1768597962681789,9.026801631967016,49.54974960175152
2018,Week 1,2018-09-09,Texans,Patriots,home,-110,0.6957778067952635,0.5238095238095238,0.1719682829857396,3.567401322825836,48.199552872757
2019,Week 10,2019-11-10,Bills,Browns,home,-110,0.693323126233717,0.5238095238095238,0.1695136024241931,0.6985735279242219,37.844645069862985
2020,Week 5,2020-10-11,Giants,Cowboys,home,-110,0.6914193151289267,0.5238095238095238,0.1676097913194029,1.955275699555984,68.02558983652649
2019,Week 3,2019-09-22,Giants,Buccaneers,home,-110,0.6907000757215197,0.5238095238095238,0.1668905519119958,4.217149519397122,58.84806506769375
2017,Week 1,2017-09-10,Seahawks,Packers,home,-110,0.6903750155893171,0.5238095238095238,0.1665654917797933,5.414898614439745,27.37972778108948
2019,Conference Championships,2020-01-19,Titans,Chiefs,home,-110,0.690184632055783,0.5238095238095238,0.1663751082462591,5.860030996154684,60.97975359893367
2021,Week 2,2021-09-19,Falcons,Buccaneers,home,-110,0.6894290963155855,0.5238095238095238,0.1656195725060616,5.551964550830994,68.23741086387166
2020,Week 10,2020-11-15,Bengals,Steelers,home,-110,0.6891888177826695,0.5238095238095238,0.1653792939731456,11.046495589047328,46.18696876265913
2019,Week 12,2019-11-24,Giants,Bears,home,-110,0.6885364475477754,0.5238095238095238,0.1647269237382516,3.798681130432992,33.12113054744318
2017,Week 17,2017-12-31,Panthers,Falcons,home,-110,0.6869699961853631,0.5238095238095238,0.1631604723758393,7.639893359321242,33.70812463309287
2020,Week 2,2020-09-20,Chiefs,Chargers,home,-110,0.6853216663636075,0.5238095238095238,0.1615121425540836,2.765506467962689,41.124134391286006
2020,Week 12,2020-11-29,Cardinals,Patriots,home,-110,0.6843047408806839,0.5238095238095238,0.1604952170711601,4.149258930521642,39.13750235437589
2019,Week 16,2019-12-21,Rams,49ers,home,-110,0.6841588575193943,0.5238095238095238,0.1603493337098704,0.0562924524271498,66.68283110168986
2018,Week 14,2018-12-09,Patriots,Dolphins,home,-110,0.6826000819721638,0.5238095238095238,0.1587905581626399,-1.6957876102559482,67.75226464725722
2017,Week 5,2017-10-08,Jets,Browns,home,-110,0.6819336387671809,0.5238095238095238,0.1581241149576571,5.788486484394906,32.586546171709685
2019,Week 14,2019-12-08,Bengals,Browns,home,-110,0.6801878661251449,0.5238095238095238,0.1563783423156211,1.9421895188176488,45.681623212850965
2018,Week 12,2018-11-25,Cardinals,Chargers,home,-110,0.67100444702515,0.5238095238095238,0.1471949232156262,7.348010212460312,55.81073573922423
2020,Week 13,2020-12-06,Raiders,Jets,home,-110,0.6671917342955463,0.5238095238095238,0.1433822104860225,3.212895887405361,58.15209222415658
2020,Week 13,2020-12-06,Lions,Bears,home,-110,0.6667059678478635,0.5238095238095238,0.1428964440383396,3.361071288590419,64.67989125175428
2019,Week 3,2019-09-22,Falcons,Colts,home,-110,0.6653327283230037,0.5238095238095238,0.1415232045134798,-1.0901894584131575,51.53991301452402
2020,Week 10,2020-11-15,Jaguars,Packers,home,-110,0.6642749701928272,0.5238095238095238,0.1404654463833033,3.883137112615328,44.607123323948464
2020,Week 9,2020-11-08,Dolphins,Cardinals,home,-110,0.6635217056015947,0.5238095238095238,0.1397121817920709,7.126035809625089,65.92824712716336
2021,Week 2,2021-09-19,Texans,Browns,home,-110,0.660713430360489,0.5238095238095238,0.1369039065509651,8.344346147732663,53.09181876343701
2020,Week 4,2020-10-04,Giants,Rams,home,-110,0.6584028130939988,0.5238095238095238,0.134593289284475,4.267688561925326,26.7022241659573
2019,Week 10,2019-11-07,Chargers,Raiders,home,-110,0.6583050953570917,0.5238095238095238,0.1344955715475678,4.284234463246556,48.58943045272548
2020,Week 8,2020-11-01,Steelers,Ravens,home,-110,0.6571231004977136,0.5238095238095238,0.1333135766881897,3.064607431699537,54.84778758637647
2018,Week 6,2018-10-14,Bears,Dolphins,home,-110,0.6570878414640778,0.5238095238095238,0.133278317654554,2.4166793859967868,60.26805454313057
