game_id,Season,week_num,Date,AwayTeam,HomeTeam,home_score,away_score,margin,total_points,home_win,away_win,PostSeason
2017_1_Chiefs_Patriots,2017,1,09/07,Chiefs,Patriots,27.0,42.0,-15.0,69.0,0,1,0
2017_1_Jets_Bills,2017,1,09/10,Jets,Bills,21.0,12.0,9.0,33.0,1,0,0
2017_1_Falcons_Bears,2017,1,09/10,Falcons,Bears,17.0,23.0,-6.0,40.0,0,1,0
2017_1_Ravens_Bengals,2017,1,09/10,Ravens,Bengals,0.0,20.0,-20.0,20.0,0,1,0
2017_1_Steelers_Browns,2017,1,09/10,Steelers,Browns,18.0,21.0,-3.0,39.0,0,1,0
2017_1_Cardinals_Lions,2017,1,09/10,Cardinals,Lions,35.0,23.0,12.0,58.0,1,0,0
2017_1_Jaguars_Texans,2017,1,09/10,Jaguars,Texans,7.0,29.0,-22.0,36.0,0,1,0
2017_1_Raiders_Titans,2017,1,09/10,Raiders,Titans,16.0,26.0,-10.0,42.0,0,1,0
2017_1_Eagles_Redskins,2017,1,09/10,Eagles,Redskins,17.0,30.0,-13.0,47.0,0,1,0
2017_1_Colts_Rams,2017,1,09/10,Colts,Rams,46.0,9.0,37.0,55.0,1,0,0
2017_1_Seahawks_Packers,2017,1,09/10,Seahawks,Packers,17.0,9.0,8.0,26.0,1,0,0
2017_1_Panthers_49ers,2017,1,09/10,Panthers,49ers,3.0,23.0,-20.0,26.0,0,1,0
2017_1_Giants_Cowboys,2017,1,09/10,Giants,Cowboys,19.0,3.0,16.0,22.0,1,0,0
2017_1_Saints_Vikings,2017,1,09/11,Saints,Vikings,29.0,19.0,10.0,48.0,1,0,0
2017_1_Chargers_Broncos,2017,1,09/11,Chargers,Broncos,24.0,21.0,3.0,45.0,1,0,0
2017_2_Texans_Bengals,2017,2,09/14,Texans,Bengals,9.0,13.0,-4.0,22.0,0,1,0
2017_2_Browns_Ravens,2017,2,09/17,Browns,Ravens,24.0,10.0,14.0,34.0,1,0,0
2017_2_Bills_Panthers,2017,2,09/17,Bills,Panthers,9.0,3.0,6.0,12.0,1,0,0
2017_2_Cardinals_Colts,2017,2,09/17,Cardinals,Colts,13.0,16.0,-3.0,29.0,0,1,0
2017_2_Titans_Jaguars,2017,2,09/17,Titans,Jaguars,16.0,37.0,-21.0,53.0,0,1,0
2017_2_Eagles_Chiefs,2017,2,09/17,Eagles,Chiefs,27.0,20.0,7.0,47.0,1,0,0
2017_2_Patriots_Saints,2017,2,09/17,Patriots,Saints,20.0,36.0,-16.0,56.0,0,1,0
2017_2_Vikings_Steelers,2017,2,09/17,Vikings,Steelers,26.0,9.0,17.0,35.0,1,0,0
2017_2_Bears_Buccaneers,2017,2,09/17,Bears,Buccaneers,29.0,7.0,22.0,36.0,1,0,0
2017_2_Dolphins_Chargers,2017,2,09/17,Dolphins,Chargers,17.0,19.0,-2.0,36.0,0,1,0
2017_2_Jets_Raiders,2017,2,09/17,Jets,Raiders,45.0,20.0,25.0,65.0,1,0,0
2017_2_Cowboys_Broncos,2017,2,09/17,Cowboys,Broncos,42.0,17.0,25.0,59.0,1,0,0
2017_2_Redskins_Rams,2017,2,09/17,Redskins,Rams,20.0,27.0,-7.0,47.0,0,1,0
2017_2_49ers_Seahawks,2017,2,09/17,49ers,Seahawks,12.0,9.0,3.0,21.0,1,0,0
2017_2_Packers_Falcons,2017,2,09/17,Packers,Falcons,34.0,23.0,11.0,57.0,1,0,0
2017_2_Lions_Giants,2017,2,09/18,Lions,Giants,10.0,24.0,-14.0,34.0,0,1,0
2017_3_Rams_49ers,2017,3,09/21,Rams,49ers,39.0,41.0,-2.0,80.0,0,1,0
2017_3_Ravens_Jaguars,2017,3,09/24,Ravens,Jaguars,44.0,7.0,37.0,51.0,1,0,0
2017_3_Broncos_Bills,2017,3,09/24,Broncos,Bills,26.0,16.0,10.0,42.0,1,0,0
2017_3_Saints_Panthers,2017,3,09/24,Saints,Panthers,13.0,34.0,-21.0,47.0,0,1,0
2017_3_Steelers_Bears,2017,3,09/24,Steelers,Bears,23.0,17.0,6.0,40.0,1,0,0
2017_3_Falcons_Lions,2017,3,09/24,Falcons,Lions,26.0,30.0,-4.0,56.0,0,1,0
2017_3_Browns_Colts,2017,3,09/24,Browns,Colts,31.0,28.0,3.0,59.0,1,0,0
2017_3_Buccaneers_Vikings,2017,3,09/24,Buccaneers,Vikings,34.0,17.0,17.0,51.0,1,0,0
2017_3_Texans_Patriots,2017,3,09/24,Texans,Patriots,36.0,33.0,3.0,69.0,1,0,0
2017_3_Dolphins_Jets,2017,3,09/24,Dolphins,Jets,20.0,6.0,14.0,26.0,1,0,0
2017_3_Giants_Eagles,2017,3,09/24,Giants,Eagles,27.0,24.0,3.0,51.0,1,0,0
2017_3_Seahawks_Titans,2017,3,09/24,Seahawks,Titans,33.0,27.0,6.0,60.0,1,0,0
2017_3_Bengals_Packers,2017,3,09/24,Bengals,Packers,27.0,24.0,3.0,51.0,1,0,0
2017_3_Chiefs_Chargers,2017,3,09/24,Chiefs,Chargers,10.0,24.0,-14.0,34.0,0,1,0
2017_3_Raiders_Redskins,2017,3,09/24,Raiders,Redskins,27.0,10.0,17.0,37.0,1,0,0
2017_3_Cowboys_Cardinals,2017,3,09/25,Cowboys,Cardinals,17.0,28.0,-11.0,45.0,0,1,0
2017_4_Bears_Packers,2017,4,09/28,Bears,Packers,35.0,14.0,21.0,49.0,1,0,0
2017_4_Saints_Dolphins,2017,4,10/01,Saints,Dolphins,0.0,20.0,-20.0,20.0,0,1,0
2017_4_Bills_Falcons,2017,4,10/01,Bills,Falcons,17.0,23.0,-6.0,40.0,0,1,0
2017_4_Steelers_Ravens,2017,4,10/01,Steelers,Ravens,9.0,26.0,-17.0,35.0,0,1,0
2017_4_Bengals_Browns,2017,4,10/01,Bengals,Browns,7.0,31.0,-24.0,38.0,0,1,0
2017_4_Rams_Cowboys,2017,4,10/01,Rams,Cowboys,30.0,35.0,-5.0,65.0,0,1,0
2017_4_Titans_Texans,2017,4,10/01,Titans,Texans,57.0,14.0,43.0,71.0,1,0,0
2017_4_Lions_Vikings,2017,4,10/01,Lions,Vikings,7.0,14.0,-7.0,21.0,0,1,0
2017_4_Panthers_Patriots,2017,4,10/01,Panthers,Patriots,30.0,33.0,-3.0,63.0,0,1,0
2017_4_Jaguars_Jets,2017,4,10/01,Jaguars,Jets,23.0,20.0,3.0,43.0,1,0,0
2017_4_49ers_Cardinals,2017,4,10/01,49ers,Cardinals,18.0,15.0,3.0,33.0,1,0,0
2017_4_Eagles_Chargers,2017,4,10/01,Eagles,Chargers,24.0,26.0,-2.0,50.0,0,1,0
2017_4_Giants_Buccaneers,2017,4,10/01,Giants,Buccaneers,25.0,23.0,2.0,48.0,1,0,0
2017_4_Raiders_Broncos,2017,4,10/01,Raiders,Broncos,16.0,10.0,6.0,26.0,1,0,0
2017_4_Colts_Seahawks,2017,4,10/01,Colts,Seahawks,46.0,18.0,28.0,64.0,1,0,0
2017_4_Redskins_Chiefs,2017,4,10/02,Redskins,Chiefs,29.0,20.0,9.0,49.0,1,0,0
2017_5_Patriots_Buccaneers,2017,5,10/05,Patriots,Buccaneers,14.0,19.0,-5.0,33.0,0,1,0
2017_5_Bills_Bengals,2017,5,10/08,Bills,Bengals,20.0,16.0,4.0,36.0,1,0,0
2017_5_Jets_Browns,2017,5,10/08,Jets,Browns,14.0,17.0,-3.0,31.0,0,1,0
2017_5_Panthers_Lions,2017,5,10/08,Panthers,Lions,24.0,27.0,-3.0,51.0,0,1,0
2017_5_49ers_Colts,2017,5,10/08,49ers,Colts,26.0,23.0,3.0,49.0,1,0,0
2017_5_Titans_Dolphins,2017,5,10/08,Titans,Dolphins,16.0,10.0,6.0,26.0,1,0,0
2017_5_Chargers_Giants,2017,5,10/08,Chargers,Giants,22.0,27.0,-5.0,49.0,0,1,0
2017_5_Cardinals_Eagles,2017,5,10/08,Cardinals,Eagles,34.0,7.0,27.0,41.0,1,0,0
2017_5_Jaguars_Steelers,2017,5,10/08,Jaguars,Steelers,9.0,30.0,-21.0,39.0,0,1,0
2017_5_Seahawks_Rams,2017,5,10/08,Seahawks,Rams,10.0,16.0,-6.0,26.0,0,1,0
2017_5_Ravens_Raiders,2017,5,10/08,Ravens,Raiders,17.0,30.0,-13.0,47.0,0,1,0
2017_5_Packers_Cowboys,2017,5,10/08,Packers,Cowboys,31.0,35.0,-4.0,66.0,0,1,0
2017_5_Chiefs_Texans,2017,5,10/08,Chiefs,Texans,34.0,42.0,-8.0,76.0,0,1,0
2017_5_Vikings_Bears,2017,5,10/09,Vikings,Bears,17.0,20.0,-3.0,37.0,0,1,0
2017_6_Eagles_Panthers,2017,6,10/12,Eagles,Panthers,23.0,28.0,-5.0,51.0,0,1,0
2017_6_Dolphins_Falcons,2017,6,10/15,Dolphins,Falcons,17.0,20.0,-3.0,37.0,0,1,0
2017_6_Bears_Ravens,2017,6,10/15,Bears,Ravens,24.0,27.0,-3.0,51.0,0,1,0
2017_6_Browns_Texans,2017,6,10/15,Browns,Texans,33.0,17.0,16.0,50.0,1,0,0
2017_6_Packers_Vikings,2017,6,10/15,Packers,Vikings,23.0,10.0,13.0,33.0,1,0,0
2017_6_Lions_Saints,2017,6,10/15,Lions,Saints,52.0,38.0,14.0,90.0,1,0,0
2017_6_Patriots_Jets,2017,6,10/15,Patriots,Jets,17.0,24.0,-7.0,41.0,0,1,0
2017_6_49ers_Redskins,2017,6,10/15,49ers,Redskins,26.0,24.0,2.0,50.0,1,0,0
2017_6_Buccaneers_Cardinals,2017,6,10/15,Buccaneers,Cardinals,38.0,33.0,5.0,71.0,1,0,0
2017_6_Rams_Jaguars,2017,6,10/15,Rams,Jaguars,17.0,27.0,-10.0,44.0,0,1,0
2017_6_Steelers_Chiefs,2017,6,10/15,Steelers,Chiefs,13.0,19.0,-6.0,32.0,0,1,0
2017_6_Chargers_Raiders,2017,6,10/15,Chargers,Raiders,16.0,17.0,-1.0,33.0,0,1,0
2017_6_Giants_Broncos,2017,6,10/15,Giants,Broncos,10.0,23.0,-13.0,33.0,0,1,0
2017_6_Colts_Titans,2017,6,10/16,Colts,Titans,36.0,22.0,14.0,58.0,1,0,0
2017_7_Chiefs_Raiders,2017,7,10/19,Chiefs,Raiders,31.0,30.0,1.0,61.0,1,0,0
2017_7_Buccaneers_Bills,2017,7,10/22,Buccaneers,Bills,30.0,27.0,3.0,57.0,1,0,0
2017_7_Panthers_Bears,2017,7,10/22,Panthers,Bears,17.0,3.0,14.0,20.0,1,0,0
2017_7_Titans_Browns,2017,7,10/22,Titans,Browns,9.0,12.0,-3.0,21.0,0,1,0
2017_7_Saints_Packers,2017,7,10/22,Saints,Packers,17.0,26.0,-9.0,43.0,0,1,0
2017_7_Jaguars_Colts,2017,7,10/22,Jaguars,Colts,0.0,27.0,-27.0,27.0,0,1,0
2017_7_Cardinals_Rams,2017,7,10/22,Cardinals,Rams,33.0,0.0,33.0,33.0,1,0,0
2017_7_Jets_Dolphins,2017,7,10/22,Jets,Dolphins,31.0,28.0,3.0,59.0,1,0,0
2017_7_Ravens_Vikings,2017,7,10/22,Ravens,Vikings,24.0,16.0,8.0,40.0,1,0,0
2017_7_Cowboys_49ers,2017,7,10/22,Cowboys,49ers,10.0,40.0,-30.0,50.0,0,1,0
2017_7_Bengals_Steelers,2017,7,10/22,Bengals,Steelers,29.0,14.0,15.0,43.0,1,0,0
2017_7_Broncos_Chargers,2017,7,10/22,Broncos,Chargers,21.0,0.0,21.0,21.0,1,0,0
2017_7_Seahawks_Giants,2017,7,10/22,Seahawks,Giants,7.0,24.0,-17.0,31.0,0,1,0
2017_7_Falcons_Patriots,2017,7,10/22,Falcons,Patriots,23.0,7.0,16.0,30.0,1,0,0
2017_7_Redskins_Eagles,2017,7,10/23,Redskins,Eagles,34.0,24.0,10.0,58.0,1,0,0
2017_8_Dolphins_Ravens,2017,8,10/26,Dolphins,Ravens,40.0,0.0,40.0,40.0,1,0,0
2017_8_Vikings_Browns,2017,8,10/29,Vikings,Browns,16.0,33.0,-17.0,49.0,0,1,0
2017_8_Raiders_Bills,2017,8,10/29,Raiders,Bills,34.0,14.0,20.0,48.0,1,0,0
2017_8_Colts_Bengals,2017,8,10/29,Colts,Bengals,24.0,23.0,1.0,47.0,1,0,0
2017_8_Chargers_Patriots,2017,8,10/29,Chargers,Patriots,21.0,13.0,8.0,34.0,1,0,0
2017_8_Bears_Saints,2017,8,10/29,Bears,Saints,20.0,12.0,8.0,32.0,1,0,0
2017_8_Falcons_Jets,2017,8,10/29,Falcons,Jets,20.0,25.0,-5.0,45.0,0,1,0
2017_8_49ers_Eagles,2017,8,10/29,49ers,Eagles,33.0,10.0,23.0,43.0,1,0,0
2017_8_Panthers_Buccaneers,2017,8,10/29,Panthers,Buccaneers,3.0,17.0,-14.0,20.0,0,1,0
2017_8_Texans_Seahawks,2017,8,10/29,Texans,Seahawks,41.0,38.0,3.0,79.0,1,0,0
2017_8_Cowboys_Redskins,2017,8,10/29,Cowboys,Redskins,19.0,33.0,-14.0,52.0,0,1,0
2017_8_Steelers_Lions,2017,8,10/29,Steelers,Lions,15.0,20.0,-5.0,35.0,0,1,0
2017_8_Broncos_Chiefs,2017,8,10/30,Broncos,Chiefs,29.0,19.0,10.0,48.0,1,0,0
2017_9_Bills_Jets,2017,9,11/02,Bills,Jets,34.0,21.0,13.0,55.0,1,0,0
2017_9_Falcons_Panthers,2017,9,11/05,Falcons,Panthers,20.0,17.0,3.0,37.0,1,0,0
2017_9_Colts_Texans,2017,9,11/05,Colts,Texans,14.0,20.0,-6.0,34.0,0,1,0
2017_9_Bengals_Jaguars,2017,9,11/05,Bengals,Jaguars,23.0,7.0,16.0,30.0,1,0,0
2017_9_Buccaneers_Saints,2017,9,11/05,Buccaneers,Saints,30.0,10.0,20.0,40.0,1,0,0
2017_9_Rams_Giants,2017,9,11/05,Rams,Giants,17.0,51.0,-34.0,68.0,0,1,0
2017_9_Broncos_Eagles,2017,9,11/05,Broncos,Eagles,51.0,23.0,28.0,74.0,1,0,0
2017_9_Ravens_Titans,2017,9,11/05,Ravens,Titans,23.0,20.0,3.0,43.0,1,0,0
2017_9_Cardinals_49ers,2017,9,11/05,Cardinals,49ers,10.0,20.0,-10.0,30.0,0,1,0
2017_9_Redskins_Seahawks,2017,9,11/05,Redskins,Seahawks,14.0,17.0,-3.0,31.0,0,1,0
2017_9_Chiefs_Cowboys,2017,9,11/05,Chiefs,Cowboys,28.0,17.0,11.0,45.0,1,0,0
2017_9_Raiders_Dolphins,2017,9,11/05,Raiders,Dolphins,24.0,27.0,-3.0,51.0,0,1,0
2017_9_Lions_Packers,2017,9,11/06,Lions,Packers,17.0,30.0,-13.0,47.0,0,1,0
2017_10_Seahawks_Cardinals,2017,10,11/09,Seahawks,Cardinals,16.0,22.0,-6.0,38.0,0,1,0
2017_10_Saints_Bills,2017,10,11/12,Saints,Bills,10.0,47.0,-37.0,57.0,0,1,0
2017_10_Packers_Bears,2017,10,11/12,Packers,Bears,16.0,23.0,-7.0,39.0,0,1,0
2017_10_Browns_Lions,2017,10,11/12,Browns,Lions,38.0,24.0,14.0,62.0,1,0,0
2017_10_Steelers_Colts,2017,10,11/12,Steelers,Colts,17.0,20.0,-3.0,37.0,0,1,0
2017_10_Chargers_Jaguars,2017,10,11/12,Chargers,Jaguars,20.0,17.0,3.0,37.0,1,0,0
2017_10_Jets_Buccaneers,2017,10,11/12,Jets,Buccaneers,15.0,10.0,5.0,25.0,1,0,0
2017_10_Bengals_Titans,2017,10,11/12,Bengals,Titans,24.0,20.0,4.0,44.0,1,0,0
2017_10_Vikings_Redskins,2017,10,11/12,Vikings,Redskins,30.0,38.0,-8.0,68.0,0,1,0
2017_10_Texans_Rams,2017,10,11/12,Texans,Rams,33.0,7.0,26.0,40.0,1,0,0
2017_10_Cowboys_Falcons,2017,10,11/12,Cowboys,Falcons,27.0,7.0,20.0,34.0,1,0,0
2017_10_Giants_49ers,2017,10,11/12,Giants,49ers,31.0,21.0,10.0,52.0,1,0,0
2017_10_Patriots_Broncos,2017,10,11/12,Patriots,Broncos,16.0,41.0,-25.0,57.0,0,1,0
2017_10_Dolphins_Panthers,2017,10,11/13,Dolphins,Panthers,45.0,21.0,24.0,66.0,1,0,0
2017_11_Titans_Steelers,2017,11,11/16,Titans,Steelers,40.0,17.0,23.0,57.0,1,0,0
2017_11_Lions_Bears,2017,11,11/19,Lions,Bears,24.0,27.0,-3.0,51.0,0,1,0
2017_11_Jaguars_Browns,2017,11,11/19,Jaguars,Browns,7.0,19.0,-12.0,26.0,0,1,0
2017_11_Ravens_Packers,2017,11,11/19,Ravens,Packers,0.0,23.0,-23.0,23.0,0,1,0
2017_11_Cardinals_Texans,2017,11,11/19,Cardinals,Texans,31.0,21.0,10.0,52.0,1,0,0
2017_11_Rams_Vikings,2017,11,11/19,Rams,Vikings,24.0,7.0,17.0,31.0,1,0,0
2017_11_Redskins_Saints,2017,11,11/19,Redskins,Saints,34.0,31.0,3.0,65.0,1,0,0
2017_11_Chiefs_Giants,2017,11,11/19,Chiefs,Giants,12.0,9.0,3.0,21.0,1,0,0
2017_11_Buccaneers_Dolphins,2017,11,11/19,Buccaneers,Dolphins,20.0,30.0,-10.0,50.0,0,1,0
2017_11_Bills_Chargers,2017,11,11/19,Bills,Chargers,54.0,24.0,30.0,78.0,1,0,0
2017_11_Bengals_Broncos,2017,11,11/19,Bengals,Broncos,17.0,20.0,-3.0,37.0,0,1,0
2017_11_Patriots_Raiders,2017,11,11/19,Patriots,Raiders,8.0,33.0,-25.0,41.0,0,1,0
2017_11_Eagles_Cowboys,2017,11,11/19,Eagles,Cowboys,9.0,37.0,-28.0,46.0,0,1,0
2017_11_Falcons_Seahawks,2017,11,11/20,Falcons,Seahawks,31.0,34.0,-3.0,65.0,0,1,0
2017_12_Vikings_Lions,2017,12,11/23,Vikings,Lions,23.0,30.0,-7.0,53.0,0,1,0
2017_12_Chargers_Cowboys,2017,12,11/23,Chargers,Cowboys,6.0,28.0,-22.0,34.0,0,1,0
2017_12_Giants_Redskins,2017,12,11/23,Giants,Redskins,20.0,10.0,10.0,30.0,1,0,0
2017_12_Buccaneers_Falcons,2017,12,11/26,Buccaneers,Falcons,34.0,20.0,14.0,54.0,1,0,0
2017_12_Browns_Bengals,2017,12,11/26,Browns,Bengals,30.0,16.0,14.0,46.0,1,0,0
2017_12_Titans_Colts,2017,12,11/26,Titans,Colts,16.0,20.0,-4.0,36.0,0,1,0
2017_12_Bills_Chiefs,2017,12,11/26,Bills,Chiefs,10.0,16.0,-6.0,26.0,0,1,0
2017_12_Dolphins_Patriots,2017,12,11/26,Dolphins,Patriots,35.0,17.0,18.0,52.0,1,0,0
2017_12_Panthers_Jets,2017,12,11/26,Panthers,Jets,27.0,35.0,-8.0,62.0,0,1,0
2017_12_Bears_Eagles,2017,12,11/26,Bears,Eagles,31.0,3.0,28.0,34.0,1,0,0
2017_12_Seahawks_49ers,2017,12,11/26,Seahawks,49ers,13.0,24.0,-11.0,37.0,0,1,0
2017_12_Saints_Rams,2017,12,11/26,Saints,Rams,26.0,20.0,6.0,46.0,1,0,0
2017_12_Jaguars_Cardinals,2017,12,11/26,Jaguars,Cardinals,27.0,24.0,3.0,51.0,1,0,0
2017_12_Broncos_Raiders,2017,12,11/26,Broncos,Raiders,21.0,14.0,7.0,35.0,1,0,0
2017_12_Packers_Steelers,2017,12,11/26,Packers,Steelers,31.0,28.0,3.0,59.0,1,0,0
2017_12_Texans_Ravens,2017,12,11/27,Texans,Ravens,23.0,16.0,7.0,39.0,1,0,0
2017_13_Redskins_Cowboys,2017,13,11/30,Redskins,Cowboys,38.0,14.0,24.0,52.0,1,0,0
2017_13_Vikings_Falcons,2017,13,12/03,Vikings,Falcons,9.0,14.0,-5.0,23.0,0,1,0
2017_13_Lions_Ravens,2017,13,12/03,Lions,Ravens,44.0,20.0,24.0,64.0,1,0,0
2017_13_Patriots_Bills,2017,13,12/03,Patriots,Bills,3.0,23.0,-20.0,26.0,0,1,0
2017_13_49ers_Bears,2017,13,12/03,49ers,Bears,14.0,15.0,-1.0,29.0,0,1,0
2017_13_Buccaneers_Packers,2017,13,12/03,Buccaneers,Packers,26.0,20.0,6.0,46.0,1,0,0
2017_13_Colts_Jaguars,2017,13,12/03,Colts,Jaguars,30.0,10.0,20.0,40.0,1,0,0
2017_13_Broncos_Dolphins,2017,13,12/03,Broncos,Dolphins,35.0,9.0,26.0,44.0,1,0,0
2017_13_Chiefs_Jets,2017,13,12/03,Chiefs,Jets,38.0,31.0,7.0,69.0,1,0,0
2017_13_Texans_Titans,2017,13,12/03,Texans,Titans,24.0,13.0,11.0,37.0,1,0,0
2017_13_Browns_Chargers,2017,13,12/03,Browns,Chargers,19.0,10.0,9.0,29.0,1,0,0
2017_13_Panthers_Saints,2017,13,12/03,Panthers,Saints,31.0,21.0,10.0,52.0,1,0,0
2017_13_Rams_Cardinals,2017,13,12/03,Rams,Cardinals,16.0,32.0,-16.0,48.0,0,1,0
2017_13_Giants_Raiders,2017,13,12/03,Giants,Raiders,24.0,17.0,7.0,41.0,1,0,0
2017_13_Eagles_Seahawks,2017,13,12/03,Eagles,Seahawks,24.0,10.0,14.0,34.0,1,0,0
2017_13_Steelers_Bengals,2017,13,12/04,Steelers,Bengals,20.0,23.0,-3.0,43.0,0,1,0
2017_14_Saints_Falcons,2017,14,12/07,Saints,Falcons,20.0,17.0,3.0,37.0,1,0,0
2017_14_Colts_Bills,2017,14,12/10,Colts,Bills,13.0,7.0,6.0,20.0,1,0,0
2017_14_Vikings_Panthers,2017,14,12/10,Vikings,Panthers,31.0,24.0,7.0,55.0,1,0,0
2017_14_Bears_Bengals,2017,14,12/10,Bears,Bengals,7.0,33.0,-26.0,40.0,0,1,0
2017_14_Packers_Browns,2017,14,12/10,Packers,Browns,21.0,27.0,-6.0,48.0,0,1,0
2017_14_49ers_Texans,2017,14,12/10,49ers,Texans,16.0,26.0,-10.0,42.0,0,1,0
2017_14_Raiders_Chiefs,2017,14,12/10,Raiders,Chiefs,26.0,15.0,11.0,41.0,1,0,0
2017_14_Lions_Buccaneers,2017,14,12/10,Lions,Buccaneers,21.0,24.0,-3.0,45.0,0,1,0
2017_14_Cowboys_Giants,2017,14,12/10,Cowboys,Giants,10.0,30.0,-20.0,40.0,0,1,0
2017_14_Titans_Cardinals,2017,14,12/10,Titans,Cardinals,12.0,7.0,5.0,19.0,1,0,0
2017_14_Jets_Broncos,2017,14,12/10,Jets,Broncos,23.0,0.0,23.0,23.0,1,0,0
2017_14_Redskins_Chargers,2017,14,12/10,Redskins,Chargers,30.0,13.0,17.0,43.0,1,0,0
2017_14_Seahawks_Jaguars,2017,14,12/10,Seahawks,Jaguars,30.0,24.0,6.0,54.0,1,0,0
2017_14_Eagles_Rams,2017,14,12/10,Eagles,Rams,35.0,43.0,-8.0,78.0,0,1,0
2017_14_Ravens_Steelers,2017,14,12/10,Ravens,Steelers,39.0,38.0,1.0,77.0,1,0,0
2017_14_Patriots_Dolphins,2017,14,12/11,Patriots,Dolphins,27.0,20.0,7.0,47.0,1,0,0
2017_15_Broncos_Colts,2017,15,12/14,Broncos,Colts,13.0,25.0,-12.0,38.0,0,1,0
2017_15_Bears_Lions,2017,15,12/16,Bears,Lions,20.0,10.0,10.0,30.0,1,0,0
2017_15_Chargers_Chiefs,2017,15,12/16,Chargers,Chiefs,30.0,13.0,17.0,43.0,1,0,0
2017_15_Dolphins_Bills,2017,15,12/17,Dolphins,Bills,24.0,16.0,8.0,40.0,1,0,0
2017_15_Packers_Panthers,2017,15,12/17,Packers,Panthers,31.0,24.0,7.0,55.0,1,0,0
2017_15_Ravens_Browns,2017,15,12/17,Ravens,Browns,10.0,27.0,-17.0,37.0,0,1,0
2017_15_Texans_Jaguars,2017,15,12/17,Texans,Jaguars,45.0,7.0,38.0,52.0,1,0,0
2017_15_Bengals_Vikings,2017,15,12/17,Bengals,Vikings,34.0,7.0,27.0,41.0,1,0,0
2017_15_Jets_Saints,2017,15,12/17,Jets,Saints,31.0,19.0,12.0,50.0,1,0,0
2017_15_Eagles_Giants,2017,15,12/17,Eagles,Giants,29.0,34.0,-5.0,63.0,0,1,0
2017_15_Cardinals_Redskins,2017,15,12/17,Cardinals,Redskins,20.0,15.0,5.0,35.0,1,0,0
2017_15_Rams_Seahawks,2017,15,12/17,Rams,Seahawks,7.0,42.0,-35.0,49.0,0,1,0
2017_15_Patriots_Steelers,2017,15,12/17,Patriots,Steelers,24.0,27.0,-3.0,51.0,0,1,0
2017_15_Titans_49ers,2017,15,12/17,Titans,49ers,25.0,23.0,2.0,48.0,1,0,0
2017_15_Cowboys_Raiders,2017,15,12/17,Cowboys,Raiders,17.0,20.0,-3.0,37.0,0,1,0
2017_15_Falcons_Buccaneers,2017,15,12/18,Falcons,Buccaneers,21.0,24.0,-3.0,45.0,0,1,0
2017_16_Colts_Ravens,2017,16,12/23,Colts,Ravens,23.0,16.0,7.0,39.0,1,0,0
2017_16_Vikings_Packers,2017,16,12/23,Vikings,Packers,0.0,16.0,-16.0,16.0,0,1,0
2017_16_Buccaneers_Panthers,2017,16,12/24,Buccaneers,Panthers,22.0,19.0,3.0,41.0,1,0,0
2017_16_Browns_Bears,2017,16,12/24,Browns,Bears,20.0,3.0,17.0,23.0,1,0,0
2017_16_Lions_Bengals,2017,16,12/24,Lions,Bengals,26.0,17.0,9.0,43.0,1,0,0
2017_16_Dolphins_Chiefs,2017,16,12/24,Dolphins,Chiefs,29.0,13.0,16.0,42.0,1,0,0
2017_16_Bills_Patriots,2017,16,12/24,Bills,Patriots,37.0,16.0,21.0,53.0,1,0,0
2017_16_Falcons_Saints,2017,16,12/24,Falcons,Saints,23.0,13.0,10.0,36.0,1,0,0
2017_16_Chargers_Jets,2017,16,12/24,Chargers,Jets,7.0,14.0,-7.0,21.0,0,1,0
2017_16_Rams_Titans,2017,16,12/24,Rams,Titans,23.0,27.0,-4.0,50.0,0,1,0
2017_16_Broncos_Redskins,2017,16,12/24,Broncos,Redskins,27.0,11.0,16.0,38.0,1,0,0
2017_16_Jaguars_49ers,2017,16,12/24,Jaguars,49ers,44.0,33.0,11.0,77.0,1,0,0
2017_16_Giants_Cardinals,2017,16,12/24,Giants,Cardinals,23.0,0.0,23.0,23.0,1,0,0
2017_16_Seahawks_Cowboys,2017,16,12/24,Seahawks,Cowboys,12.0,21.0,-9.0,33.0,0,1,0
2017_16_Steelers_Texans,2017,16,12/25,Steelers,Texans,6.0,34.0,-28.0,40.0,0,1,0
2017_16_Raiders_Eagles,2017,16,12/25,Raiders,Eagles,19.0,10.0,9.0,29.0,1,0,0
2017_17_Packers_Lions,2017,17,12/31,Packers,Lions,35.0,11.0,24.0,46.0,1,0,0
2017_17_Texans_Colts,2017,17,12/31,Texans,Colts,22.0,13.0,9.0,35.0,1,0,0
2017_17_Bears_Vikings,2017,17,12/31,Bears,Vikings,23.0,10.0,13.0,33.0,1,0,0
2017_17_Jets_Patriots,2017,17,12/31,Jets,Patriots,26.0,6.0,20.0,32.0,1,0,0
2017_17_Redskins_Giants,2017,17,12/31,Redskins,Giants,18.0,10.0,8.0,28.0,1,0,0
2017_17_Cowboys_Eagles,2017,17,12/31,Cowboys,Eagles,0.0,6.0,-6.0,6.0,0,1,0
2017_17_Browns_Steelers,2017,17,12/31,Browns,Steelers,28.0,24.0,4.0,52.0,1,0,0
2017_17_Panthers_Falcons,2017,17,12/31,Panthers,Falcons,22.0,10.0,12.0,32.0,1,0,0
2017_17_Bengals_Ravens,2017,17,12/31,Bengals,Ravens,27.0,31.0,-4.0,58.0,0,1,0
