Season,market_confirmation,bets,wins,roi,hit_rate,avg_true_prob,avg_market_prob,avg_edge_market,avg_edge_open,avg_edge_close,avg_otm_move,avg_mtc_move,avg_ev,avg_hybrid_score
2024,faded_late,26,19,0.3730932116495216,0.7307692307692307,0.6666502097437199,0.604205585622158,0.06244462412156201,0.06549424359147066,0.09922027472319761,-0.020270278083392792,-0.013455753048334063,0.10144254190168482,0.27440831205536986
2024,confirmed,101,81,0.29528433451907055,0.801980198019802,0.6882004423246764,0.6131222983770098,0.07507814394766657,0.08183671894144554,0.0552759792325348,0.021713141596268762,0.004847598112641931,0.12643958892722534,0.2807101941611615
2025,faded_late,26,14,-0.06571505256223825,0.5384615384615384,0.6746484024833435,0.6000664018666344,0.07458200061670897,0.06934733004478123,0.10604863189735259,-0.019901490726323585,-0.016799811126247677,0.1260595221532147,0.2797731676716856
2024,mixed,276,117,-0.20430294745482758,0.42391304347826086,0.4610448242922118,0.48996094964492065,-0.060378011810976184,-0.06564784815643178,-0.04603545974225593,-0.02185336515019284,0.0022409767360170286,-0.04640737399088831,0.14032046760863148
2024,market_only,122,55,-0.2702905610598638,0.45081967213114754,0.4784072731571628,0.5623114665042465,-0.08390419334708377,-0.08036892170560042,-0.10079513520962,0.022693655044087043,-0.002267441540067529,-0.02202646382433987,0.11951333513206976
2025,confirmed,78,34,-0.35859950406523633,0.4358974358974359,0.7074555525590386,0.6447810982016261,0.06267445435741245,0.07781279494904912,0.04483295127711528,0.029780406614757567,0.003199437057176244,0.10592666028512784,0.28439019490404605
2025,mixed,217,66,-0.4138005845589702,0.30414746543778803,0.4761771583902396,0.49810562347352366,-0.049629055481209626,-0.060043929274902125,-0.03593418869954425,-0.026157510232342727,0.002047769656984864,-0.1270606552804352,0.14722758640137915
2025,market_only,119,40,-0.4601647974241598,0.33613445378151263,0.4881372408971381,0.5813027714507759,-0.09316553055363774,-0.08077374616627543,-0.11010840699261627,0.027179674307489042,0.002154986518851761,-0.18381802197580496,0.12116357249049914
