bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
55,27,-9.920777079392453,0.13897465516177804,0.7307805629275197,0.5918059077657415,-110.5,10.981818181818182,0.4909090909090909,-0.18037776507986278
