bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
16,9,0.2644482122068328,0.14603139740133841,0.6945435804945383,0.5485121830931998,-73.15625,10.9375,0.5625,0.01652801326292705
