bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
23,11,-2.455551787793168,0.14927184908026062,0.66906938047101,0.5197975313907492,-14.23913043478261,10.956521739130435,0.4782608695652174,-0.1067631212083986
