side,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
away,10,4,-2.946227463468843,0.16182345144136262,0.7093049535994627,0.5474815021581,-82.6,11.0,0.4,-0.2946227463468843
home,13,7,0.4906756756756757,0.13961677034095138,0.6381189396029694,0.49850216926201796,38.34615384615385,10.923076923076923,0.5384615384615384,0.03774428274428275
