side,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
away,9,4,-1.9462274634688428,0.156317015120432,0.7152470792467159,0.5589300641262839,-105.66666666666667,11.0,0.4444444444444444,-0.21624749594098253
home,7,5,2.2106756756756756,0.13280703176250377,0.6679247963845957,0.5351177646220919,-31.357142857142858,10.857142857142858,0.7142857142857143,0.3158108108108108
