side,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
away,26,13,-4.78568921201135,0.13808862468891883,0.7395089900169229,0.601420365328004,-139.46153846153845,11.0,0.5,-0.18406496969274425
home,29,14,-5.135087867381101,0.1397690273098587,0.7229550765715027,0.5831860492616439,-84.53448275862068,10.96551724137931,0.4827586206896552,-0.1770719954269345
