game_id,Season,Week,game_date,home_team,away_team,selected_team,selected_team_full,opponent_team,model_prob,p_home_win,p_away_win,true_moneyline,closing_odds,implied_prob,close_prob,edge,actual_win,profit,home_score,away_score,pred_home_margin,pred_total,away_close_price,home_close_price,away_close_prob,home_close_prob,market_prob,model_edge_vs_close,edge_prob_governed,hybrid_score,confidence_score,open_to_mid_prob_move,mid_to_close_prob_move,close_minus_governed_gap,close_to_governed_ratio,clv,beat_close,market_prob_bucket,bet_band
2024_11_Falcons_Broncos,2024,11,2024-11-17,Denver Broncos,Atlanta Falcons,Denver Broncos,Denver Broncos,Atlanta Falcons,0.6129196143675071,0.6129196143675071,0.387080385632493,-158.3442708847132,-130.0,0.5652173913043478,0.5652173913043478,0.0477022230631593,1,0.7692307692307693,38.0,6.0,8.458255502826974,45.19911303789529,110.0,-130.0,0.4761904761904761,0.5652173913043478,0.5652173913043478,0.0477022230631593,0.0477022230631593,0.0477022230631593,0.0477022230631593,0.0,0.0,0.0,1.0,0.0477022230631593,1,0.50-0.60,Balanced
2024_22_Chiefs_Eagles,2024,22,2025-02-09,Philadelphia Eagles,Kansas City Chiefs,Philadelphia Eagles,Philadelphia Eagles,Kansas City Chiefs,0.5420134159674346,0.5420134159674346,0.4579865840325653,-118.34700728458334,-102.0,0.504950495049505,0.504950495049505,0.0370629209179296,1,0.9803921568627452,40.0,22.0,0.089924172085193,52.069179668365926,-115.5,-102.0,0.5359628770301624,0.504950495049505,0.504950495049505,0.0370629209179296,0.0370629209179296,0.0370629209179296,0.03706292091792959,0.0,0.0,0.0,1.0,0.0370629209179296,1,0.50-0.60,Balanced
2025_1_49ers_Seahawks,2025,1,2025-09-07,Seattle Seahawks,San Francisco 49ers,San Francisco 49ers,San Francisco 49ers,Seattle Seahawks,0.6137586604054692,0.3862413395945312,0.6137586604054692,-158.90548149242184,-128.0,0.5614035087719298,0.5614035087719298,0.0523551516335394,1,0.78125,13.0,17.0,-1.7433147106663087,43.69759724380262,-128.0,108.0,0.5614035087719298,0.4807692307692308,0.5614035087719298,0.0523551516335394,0.0523551516335394,0.052355151633539404,0.0523551516335394,0.0,0.0,0.0,1.0,0.0523551516335394,1,0.50-0.60,Balanced
2025_1_Raiders_Patriots,2025,1,2025-09-07,New England Patriots,Las Vegas Raiders,New England Patriots,New England Patriots,Las Vegas Raiders,0.6234027436726591,0.6234027436726591,0.3765972563273414,-165.5356573099389,-145.0,0.5918367346938775,0.5918367346938775,0.0315660089787815,0,-1.0,13.0,20.0,3.635910571613672,44.482483739111295,124.0,-145.0,0.4464285714285714,0.5918367346938775,0.5918367346938775,0.0315660089787815,0.0315660089787815,0.0315660089787815,0.0315660089787815,0.0,0.0,0.0,1.0,0.0315660089787815,1,0.50-0.60,Balanced
2025_1_Lions_Packers,2025,1,2025-09-07,Green Bay Packers,Detroit Lions,Green Bay Packers,Green Bay Packers,Detroit Lions,0.5821854917220367,0.5821854917220367,0.4178145082779632,-139.34065959593744,-125.0,0.5555555555555556,0.5555555555555556,0.0266299361664811,1,0.8,27.0,13.0,4.475845291968776,48.325066124037015,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.5555555555555556,0.0266299361664811,0.0266299361664811,0.0266299361664811,0.0266299361664811,0.0,0.0,0.0,1.0,0.0266299361664811,1,0.50-0.60,Balanced
2025_2_Patriots_Dolphins,2025,2,2025-09-14,Miami Dolphins,New England Patriots,Miami Dolphins,Miami Dolphins,New England Patriots,0.5912792599214265,0.5912792599214265,0.4087207400785732,-144.66583217865517,-135.0,0.574468085106383,0.574468085106383,0.0168111748150434,0,-1.0,27.0,33.0,2.4758397603561964,46.52748635050641,110.0,-135.0,0.4761904761904761,0.574468085106383,0.574468085106383,0.0168111748150434,0.0168111748150434,0.0168111748150434,0.0168111748150434,0.0,0.0,0.0,1.0,0.0168111748150434,1,0.50-0.60,Balanced
2025_3_Cardinals_49ers,2025,3,2025-09-21,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,San Francisco 49ers,Arizona Cardinals,0.611091947053672,0.611091947053672,0.3889080529463282,-157.1301860231747,-125.0,0.5555555555555556,0.5555555555555556,0.0555363914981164,1,0.8,16.0,15.0,5.625877856657503,43.20634872831445,104.0,-125.0,0.4901960784313725,0.5555555555555556,0.5555555555555556,0.0555363914981164,0.0555363914981164,0.0555363914981164,0.0555363914981164,0.0,0.0,0.0,1.0,0.0555363914981164,1,0.50-0.60,Balanced
2025_3_Texans_Jaguars,2025,3,2025-09-21,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,Jacksonville Jaguars,Houston Texans,0.6006538649787375,0.6006538649787375,0.3993461350212626,-150.4093347358318,-125.0,0.5555555555555556,0.5555555555555556,0.0450983094231819,1,0.8,17.0,10.0,1.109094085329047,44.29774212621223,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.5555555555555556,0.0450983094231819,0.0450983094231819,0.0450983094231819,0.0450983094231819,0.0,0.0,0.0,1.0,0.0450983094231819,1,0.50-0.60,Balanced
2025_3_Broncos_Chargers,2025,3,2025-09-21,Los Angeles Chargers,Denver Broncos,Los Angeles Chargers,Los Angeles Chargers,Denver Broncos,0.6201948791568644,0.6201948791568644,0.3798051208431354,-163.29292184899555,-148.0,0.5967741935483871,0.5967741935483871,0.0234206856084773,1,0.6756756756756757,23.0,20.0,4.291717722017681,45.95748693259045,125.0,-148.0,0.4444444444444444,0.5967741935483871,0.5967741935483871,0.0234206856084773,0.0234206856084773,0.0234206856084773,0.0234206856084773,0.0,0.0,0.0,1.0,0.0234206856084773,1,0.50-0.60,Balanced
2025_4_Bears_Raiders,2025,4,2025-09-28,Las Vegas Raiders,Chicago Bears,Las Vegas Raiders,Las Vegas Raiders,Chicago Bears,0.6193705202673789,0.6193705202673789,0.380629479732621,-162.7226878754807,-129.0,0.5633187772925764,0.5633187772925764,0.0560517429748025,0,-1.0,24.0,25.0,1.0354986818775629,45.95737201605738,105.0,-129.0,0.4878048780487805,0.5633187772925764,0.5633187772925764,0.0560517429748025,0.0560517429748025,0.0560517429748025,0.05605174297480249,0.0,0.0,0.0,1.0,0.0560517429748025,1,0.50-0.60,Balanced
2025_5_Dolphins_Panthers,2025,5,2025-10-05,Carolina Panthers,Miami Dolphins,Carolina Panthers,Carolina Panthers,Miami Dolphins,0.5513468851237299,0.5513468851237299,0.4486531148762702,-122.88934743622156,100.0,0.5,0.5,0.0513468851237298,1,1.0,27.0,24.0,1.0283150680350834,44.56641804568179,-120.0,100.0,0.5454545454545454,0.5,0.5,0.0513468851237298,0.0513468851237298,0.0513468851237298,0.0513468851237298,0.0,0.0,0.0,1.0,0.0513468851237298,1,0.40-0.50,Balanced
2025_5_Giants_Saints,2025,5,2025-10-05,New Orleans Saints,New York Giants,New Orleans Saints,New Orleans Saints,New York Giants,0.5822936271705309,0.5822936271705309,0.4177063728294699,-139.40261988970312,-130.0,0.5652173913043478,0.5652173913043478,0.0170762358661831,1,0.7692307692307693,26.0,14.0,2.3814381504042785,43.69574638208381,108.0,-130.0,0.4807692307692308,0.5652173913043478,0.5652173913043478,0.0170762358661831,0.0170762358661831,0.0170762358661831,0.0170762358661831,0.0,0.0,0.0,1.0,0.0170762358661831,1,0.50-0.60,Balanced
2025_7_Colts_Chargers,2025,7,2025-10-19,Los Angeles Chargers,Indianapolis Colts,Los Angeles Chargers,Los Angeles Chargers,Indianapolis Colts,0.6174765419270399,0.6174765419270399,0.38252345807296,-161.42187593872123,-137.0,0.5780590717299579,0.5780590717299579,0.039417470197082,0,-1.0,24.0,38.0,2.8825887108345065,51.91831722737694,115.0,-137.0,0.4651162790697674,0.5780590717299579,0.5780590717299579,0.039417470197082,0.039417470197082,0.039417470197082,0.039417470197082,0.0,0.0,0.0,1.0,0.039417470197082,1,0.50-0.60,Balanced
