bet_type,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
bet_away,57,41,10.072301711275465,0.13345889519690182,0.736645145648154,0.6031862504512521,-141.7719298245614,10.456140350877194,0.7192982456140351,0.17670704756623623
bet_home,66,47,11.454295844182552,0.13750427763130688,0.7378169956077236,0.6003127179764167,-107.46969696969697,10.378787878787879,0.7121212121212122,0.17354993703306895
