edge_bucket,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
"[0.1, 0.12)",36,28,9.776951528433276,0.11082504600162518,0.7242464748063793,0.6134214288047539,-126.09722222222223,10.38888888888889,0.7777777777777778,0.27158198690092433
"[0.12, 0.15)",36,24,2.8900512608826294,0.13441453050282015,0.7483543953697045,0.6139398648668843,-144.125,10.527777777777779,0.6666666666666666,0.08027920169118415
"[0.15, 0.2)",27,18,3.039689112981162,0.16682255374498275,0.7412281096284036,0.5744055558834208,-96.29629629629629,10.444444444444445,0.6666666666666666,0.11258107825856155
"[0.2, 1.0)",7,4,0.8275629405840885,0.24947151472768203,0.765496572333315,0.516025057605633,4.071428571428571,10.571428571428571,0.5714285714285714,0.11822327722629836
,17,14,4.99234271257686,0.09431206126595984,0.7234958070244364,0.6291837457584765,-169.08823529411765,10.117647058823529,0.8235294117647058,0.2936672183868741
