bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
123,88,21.52659755545801,0.13562958821048504,0.7372739431874352,0.6016443549769501,-123.36585365853658,10.414634146341463,0.7154471544715447,0.17501298825575617
