Season,bets,wins,profit_units,avg_edge,avg_model_prob,avg_implied_prob,avg_odds,avg_books,win_rate,roi
2024,68,61,31.447374634850465,0.13292401935282155,0.742525941927073,0.6096019225742514,-133.77205882352942,9.955882352941176,0.8970588235294118,0.46246139168897743
2025,55,27,-9.920777079392451,0.13897465516177804,0.7307805629275195,0.5918059077657414,-110.5,10.981818181818182,0.4909090909090909,-0.18037776507986275
